col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,division
,Justice Of The Supreme Court,,,,,,,Council At Large,,,,,,,,,,,,,,1
,David Wecht,Christine Donohue,Kevin M Dougherty,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Helen Gym,Derek S Green,Blondell Reynolds Brown,William K Greenlee,Allan Domb,Andrew C Stober,Kristin Combs,David Oh,Terry Tracy,Dennis M O Brien,Al Taubenberger,Daniel Tinney,Sheila E Armstrong,John Staggs,1
David Wecht,0,348,334,24,0,0,2,320,284,245,235,166,112,124,25,21,20,13,8,12,7,1
Christine Donohue,,1,329,21,2,1,1,321,278,238,233,163,112,123,24,21,19,12,7,12,7,1
Kevin M Dougherty,,,1,3,1,1,2,312,277,246,236,168,113,119,22,16,18,8,6,10,7,1
Judy Olson,,,,0,10,9,1,18,17,3,6,13,12,5,8,15,12,13,9,2,0,1
Anne Covey,,,,,0,8,0,4,3,1,2,4,1,0,4,5,5,7,5,0,0,1
Mike George,,,,,,0,1,4,4,1,1,5,1,1,3,5,4,7,5,0,0,1
Paul P Panepinto,,,,,,,0,3,2,2,2,3,1,0,1,1,0,1,1,0,0,1
Helen Gym,,,,,,,,0,273,234,225,162,103,116,18,14,11,6,3,6,4,1
Derek S Green,,,,,,,,,0,220,214,159,82,91,13,16,13,6,4,5,3,1
Blondell Reynolds Brown,,,,,,,,,,1,211,134,50,72,8,0,6,1,3,3,0,1
William K Greenlee,,,,,,,,,,,0,138,44,70,13,1,8,3,1,4,2,1
Allan Domb,,,,,,,,,,,,0,36,15,7,15,4,6,3,2,0,1
Andrew C Stober,,,,,,,,,,,,,0,56,8,14,10,3,4,7,5,1
Kristin Combs,,,,,,,,,,,,,,0,7,2,4,1,3,11,7,1
David Oh,,,,,,,,,,,,,,,0,6,8,9,4,2,2,1
Terry Tracy,,,,,,,,,,,,,,,,0,14,12,10,1,0,1
Dennis M O Brien,,,,,,,,,,,,,,,,,0,13,9,2,0,1
Al Taubenberger,,,,,,,,,,,,,,,,,,0,10,0,0,1
Daniel Tinney,,,,,,,,,,,,,,,,,,,0,1,1,1
Sheila E Armstrong,,,,,,,,,,,,,,,,,,,,0,4,1
John Staggs,,,,,,,,,,,,,,,,,,,,,0,1
Total,365,364,364,36,11,10,4,343,304,258,248,184,127,127,31,30,29,22,15,12,7,1
,Justice Of The Supreme Court,,,,,,,Council At Large,,,,,,,,,,,,,,2
,David Wecht,Kevin M Dougherty,Christine Donohue,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,Helen Gym,Derek S Green,Blondell Reynolds Brown,William K Greenlee,Allan Domb,Andrew C Stober,Kristin Combs,David Oh,Terry Tracy,Al Taubenberger,Dennis M O Brien,Daniel Tinney,John Staggs,Sheila E Armstrong,2
David Wecht,0,284,295,14,3,1,1,259,249,200,197,181,89,63,17,14,7,9,4,7,4,2
Kevin M Dougherty,,1,275,4,3,1,3,250,248,201,195,169,80,61,18,11,7,10,4,6,4,2
Christine Donohue,,,1,15,2,0,0,254,248,194,195,183,88,64,18,13,8,11,3,7,4,2
Judy Olson,,,,0,7,6,0,13,10,5,3,15,4,1,13,13,10,11,7,0,1,2
Mike George,,,,,0,9,2,3,2,1,1,4,2,3,8,8,9,6,6,1,2,2
Anne Covey,,,,,,0,1,0,0,0,0,1,1,1,6,7,7,5,6,1,1,2
Paul P Panepinto,,,,,,,0,3,3,1,1,1,2,2,4,1,1,0,0,2,3,2
Helen Gym,,,,,,,,0,231,182,189,165,79,62,14,10,3,6,2,6,3,2
Derek S Green,,,,,,,,,0,192,185,166,65,50,15,11,4,9,3,5,4,2
Blondell Reynolds Brown,,,,,,,,,,0,178,141,26,33,12,2,4,5,2,3,1,2
William K Greenlee,,,,,,,,,,,0,141,33,38,8,2,3,2,3,3,1,2
Allan Domb,,,,,,,,,,,,0,37,12,8,13,7,8,2,1,2,2
Andrew C Stober,,,,,,,,,,,,,0,30,3,11,2,3,1,4,1,2
Kristin Combs,,,,,,,,,,,,,,0,4,0,1,0,1,7,4,2
David Oh,,,,,,,,,,,,,,,1,7,10,9,8,2,3,2
Terry Tracy,,,,,,,,,,,,,,,,0,10,10,7,0,0,2
Al Taubenberger,,,,,,,,,,,,,,,,,0,10,8,1,0,2
Dennis M O Brien,,,,,,,,,,,,,,,,,,0,7,0,0,2
Daniel Tinney,,,,,,,,,,,,,,,,,,,0,0,0,2
John Staggs,,,,,,,,,,,,,,,,,,,,0,1,2
Sheila E Armstrong,,,,,,,,,,,,,,,,,,,,,0,2
Total,314,308,307,24,13,9,6,278,269,215,212,196,94,67,32,24,18,18,12,9,7,2
