col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,Justice Of The Supreme Court,,,,,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,1
,Kevin M Dougherty,David Wecht,Christine Donohue,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Mia Roberts Perez,Ken Powell,Tracy B Roman,Kai Scott,Michael Fanning,Abbe Fletman,Lyris Younge,Chris Mallios,Scott Diclaudio,Stephanie M Sawyer,Daine Grey Jr,Rainy Papademetriou,Vincent Furlong,1
Kevin M Dougherty,2,40,38,2,0,0,1,37,37,37,32,32,31,30,29,29,30,28,28,3,1
David Wecht,,3,37,3,1,0,0,34,35,35,34,29,32,31,30,29,30,29,29,3,1
Christine Donohue,,,0,0,0,0,0,35,35,32,32,29,31,30,29,28,30,28,28,1,1
Judy Olson,,,,0,13,12,0,1,2,1,1,1,1,2,1,1,0,1,1,12,1
Anne Covey,,,,,0,12,0,1,2,1,1,1,1,2,1,1,0,1,1,11,1
Mike George,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,10,1
Paul P Panepinto,,,,,,,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
Mia Roberts Perez,,,,,,,,0,35,34,34,30,33,32,30,29,30,30,30,1,1
Ken Powell,,,,,,,,,0,35,32,30,32,31,29,29,29,28,28,2,1
Tracy B Roman,,,,,,,,,,0,33,30,33,32,30,30,30,29,29,1,1
Kai Scott,,,,,,,,,,,0,29,33,32,30,29,30,30,30,1,1
Michael Fanning,,,,,,,,,,,,0,29,29,30,31,29,29,29,2,1
Abbe Fletman,,,,,,,,,,,,,0,32,29,29,29,29,29,1,1
Lyris Younge,,,,,,,,,,,,,,0,29,29,28,29,29,2,1
Chris Mallios,,,,,,,,,,,,,,,0,30,30,30,30,1,1
Scott Diclaudio,,,,,,,,,,,,,,,,0,29,29,29,2,1
Stephanie M Sawyer,,,,,,,,,,,,,,,,,0,29,29,0,1
Daine Grey Jr,,,,,,,,,,,,,,,,,,0,30,1,1
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,0,1,1
Vincent Furlong,,,,,,,,,,,,,,,,,,,,0,1
Total,56,49,43,15,13,12,1,43,42,41,35,34,33,33,31,31,31,30,30,14,1
,Justice Of The Supreme Court,,,,,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,2
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Mia Roberts Perez,Ken Powell,Tracy B Roman,Kai Scott,Abbe Fletman,Stephanie M Sawyer,Chris Mallios,Lyris Younge,Rainy Papademetriou,Michael Fanning,Daine Grey Jr,Scott Diclaudio,Vincent Furlong,2
Kevin M Dougherty,7,31,29,2,0,1,0,33,35,32,30,31,26,27,29,27,26,26,24,3,2
Christine Donohue,,2,31,5,1,0,1,31,30,31,30,29,29,27,27,28,26,26,24,4,2
David Wecht,,,1,4,0,0,0,30,29,28,29,28,27,28,27,26,25,25,25,5,2
Judy Olson,,,,1,10,9,0,6,3,5,4,4,6,5,3,3,3,3,4,13,2
Anne Covey,,,,,0,9,1,1,1,1,1,1,1,1,1,1,1,1,1,9,2
Mike George,,,,,,0,0,1,1,1,1,1,1,1,1,0,1,1,1,8,2
Paul P Panepinto,,,,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
Mia Roberts Perez,,,,,,,,0,31,33,32,33,29,31,31,28,27,28,27,5,2
Ken Powell,,,,,,,,,0,32,32,31,27,27,30,27,27,26,25,3,2
Tracy B Roman,,,,,,,,,,0,32,32,30,29,30,28,27,27,27,5,2
Kai Scott,,,,,,,,,,,0,32,29,28,31,28,28,27,26,5,2
Abbe Fletman,,,,,,,,,,,,0,28,29,31,28,27,28,26,4,2
Stephanie M Sawyer,,,,,,,,,,,,,0,29,26,28,27,27,27,6,2
Chris Mallios,,,,,,,,,,,,,,0,27,28,27,28,27,5,2
Lyris Younge,,,,,,,,,,,,,,,0,26,26,26,26,4,2
Rainy Papademetriou,,,,,,,,,,,,,,,,0,27,27,25,3,2
Michael Fanning,,,,,,,,,,,,,,,,,0,26,25,3,2
Daine Grey Jr,,,,,,,,,,,,,,,,,,0,25,3,2
Scott Diclaudio,,,,,,,,,,,,,,,,,,,0,5,2
Vincent Furlong,,,,,,,,,,,,,,,,,,,,0,2
Total,49,41,34,18,11,10,2,39,38,37,34,33,32,31,31,30,29,28,27,15,2
,Justice Of The Supreme Court,,,,,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,3
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Mia Roberts Perez,Tracy B Roman,Ken Powell,Kai Scott,Abbe Fletman,Stephanie M Sawyer,Lyris Younge,Chris Mallios,Michael Fanning,Daine Grey Jr,Rainy Papademetriou,Scott Diclaudio,Vincent Furlong,3
Kevin M Dougherty,8,32,26,1,1,1,0,30,29,29,27,24,24,23,20,21,19,19,20,4,3
Christine Donohue,,0,30,3,2,1,1,29,32,30,31,28,27,26,24,24,22,22,22,6,3
David Wecht,,,0,2,1,0,1,26,28,27,29,27,22,25,22,22,21,21,21,4,3
Judy Olson,,,,0,4,4,0,1,2,1,2,2,1,1,1,1,1,1,1,4,3
Anne Covey,,,,,0,4,0,1,1,2,1,1,2,1,1,2,1,1,0,5,3
Mike George,,,,,,0,0,0,1,0,0,0,1,0,1,0,0,0,0,4,3
Paul P Panepinto,,,,,,,0,0,1,0,1,0,1,0,1,1,0,0,1,1,3
Mia Roberts Perez,,,,,,,,3,28,27,28,27,23,26,22,22,22,22,20,1,3
Tracy B Roman,,,,,,,,,0,26,29,28,25,26,24,23,22,22,21,3,3
Ken Powell,,,,,,,,,,0,27,26,23,25,21,22,21,21,20,3,3
Kai Scott,,,,,,,,,,,0,27,24,25,22,23,21,21,21,3,3
Abbe Fletman,,,,,,,,,,,,0,21,26,22,21,22,22,20,1,3
Stephanie M Sawyer,,,,,,,,,,,,,0,21,23,24,21,21,22,4,3
Lyris Younge,,,,,,,,,,,,,,0,22,21,22,22,20,1,3
Chris Mallios,,,,,,,,,,,,,,,0,22,22,22,21,3,3
Michael Fanning,,,,,,,,,,,,,,,,0,21,21,21,3,3
Daine Grey Jr,,,,,,,,,,,,,,,,,0,22,20,1,3
Rainy Papademetriou,,,,,,,,,,,,,,,,,,0,20,1,3
Scott Diclaudio,,,,,,,,,,,,,,,,,,,0,1,3
Vincent Furlong,,,,,,,,,,,,,,,,,,,,0,3
Total,51,39,30,8,6,5,1,37,34,33,32,28,28,26,24,24,22,22,22,10,3
,Justice Of The Supreme Court,,,,,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,4
,Kevin M Dougherty,Christine Donohue,David Wecht,Anne Covey,Judy Olson,Mike George,Paul P Panepinto,Mia Roberts Perez,Tracy B Roman,Kai Scott,Abbe Fletman,Ken Powell,Lyris Younge,Scott Diclaudio,Chris Mallios,Michael Fanning,Stephanie M Sawyer,Daine Grey Jr,Rainy Papademetriou,Vincent Furlong,4
Kevin M Dougherty,6,41,39,1,0,0,1,39,39,37,38,37,36,35,34,34,34,33,31,2,4
Christine Donohue,,0,39,1,0,0,0,38,39,38,38,36,36,33,34,34,34,33,31,3,4
David Wecht,,,0,1,1,0,0,35,36,36,36,35,35,34,33,33,33,33,31,2,4
Anne Covey,,,,0,13,9,0,3,1,2,2,1,1,1,2,2,2,0,1,8,4
Judy Olson,,,,,0,9,0,3,1,1,1,1,1,1,1,1,1,0,1,8,4
Mike George,,,,,,0,0,3,1,1,1,1,1,1,1,1,1,0,1,7,4
Paul P Panepinto,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
Mia Roberts Perez,,,,,,,,0,39,36,37,37,36,33,33,33,33,32,31,3,4
Tracy B Roman,,,,,,,,,1,37,38,38,37,35,34,34,34,33,32,3,4
Kai Scott,,,,,,,,,,0,38,37,37,34,34,34,34,32,32,2,4
Abbe Fletman,,,,,,,,,,,0,37,37,34,35,35,35,33,32,3,4
Ken Powell,,,,,,,,,,,,0,37,33,33,33,33,32,32,2,4
Lyris Younge,,,,,,,,,,,,,0,33,33,33,33,32,32,2,4
Scott Diclaudio,,,,,,,,,,,,,,0,34,34,34,33,32,3,4
Chris Mallios,,,,,,,,,,,,,,,0,35,35,33,32,3,4
Michael Fanning,,,,,,,,,,,,,,,,0,35,33,32,3,4
Stephanie M Sawyer,,,,,,,,,,,,,,,,,0,33,32,3,4
Daine Grey Jr,,,,,,,,,,,,,,,,,,0,31,2,4
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,0,1,4
Vincent Furlong,,,,,,,,,,,,,,,,,,,,0,4
Total,52,46,41,14,13,10,1,44,43,40,39,38,37,37,35,35,35,33,32,12,4
,Justice Of The Supreme Court,,,,,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,5
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,Ken Powell,Mia Roberts Perez,Kai Scott,Lyris Younge,Abbe Fletman,Tracy B Roman,Michael Fanning,Chris Mallios,Daine Grey Jr,Rainy Papademetriou,Scott Diclaudio,Stephanie M Sawyer,Vincent Furlong,5
