col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Justice Of The Supreme Court,,,,,,,Register Of Wills,,All
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Ronald R Donatucci,Ross Feinberg,All
Kevin M Dougherty,"19,877","144,382","142,635","4,997","2,921","2,447","2,492","149,711","12,191",All
Christine Donohue,,"2,556","145,813","7,104","1,632","1,437","2,546","130,503","11,446",All
David Wecht,,,"2,901","5,754","1,076","1,477","2,067","128,269","10,659",All
Judy Olson,,,,414,"16,489","15,581",912,"5,329","18,719",All
Anne Covey,,,,,176,"14,288",547,"2,612","14,973",All
Mike George,,,,,,298,622,"2,332","15,154",All
Paul P Panepinto,,,,,,,231,"2,703","1,926",All
Ronald R Donatucci,,,,,,,,"1,267",0,All
Ross Feinberg,,,,,,,,,386,All
Total,"200,177","162,612","159,722","27,590","19,518","19,441","5,559","164,767","32,502",All
