col_1,col_2,col_3,col_4,col_5,col_6,division
,City Commissioners,,,Register Of Wills,,1
,Lisa M Deeley,Anthony Clark,Al Schmidt,Ronald R Donatucci,Ross Feinberg,1
Lisa M Deeley,8,146,22,163,14,1
Anthony Clark,,11,0,142,8,1
Al Schmidt,,,2,10,18,1
Ronald R Donatucci,,,,9,0,1
Ross Feinberg,,,,,7,1
Total,196,166,36,181,33,1
,City Commissioners,,,Register Of Wills,,2
,Lisa M Deeley,Anthony Clark,Al Schmidt,Ronald R Donatucci,Ross Feinberg,2
Lisa M Deeley,6,138,15,142,12,2
Anthony Clark,,6,3,140,6,2
Al Schmidt,,,1,6,13,2
Ronald R Donatucci,,,,4,0,2
Ross Feinberg,,,,,4,2
Total,169,158,25,158,23,2
,Register Of Wills,,City Commissioners,,,3
,Ronald R Donatucci,Ross Feinberg,Lisa M Deeley,Anthony Clark,Al Schmidt,3
Ronald R Donatucci,6,0,143,139,7,3
Ross Feinberg,,1,8,6,3,3
Lisa M Deeley,,,2,130,11,3
Anthony Clark,,,,8,0,3
Al Schmidt,,,,,1,3
Total,167,12,160,157,14,3
,City Commissioners,,,Register Of Wills,,4
,Anthony Clark,Lisa M Deeley,Al Schmidt,Ronald R Donatucci,Ross Feinberg,4
Anthony Clark,11,88,0,91,2,4
Lisa M Deeley,,3,4,91,3,4
Al Schmidt,,,0,2,4,4
Ronald R Donatucci,,,,1,0,4
Ross Feinberg,,,,,0,4
Total,106,100,7,99,6,4
,City Commissioners,,,Register Of Wills,,5
,Anthony Clark,Lisa M Deeley,Al Schmidt,Ronald R Donatucci,Ross Feinberg,5
Anthony Clark,9,111,1,114,1,5
Lisa M Deeley,,2,1,105,2,5
Al Schmidt,,,0,1,2,5
Ronald R Donatucci,,,,2,0,5
Ross Feinberg,,,,,0,5
Total,134,119,3,121,3,5
,City Commissioners,,,Register Of Wills,,6
,Anthony Clark,Lisa M Deeley,Al Schmidt,Ronald R Donatucci,Ross Feinberg,6
Anthony Clark,5,113,0,128,2,6
Lisa M Deeley,,6,0,114,1,6
Al Schmidt,,,0,0,0,6
Ronald R Donatucci,,,,4,0,6
Ross Feinberg,,,,,0,6
Total,136,122,0,135,2,6
,City Commissioners,,,Register Of Wills,,7
,Lisa M Deeley,Anthony Clark,Al Schmidt,Ronald R Donatucci,Ross Feinberg,7
Lisa M Deeley,14,113,10,122,8,7
Anthony Clark,,7,2,119,6,7
Al Schmidt,,,0,9,6,7
Ronald R Donatucci,,,,4,0,7
Ross Feinberg,,,,,3,7
Total,147,133,17,140,15,7
,City Commissioners,,,Register Of Wills,,8
,Lisa M Deeley,Anthony Clark,Al Schmidt,Ronald R Donatucci,Ross Feinberg,8
Lisa M Deeley,5,116,8,118,13,8
Anthony Clark,,4,1,113,8,8
Al Schmidt,,,0,4,16,8
Ronald R Donatucci,,,,2,0,8
Ross Feinberg,,,,,3,8
Total,143,131,21,131,28,8
,City Commissioners,,,Register Of Wills,,9
,Lisa M Deeley,Anthony Clark,Al Schmidt,Ronald R Donatucci,Ross Feinberg,9
Lisa M Deeley,7,112,18,122,10,9
Anthony Clark,,3,5,114,7,9
Al Schmidt,,,0,9,7,9
Ronald R Donatucci,,,,2,0,9
Ross Feinberg,,,,,1,9
Total,148,127,24,133,14,9
,Register Of Wills,,City Commissioners,,,10
,Ronald R Donatucci,Ross Feinberg,Anthony Clark,Lisa M Deeley,Al Schmidt,10
Ronald R Donatucci,3,0,112,105,4,10
Ross Feinberg,,1,4,4,9,10
Anthony Clark,,,4,99,2,10
Lisa M Deeley,,,,1,7,10
Al Schmidt,,,,,0,10
Total,124,12,121,112,14,10
,City Commissioners,,,Register Of Wills,,11
,Anthony Clark,Lisa M Deeley,Al Schmidt,Ronald R Donatucci,Ross Feinberg,11
Anthony Clark,3,160,1,165,1,11
Lisa M Deeley,,2,1,162,1,11
Al Schmidt,,,0,2,8,11
Ronald R Donatucci,,,,1,0,11
Ross Feinberg,,,,,0,11
Total,171,167,10,171,9,11
,City Commissioners,,,Register Of Wills,,12
,Anthony Clark,Lisa M Deeley,Al Schmidt,Ronald R Donatucci,Ross Feinberg,12
Anthony Clark,10,126,1,133,1,12
Lisa M Deeley,,1,2,124,1,12
Al Schmidt,,,1,2,2,12
