col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,District Council 1st District,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,All
,Mark F Squilla,Ken Powell,Mia Roberts Perez,Abbe Fletman,Kai Scott,Tracy B Roman,Stephanie M Sawyer,Michael Fanning,Lyris Younge,Chris Mallios,Daine Grey Jr,Rainy Papademetriou,Scott Diclaudio,Vincent Furlong,All
Mark F Squilla,186,"1,351","1,333","1,315","1,312","1,312","1,219","1,200","1,223","1,167","1,145","1,131","1,098",294,All
Ken Powell,,7,"1,264","1,284","1,268","1,237","1,155","1,156","1,212","1,128","1,134","1,099","1,083",177,All
Mia Roberts Perez,,,10,"1,293","1,276","1,254","1,170","1,126","1,222","1,137","1,142","1,135","1,066",168,All
Abbe Fletman,,,,3,"1,303","1,244","1,155","1,136","1,219","1,158","1,137","1,121","1,071",163,All
Kai Scott,,,,,3,"1,221","1,139","1,129","1,200","1,160","1,127","1,126","1,056",165,All
Tracy B Roman,,,,,,7,"1,138","1,116","1,224","1,100","1,105","1,071","1,086",185,All
Stephanie M Sawyer,,,,,,,5,"1,153","1,086","1,140","1,149","1,119","1,082",199,All
Michael Fanning,,,,,,,,12,"1,083","1,151","1,133","1,097","1,093",191,All
Lyris Younge,,,,,,,,,2,"1,069","1,082","1,049","1,057",147,All
Chris Mallios,,,,,,,,,,1,"1,127","1,107","1,069",166,All
Daine Grey Jr,,,,,,,,,,,1,"1,098","1,069",175,All
Rainy Papademetriou,,,,,,,,,,,,4,"1,040",145,All
Scott Diclaudio,,,,,,,,,,,,,10,157,All
Vincent Furlong,,,,,,,,,,,,,,160,All
Total,"1,918","1,425","1,407","1,394","1,388","1,367","1,284","1,283","1,271","1,240","1,205","1,195","1,160",484,All
,District Council 1st District,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,1
,Mark F Squilla,Mia Roberts Perez,Abbe Fletman,Kai Scott,Ken Powell,Stephanie M Sawyer,Daine Grey Jr,Chris Mallios,Rainy Papademetriou,Tracy B Roman,Lyris Younge,Michael Fanning,Scott Diclaudio,Vincent Furlong,1
Mark F Squilla,12,70,70,70,70,66,65,64,64,65,64,63,58,11,1
Mia Roberts Perez,,1,66,65,64,63,61,61,63,62,62,61,56,5,1
Abbe Fletman,,,0,68,65,62,60,63,61,63,63,62,57,4,1
Kai Scott,,,,0,65,60,59,63,62,62,62,62,58,5,1
Ken Powell,,,,,0,61,62,62,61,61,61,61,58,8,1
Stephanie M Sawyer,,,,,,0,62,62,62,59,60,62,58,6,1
Daine Grey Jr,,,,,,,0,61,61,57,57,61,56,6,1
Chris Mallios,,,,,,,,0,62,57,58,63,59,5,1
Rainy Papademetriou,,,,,,,,,0,57,58,63,58,5,1
Tracy B Roman,,,,,,,,,,0,62,57,57,5,1
Lyris Younge,,,,,,,,,,,0,58,56,4,1
