col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Judge Of The Municipal Court,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,All
,Christine Hope,Sharon Williams Losier,Joffie C Pittman,Ken Powell,Tracy B Roman,Mia Roberts Perez,Kai Scott,Abbe Fletman,Lyris Younge,Stephanie M Sawyer,Michael Fanning,Scott Diclaudio,Chris Mallios,Daine Grey Jr,Rainy Papademetriou,Vincent Furlong,All
Christine Hope,44,703,692,753,751,723,682,681,673,634,613,586,572,577,553,468,All
Sharon Williams Losier,,8,699,705,682,657,645,647,642,575,565,552,544,544,532,170,All
Joffie C Pittman,,,4,671,666,662,648,661,645,576,563,543,549,544,540,164,All
Ken Powell,,,,10,720,691,690,695,683,591,604,573,580,568,550,171,All
Tracy B Roman,,,,,7,718,695,698,697,596,585,574,565,567,555,172,All
Mia Roberts Perez,,,,,,7,682,688,672,590,566,553,556,569,557,152,All
Kai Scott,,,,,,,4,687,673,569,572,546,555,558,551,146,All
Abbe Fletman,,,,,,,,4,682,574,576,551,557,562,559,146,All
Lyris Younge,,,,,,,,,3,557,556,546,546,548,544,140,All
Stephanie M Sawyer,,,,,,,,,,2,598,574,578,584,570,177,All
Michael Fanning,,,,,,,,,,,5,574,578,576,561,170,All
Scott Diclaudio,,,,,,,,,,,,2,561,551,542,161,All
Chris Mallios,,,,,,,,,,,,,2,555,543,158,All
Daine Grey Jr,,,,,,,,,,,,,,1,558,150,All
Rainy Papademetriou,,,,,,,,,,,,,,,1,132,All
Vincent Furlong,,,,,,,,,,,,,,,,66,All
Total,"1,279",815,780,879,834,817,760,754,737,689,685,632,629,628,608,578,All
,Judge Of The Municipal Court,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,1
,Christine Hope,Sharon Williams Losier,Joffie C Pittman,Ken Powell,Mia Roberts Perez,Tracy B Roman,Abbe Fletman,Kai Scott,Stephanie M Sawyer,Michael Fanning,Scott Diclaudio,Vincent Furlong,Daine Grey Jr,Lyris Younge,Chris Mallios,Rainy Papademetriou,1
Christine Hope,4,44,40,45,42,40,38,35,38,36,35,28,32,34,31,30,1
Sharon Williams Losier,,0,39,41,36,40,35,35,32,31,33,15,29,33,29,30,1
Joffie C Pittman,,,0,37,37,35,36,34,30,29,28,11,28,32,30,29,1
Ken Powell,,,,1,37,39,37,37,31,33,34,18,30,34,33,30,1
Mia Roberts Perez,,,,,1,35,38,34,33,29,27,10,32,32,29,30,1
Tracy B Roman,,,,,,0,36,34,30,31,32,13,28,35,29,29,1
Abbe Fletman,,,,,,,0,35,30,30,29,10,30,33,29,31,1
Kai Scott,,,,,,,,1,29,29,28,9,27,32,28,28,1
Stephanie M Sawyer,,,,,,,,,0,33,29,11,30,27,30,30,1
Michael Fanning,,,,,,,,,,0,33,13,29,28,31,29,1
Scott Diclaudio,,,,,,,,,,,0,13,28,28,30,28,1
Vincent Furlong,,,,,,,,,,,,6,9,9,10,9,1
Daine Grey Jr,,,,,,,,,,,,,0,27,27,31,1
Lyris Younge,,,,,,,,,,,,,,0,26,28,1
Chris Mallios,,,,,,,,,,,,,,,0,27,1
Rainy Papademetriou,,,,,,,,,,,,,,,,0,1
Total,80,50,43,54,47,44,41,41,40,39,39,39,35,35,34,33,1
,Judge Of The Municipal Court,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,2
,Christine Hope,Sharon Williams Losier,Joffie C Pittman,Ken Powell,Tracy B Roman,Lyris Younge,Kai Scott,Mia Roberts Perez,Michael Fanning,Abbe Fletman,Stephanie M Sawyer,Chris Mallios,Rainy Papademetriou,Scott Diclaudio,Daine Grey Jr,Vincent Furlong,2
Christine Hope,1,24,23,23,26,26,25,24,22,22,21,18,18,18,18,10,2
Sharon Williams Losier,,0,21,24,24,23,23,22,21,22,18,17,17,18,18,3,2
Joffie C Pittman,,,0,21,22,23,22,22,17,21,17,16,17,17,17,1,2
Ken Powell,,,,2,23,23,23,23,22,21,19,18,18,18,18,1,2
Tracy B Roman,,,,,0,24,24,23,20,22,17,17,17,18,18,3,2
Lyris Younge,,,,,,0,25,24,20,22,18,18,18,17,18,2,2
Kai Scott,,,,,,,0,24,20,22,18,18,18,17,18,2,2
Mia Roberts Perez,,,,,,,,0,19,22,19,17,19,17,18,2,2
Michael Fanning,,,,,,,,,0,17,19,19,18,19,18,3,2
Abbe Fletman,,,,,,,,,,0,16,15,16,16,17,0,2
Stephanie M Sawyer,,,,,,,,,,,0,17,19,17,17,2,2
Chris Mallios,,,,,,,,,,,,0,17,17,16,2,2
Rainy Papademetriou,,,,,,,,,,,,,0,17,17,2,2
Scott Diclaudio,,,,,,,,,,,,,,0,17,2,2
Daine Grey Jr,,,,,,,,,,,,,,,0,1,2
Vincent Furlong,,,,,,,,,,,,,,,,1,2
Total,40,27,23,30,27,26,25,25,25,23,23,19,19,19,18,12,2
,Judge Of The Municipal Court,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,3
,Christine Hope,Joffie C Pittman,Sharon Williams Losier,Ken Powell,Mia Roberts Perez,Tracy B Roman,Abbe Fletman,Kai Scott,Michael Fanning,Stephanie M Sawyer,Lyris Younge,Chris Mallios,Daine Grey Jr,Rainy Papademetriou,Vincent Furlong,Scott Diclaudio,3
Christine Hope,2,60,60,64,63,65,61,60,61,57,57,53,54,52,48,52,3
Joffie C Pittman,,2,61,59,55,55,57,55,56,53,54,50,51,48,16,49,3
Sharon Williams Losier,,,0,60,54,55,55,53,55,52,54,51,51,48,16,49,3
Ken Powell,,,,0,65,64,65,65,63,56,61,59,57,56,22,55,3
Mia Roberts Perez,,,,,0,66,67,64,57,58,60,54,56,54,19,52,3
Tracy B Roman,,,,,,1,67,64,59,57,62,53,55,54,20,52,3
Abbe Fletman,,,,,,,0,64,60,56,62,55,55,56,18,52,3
Kai Scott,,,,,,,,0,59,53,59,52,54,54,19,50,3
Michael Fanning,,,,,,,,,0,58,54,59,57,57,20,55,3
Stephanie M Sawyer,,,,,,,,,,0,50,56,56,54,19,52,3
Lyris Younge,,,,,,,,,,,0,51,52,50,16,51,3
Chris Mallios,,,,,,,,,,,,0,54,53,19,53,3
Daine Grey Jr,,,,,,,,,,,,,0,55,18,53,3
Rainy Papademetriou,,,,,,,,,,,,,,0,16,50,3
Vincent Furlong,,,,,,,,,,,,,,,6,16,3
Scott Diclaudio,,,,,,,,,,,,,,,,0,3
Total,110,71,69,77,76,74,71,71,70,67,65,62,61,59,58,57,3
,Judge Of The Municipal Court,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,4
,Christine Hope,Joffie C Pittman,Sharon Williams Losier,Ken Powell,Tracy B Roman,Mia Roberts Perez,Abbe Fletman,Kai Scott,Lyris Younge,Stephanie M Sawyer,Michael Fanning,Rainy Papademetriou,Daine Grey Jr,Chris Mallios,Scott Diclaudio,Vincent Furlong,4
Christine Hope,0,42,40,45,44,43,40,41,40,40,38,36,36,34,33,26,4
Joffie C Pittman,,1,40,37,40,38,38,38,38,36,34,34,34,33,32,9,4
Sharon Williams Losier,,,0,39,40,38,39,39,37,37,35,34,35,32,32,9,4
Ken Powell,,,,0,45,43,43,44,41,38,39,36,37,34,34,10,4
Tracy B Roman,,,,,0,44,44,45,42,40,39,37,38,34,35,10,4
Mia Roberts Perez,,,,,,0,43,43,41,36,37,35,36,33,33,10,4
Abbe Fletman,,,,,,,0,45,42,39,38,38,38,35,35,11,4
Kai Scott,,,,,,,,0,42,39,38,38,39,34,35,11,4
Lyris Younge,,,,,,,,,0,35,35,36,35,33,32,9,4
Stephanie M Sawyer,,,,,,,,,,0,40,39,39,35,36,11,4
Michael Fanning,,,,,,,,,,,1,38,38,35,36,10,4
Rainy Papademetriou,,,,,,,,,,,,0,38,35,35,11,4
Daine Grey Jr,,,,,,,,,,,,,0,34,35,11,4
Chris Mallios,,,,,,,,,,,,,,0,33,10,4
Scott Diclaudio,,,,,,,,,,,,,,,0,7,4
Vincent Furlong,,,,,,,,,,,,,,,,1,4
Total,68,44,43,50,48,47,46,46,44,44,42,41,39,38,36,30,4
,Judge Of The Municipal Court,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,5
,Christine Hope,Sharon Williams Losier,Joffie C Pittman,Tracy B Roman,Vincent Furlong,Ken Powell,Mia Roberts Perez,Kai Scott,Michael Fanning,Abbe Fletman,Scott Diclaudio,Stephanie M Sawyer,Chris Mallios,Lyris Younge,Daine Grey Jr,Rainy Papademetriou,5
Christine Hope,6,38,35,46,41,41,40,39,37,34,34,38,36,36,35,30,5
Sharon Williams Losier,,0,33,34,13,33,31,32,29,30,30,33,30,30,30,27,5
Joffie C Pittman,,,1,31,11,32,29,31,28,30,26,28,28,29,27,24,5
Tracy B Roman,,,,1,14,36,37,37,33,32,32,34,33,34,31,29,5
Vincent Furlong,,,,,4,12,11,10,14,9,13,16,13,9,13,9,5
Ken Powell,,,,,,1,34,36,34,35,31,34,34,34,32,29,5
Mia Roberts Perez,,,,,,,1,35,31,33,30,31,30,33,31,28,5
Kai Scott,,,,,,,,0,32,34,30,32,34,36,32,28,5
Michael Fanning,,,,,,,,,1,31,35,34,34,30,32,30,5
Abbe Fletman,,,,,,,,,,2,29,30,30,33,32,28,5
Scott Diclaudio,,,,,,,,,,,1,34,31,28,31,28,5
Stephanie M Sawyer,,,,,,,,,,,,0,34,30,34,30,5
Chris Mallios,,,,,,,,,,,,,0,30,32,30,5
Lyris Younge,,,,,,,,,,,,,,0,31,26,5
Daine Grey Jr,,,,,,,,,,,,,,,0,30,5
Rainy Papademetriou,,,,,,,,,,,,,,,,0,5
Total,92,40,38,49,45,44,43,42,42,39,39,39,38,38,37,32,5
,Judge Of The Municipal Court,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,6
,Christine Hope,Joffie C Pittman,Sharon Williams Losier,Ken Powell,Tracy B Roman,Stephanie M Sawyer,Abbe Fletman,Kai Scott,Vincent Furlong,Michael Fanning,Lyris Younge,Chris Mallios,Scott Diclaudio,Mia Roberts Perez,Daine Grey Jr,Rainy Papademetriou,6
Christine Hope,6,36,36,38,38,35,34,33,33,30,30,27,29,27,24,20,6
Joffie C Pittman,,0,35,33,29,33,31,30,13,28,25,27,28,25,25,22,6
Sharon Williams Losier,,,1,33,30,30,30,30,13,26,28,25,27,25,23,20,6
Ken Powell,,,,0,36,30,37,36,11,29,32,28,24,30,26,21,6
Tracy B Roman,,,,,1,27,34,32,11,23,33,25,24,28,23,20,6
Stephanie M Sawyer,,,,,,1,29,28,15,30,23,29,28,23,27,23,6
Abbe Fletman,,,,,,,0,35,10,26,32,27,25,30,24,23,6
Kai Scott,,,,,,,,0,10,26,31,28,24,29,25,22,6
Vincent Furlong,,,,,,,,,1,11,7,10,12,5,8,4,6
Michael Fanning,,,,,,,,,,0,21,27,25,22,26,21,6
Lyris Younge,,,,,,,,,,,0,23,22,27,21,19,6
Chris Mallios,,,,,,,,,,,,0,26,23,26,22,6
Scott Diclaudio,,,,,,,,,,,,,0,21,23,20,6
Mia Roberts Perez,,,,,,,,,,,,,,0,22,20,6
Daine Grey Jr,,,,,,,,,,,,,,,0,21,6
Rainy Papademetriou,,,,,,,,,,,,,,,,0,6
Total,76,41,41,47,44,41,39,37,37,34,33,31,31,30,27,23,6
,Judge Of The Municipal Court,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,7
,Christine Hope,Joffie C Pittman,Sharon Williams Losier,Vincent Furlong,Michael Fanning,Kai Scott,Tracy B Roman,Abbe Fletman,Ken Powell,Chris Mallios,Mia Roberts Perez,Scott Diclaudio,Daine Grey Jr,Lyris Younge,Rainy Papademetriou,Stephanie M Sawyer,7
Christine Hope,2,29,29,39,30,30,36,33,30,27,29,29,28,29,24,25,7
Joffie C Pittman,,0,30,14,30,31,29,32,29,30,30,27,30,29,27,29,7
Sharon Williams Losier,,,1,15,27,26,28,27,26,27,25,26,26,26,23,25,7
Vincent Furlong,,,,22,18,16,15,15,15,17,14,16,15,14,11,13,7
Michael Fanning,,,,,1,33,30,32,32,33,30,30,32,29,29,31,7
Kai Scott,,,,,,1,33,35,32,31,32,29,32,31,28,28,7
Tracy B Roman,,,,,,,0,34,32,29,30,31,30,32,26,28,7
Abbe Fletman,,,,,,,,1,31,30,32,28,32,32,27,29,7
Ken Powell,,,,,,,,,0,29,30,30,29,29,25,27,7
Chris Mallios,,,,,,,,,,1,30,29,32,28,27,29,7
Mia Roberts Perez,,,,,,,,,,,0,27,31,28,24,27,7
Scott Diclaudio,,,,,,,,,,,,0,28,27,26,27,7
Daine Grey Jr,,,,,,,,,,,,,0,27,27,29,7
Lyris Younge,,,,,,,,,,,,,,0,24,27,7
Rainy Papademetriou,,,,,,,,,,,,,,,0,26,7
Stephanie M Sawyer,,,,,,,,,,,,,,,,0,7
Total,68,36,34,67,44,40,40,39,37,36,36,36,35,34,32,32,7
,Judge Of The Municipal Court,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,8
,Christine Hope,Sharon Williams Losier,Joffie C Pittman,Ken Powell,Mia Roberts Perez,Michael Fanning,Vincent Furlong,Abbe Fletman,Lyris Younge,Chris Mallios,Daine Grey Jr,Stephanie M Sawyer,Tracy B Roman,Scott Diclaudio,Rainy Papademetriou,Kai Scott,8
Christine Hope,1,34,35,42,35,36,37,32,33,33,33,34,31,32,30,27,8
Sharon Williams Losier,,0,37,36,36,32,12,33,34,29,30,30,33,31,30,26,8
Joffie C Pittman,,,0,35,34,31,12,33,33,29,30,30,31,29,30,27,8
Ken Powell,,,,0,38,36,10,37,37,33,32,34,34,32,31,29,8
Mia Roberts Perez,,,,,0,33,12,37,37,31,33,33,34,32,32,30,8
Michael Fanning,,,,,,1,14,34,33,37,34,35,31,34,32,27,8
Vincent Furlong,,,,,,,4,11,11,14,11,11,10,13,10,7,8
Abbe Fletman,,,,,,,,0,37,32,31,31,34,31,32,30,8
Lyris Younge,,,,,,,,,1,31,31,31,34,32,32,30,8
Chris Mallios,,,,,,,,,,1,32,33,29,32,30,27,8
Daine Grey Jr,,,,,,,,,,,0,34,28,30,32,26,8
Stephanie M Sawyer,,,,,,,,,,,,0,29,31,31,26,8
Tracy B Roman,,,,,,,,,,,,,1,29,28,27,8
Scott Diclaudio,,,,,,,,,,,,,,0,31,25,8
Rainy Papademetriou,,,,,,,,,,,,,,,1,26,8
Kai Scott,,,,,,,,,,,,,,,,1,8
Total,73,42,39,48,44,43,43,40,40,38,38,38,38,36,35,32,8
,Judge Of The Municipal Court,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,9
,Christine Hope,Sharon Williams Losier,Joffie C Pittman,Ken Powell,Mia Roberts Perez,Tracy B Roman,Scott Diclaudio,Kai Scott,Lyris Younge,Stephanie M Sawyer,Abbe Fletman,Chris Mallios,Daine Grey Jr,Rainy Papademetriou,Michael Fanning,Vincent Furlong,9
Christine Hope,1,22,21,27,25,25,24,23,22,22,21,21,20,20,19,12,9
Sharon Williams Losier,,0,20,21,23,22,19,20,20,20,18,19,18,18,19,2,9
Joffie C Pittman,,,0,21,21,21,20,21,20,20,19,20,19,19,18,1,9
Ken Powell,,,,1,24,25,23,23,22,21,21,21,20,20,19,2,9
