col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,District Council 9th District,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,All
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Ken Powell,Mia Roberts Perez,Tracy B Roman,Kai Scott,Lyris Younge,Abbe Fletman,Stephanie M Sawyer,Daine Grey Jr,Michael Fanning,Scott Diclaudio,Chris Mallios,Rainy Papademetriou,Vincent Furlong,All
Cherelle Parker,16,0,0,631,623,612,611,612,593,532,524,515,511,510,512,26,All
Kevin Strickland,,4,0,15,16,15,13,12,13,15,12,15,14,13,9,34,All
Bobbie T Curry,,,1,0,2,1,1,2,1,2,2,1,0,1,3,2,All
Ken Powell,,,,8,609,618,613,607,603,535,527,528,522,522,518,38,All
Mia Roberts Perez,,,,,3,622,619,619,606,536,534,526,520,523,525,38,All
Tracy B Roman,,,,,,5,619,618,609,542,537,531,525,527,526,37,All
Kai Scott,,,,,,,3,620,608,535,535,530,522,525,524,34,All
Lyris Younge,,,,,,,,2,612,537,535,528,521,523,524,33,All
Abbe Fletman,,,,,,,,,1,532,528,526,520,522,521,34,All
Stephanie M Sawyer,,,,,,,,,,2,545,540,533,536,535,40,All
Daine Grey Jr,,,,,,,,,,,0,539,531,532,532,35,All
Michael Fanning,,,,,,,,,,,,0,532,533,528,36,All
Scott Diclaudio,,,,,,,,,,,,,1,527,524,35,All
Chris Mallios,,,,,,,,,,,,,,1,525,34,All
Rainy Papademetriou,,,,,,,,,,,,,,,0,31,All
Vincent Furlong,,,,,,,,,,,,,,,,1,All
Total,728,43,5,675,669,660,648,647,629,571,556,550,543,542,542,67,All
,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,District Council 9th District,,,12
,Ken Powell,Lyris Younge,Mia Roberts Perez,Tracy B Roman,Abbe Fletman,Kai Scott,Daine Grey Jr,Michael Fanning,Rainy Papademetriou,Stephanie M Sawyer,Chris Mallios,Scott Diclaudio,Vincent Furlong,Cherelle Parker,Bobbie T Curry,Kevin Strickland,12
Ken Powell,0,54,53,53,54,53,48,48,48,48,47,47,4,53,0,1,12
Lyris Younge,,0,54,54,55,55,50,49,49,49,47,48,3,54,1,0,12
Mia Roberts Perez,,,0,53,53,53,50,50,49,49,48,48,4,52,1,1,12
Tracy B Roman,,,,1,54,54,48,47,48,48,47,47,3,52,0,0,12
Abbe Fletman,,,,,0,54,49,48,48,49,47,48,3,53,0,0,12
Kai Scott,,,,,,0,49,48,49,48,47,47,3,52,1,0,12
Daine Grey Jr,,,,,,,0,50,50,50,48,49,3,49,1,0,12
Michael Fanning,,,,,,,,0,49,49,48,48,3,48,1,1,12
Rainy Papademetriou,,,,,,,,,0,49,48,48,3,48,1,0,12
Stephanie M Sawyer,,,,,,,,,,0,48,49,3,49,0,0,12
Chris Mallios,,,,,,,,,,,0,47,3,47,0,1,12
Scott Diclaudio,,,,,,,,,,,,0,2,48,0,0,12
Vincent Furlong,,,,,,,,,,,,,0,3,0,1,12
Cherelle Parker,,,,,,,,,,,,,,1,0,0,12
Bobbie T Curry,,,,,,,,,,,,,,,0,0,12
Kevin Strickland,,,,,,,,,,,,,,,,0,12
Total,57,57,56,56,55,55,51,51,51,50,49,49,4,56,1,1,12
,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,District Council 9th District,,,15
,Mia Roberts Perez,Tracy B Roman,Kai Scott,Ken Powell,Lyris Younge,Abbe Fletman,Daine Grey Jr,Stephanie M Sawyer,Scott Diclaudio,Chris Mallios,Michael Fanning,Rainy Papademetriou,Vincent Furlong,Cherelle Parker,Kevin Strickland,Bobbie T Curry,15
Mia Roberts Perez,0,116,114,113,114,112,105,105,103,103,103,103,8,111,4,0,15
Tracy B Roman,,2,111,111,111,111,104,103,102,103,103,101,7,107,2,0,15
Kai Scott,,,2,111,112,110,105,102,101,101,101,99,6,109,2,0,15
Ken Powell,,,,2,110,109,102,100,100,101,101,98,5,108,2,0,15
Lyris Younge,,,,,1,112,103,102,102,101,101,100,7,108,2,0,15
Abbe Fletman,,,,,,0,102,101,102,101,101,99,6,107,2,0,15
Daine Grey Jr,,,,,,,0,103,102,102,102,100,6,100,2,0,15
Stephanie M Sawyer,,,,,,,,0,102,101,101,101,7,98,3,0,15
Scott Diclaudio,,,,,,,,,0,102,102,100,7,97,3,0,15
Chris Mallios,,,,,,,,,,0,103,100,5,96,2,0,15
Michael Fanning,,,,,,,,,,,0,100,5,96,2,0,15
Rainy Papademetriou,,,,,,,,,,,,0,5,96,2,0,15
Vincent Furlong,,,,,,,,,,,,,0,6,6,1,15
Cherelle Parker,,,,,,,,,,,,,,1,0,0,15
Kevin Strickland,,,,,,,,,,,,,,,0,0,15
Bobbie T Curry,,,,,,,,,,,,,,,,0,15
Total,123,119,118,117,116,113,106,105,104,103,103,103,14,118,8,1,15
,District Council 9th District,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,16
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Ken Powell,Mia Roberts Perez,Lyris Younge,Tracy B Roman,Abbe Fletman,Kai Scott,Stephanie M Sawyer,Daine Grey Jr,Chris Mallios,Michael Fanning,Rainy Papademetriou,Scott Diclaudio,Vincent Furlong,16
Cherelle Parker,2,0,0,75,72,72,72,70,71,65,64,64,64,64,63,6,16
Kevin Strickland,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,16
Bobbie T Curry,,,0,0,1,1,1,1,0,1,1,0,0,1,0,0,16
Ken Powell,,,,0,69,71,69,71,70,65,64,65,65,64,64,7,16
Mia Roberts Perez,,,,,1,71,71,70,70,66,66,65,65,65,64,6,16
Lyris Younge,,,,,,0,71,72,73,66,66,66,66,66,65,6,16
Tracy B Roman,,,,,,,0,70,70,66,66,65,65,65,64,6,16
Abbe Fletman,,,,,,,,0,70,66,65,65,65,65,64,5,16
Kai Scott,,,,,,,,,0,65,65,66,66,65,65,6,16
Stephanie M Sawyer,,,,,,,,,,0,66,64,64,65,63,4,16
Daine Grey Jr,,,,,,,,,,,0,64,64,65,63,4,16
Chris Mallios,,,,,,,,,,,,0,65,64,65,6,16
Michael Fanning,,,,,,,,,,,,,0,64,64,5,16
Rainy Papademetriou,,,,,,,,,,,,,,0,63,5,16
Scott Diclaudio,,,,,,,,,,,,,,,0,5,16
Vincent Furlong,,,,,,,,,,,,,,,,1,16
Total,86,2,1,77,76,75,75,73,73,68,67,66,66,66,65,9,16
,District Council 9th District,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,18
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Ken Powell,Mia Roberts Perez,Kai Scott,Tracy B Roman,Abbe Fletman,Lyris Younge,Daine Grey Jr,Michael Fanning,Stephanie M Sawyer,Scott Diclaudio,Chris Mallios,Rainy Papademetriou,Vincent Furlong,18
Cherelle Parker,4,0,0,109,110,107,105,102,102,88,85,86,85,83,84,4,18
Kevin Strickland,,2,0,5,5,5,5,6,4,4,5,4,4,4,3,8,18
Bobbie T Curry,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Ken Powell,,,,2,109,112,110,108,107,90,89,88,88,87,87,9,18
Mia Roberts Perez,,,,,0,112,110,108,109,92,89,90,87,88,87,9,18
Kai Scott,,,,,,0,112,108,109,92,90,90,88,88,88,9,18
Tracy B Roman,,,,,,,0,107,108,91,89,88,88,87,87,8,18
Abbe Fletman,,,,,,,,1,105,88,88,87,86,86,85,10,18
Lyris Younge,,,,,,,,,0,89,87,87,85,86,85,7,18
Daine Grey Jr,,,,,,,,,,0,91,90,89,89,89,9,18
Michael Fanning,,,,,,,,,,,0,90,89,88,88,10,18
Stephanie M Sawyer,,,,,,,,,,,,0,88,89,88,10,18
Scott Diclaudio,,,,,,,,,,,,,1,87,87,8,18
Chris Mallios,,,,,,,,,,,,,,0,87,9,18
Rainy Papademetriou,,,,,,,,,,,,,,,0,7,18
Vincent Furlong,,,,,,,,,,,,,,,,0,18
Total,125,11,1,119,118,115,113,112,109,94,93,93,92,89,89,14,18
,District Council 9th District,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,19
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Tracy B Roman,Ken Powell,Lyris Younge,Mia Roberts Perez,Kai Scott,Stephanie M Sawyer,Abbe Fletman,Daine Grey Jr,Chris Mallios,Michael Fanning,Rainy Papademetriou,Scott Diclaudio,Vincent Furlong,19
Cherelle Parker,5,0,0,88,90,85,86,84,77,77,73,73,72,71,71,2,19
Kevin Strickland,,1,0,1,1,0,0,0,1,0,0,0,0,0,0,4,19
Bobbie T Curry,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
Tracy B Roman,,,,2,84,83,80,83,79,78,76,74,74,73,73,4,19
Ken Powell,,,,,0,77,76,80,76,74,73,72,72,71,71,4,19
Lyris Younge,,,,,,1,78,80,75,76,73,71,70,71,70,1,19
Mia Roberts Perez,,,,,,,0,78,69,73,68,67,65,68,66,2,19
Kai Scott,,,,,,,,0,74,77,72,72,72,71,71,2,19
