col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Justice Of The Supreme Court,,,,,,,Register Of Wills,,All
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Ronald R Donatucci,Ross Feinberg,All
Kevin M Dougherty,563,"3,168","3,138",47,34,26,44,"3,472",146,All
Christine Donohue,,53,"3,166",80,13,14,57,"2,932",155,All
David Wecht,,,48,63,10,14,46,"2,902",142,All
Judy Olson,,,,3,104,97,11,57,129,All
Anne Covey,,,,,6,87,6,27,93,All
Mike George,,,,,,3,5,23,91,All
Paul P Panepinto,,,,,,,3,47,34,All
Ronald R Donatucci,,,,,,,,38,0,All
Ross Feinberg,,,,,,,,,1,All
Total,"4,531","3,483","3,435",214,138,129,96,"3,764",291,All
,Justice Of The Supreme Court,,,,,,,Register Of Wills,,1
,Kevin M Dougherty,David Wecht,Christine Donohue,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,Ronald R Donatucci,Ross Feinberg,1
Kevin M Dougherty,14,86,85,3,2,2,0,104,3,1
David Wecht,,2,87,2,1,0,1,78,4,1
Christine Donohue,,,1,1,0,0,1,77,3,1
Judy Olson,,,,0,3,3,0,3,2,1
Mike George,,,,,0,1,0,1,3,1
Anne Covey,,,,,,0,0,1,1,1
Paul P Panepinto,,,,,,,0,0,1,1
Ronald R Donatucci,,,,,,,,0,0,1
Ross Feinberg,,,,,,,,,0,1
Total,132,94,91,6,4,3,1,110,6,1
,Justice Of The Supreme Court,,,,,,,Register Of Wills,,2
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,Ronald R Donatucci,Ross Feinberg,2
Kevin M Dougherty,7,86,81,3,2,1,2,81,10,2
Christine Donohue,,0,84,2,0,0,3,74,8,2
David Wecht,,,0,2,0,0,3,68,10,2
Judy Olson,,,,0,4,3,0,2,5,2
Mike George,,,,,0,4,0,1,4,2
Anne Covey,,,,,,0,0,1,3,2
Paul P Panepinto,,,,,,,0,1,2,2
Ronald R Donatucci,,,,,,,,1,0,2
Ross Feinberg,,,,,,,,,0,2
Total,109,93,87,7,5,4,4,86,16,2
,Justice Of The Supreme Court,,,,,,,Register Of Wills,,3
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Ronald R Donatucci,Ross Feinberg,3
Kevin M Dougherty,20,79,79,0,0,0,1,86,3,3
Christine Donohue,,2,79,2,0,0,2,76,5,3
David Wecht,,,0,1,0,0,1,73,4,3
Judy Olson,,,,0,3,3,0,1,4,3
Anne Covey,,,,,0,4,1,1,3,3
Mike George,,,,,,0,1,1,3,3
Paul P Panepinto,,,,,,,0,1,2,3
Ronald R Donatucci,,,,,,,,0,0,3
Ross Feinberg,,,,,,,,,0,3
Total,118,91,85,5,4,4,3,97,9,3
,Justice Of The Supreme Court,,,,,,,Register Of Wills,,4
,Kevin M Dougherty,Christine Donohue,David Wecht,Anne Covey,Judy Olson,Paul P Panepinto,Mike George,Ronald R Donatucci,Ross Feinberg,4
Kevin M Dougherty,5,50,50,0,0,0,0,57,1,4
Christine Donohue,,0,51,1,1,1,0,51,2,4
David Wecht,,,0,0,0,1,0,48,1,4
Anne Covey,,,,0,2,0,0,2,0,4
Judy Olson,,,,,0,0,0,2,0,4
Paul P Panepinto,,,,,,0,0,1,0,4
Mike George,,,,,,,0,0,0,4
Ronald R Donatucci,,,,,,,,0,0,4
Ross Feinberg,,,,,,,,,0,4
Total,65,55,51,2,2,1,0,62,2,4
,Justice Of The Supreme Court,,,,,,,Register Of Wills,,5
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Paul P Panepinto,Anne Covey,Mike George,Ronald R Donatucci,Ross Feinberg,5
Kevin M Dougherty,13,107,108,1,0,1,0,122,0,5
Christine Donohue,,6,111,2,1,0,0,108,3,5
David Wecht,,,1,3,1,1,0,108,3,5
Judy Olson,,,,0,1,0,1,1,3,5
Paul P Panepinto,,,,,0,0,1,0,3,5
Anne Covey,,,,,,0,0,1,0,5
Mike George,,,,,,,0,0,1,5
Ronald R Donatucci,,,,,,,,0,0,5
Ross Feinberg,,,,,,,,,0,5
Total,140,123,117,4,3,1,1,129,5,5
,Justice Of The Supreme Court,,,,,,,Register Of Wills,,6
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Ronald R Donatucci,Ross Feinberg,6
Kevin M Dougherty,8,111,110,2,1,0,0,104,6,6
Christine Donohue,,4,117,3,0,0,0,103,5,6
David Wecht,,,0,2,0,1,0,101,5,6
Judy Olson,,,,0,1,0,0,2,2,6
Anne Covey,,,,,0,0,0,0,1,6
Mike George,,,,,,0,0,0,0,6
Paul P Panepinto,,,,,,,1,0,0,6
Ronald R Donatucci,,,,,,,,2,0,6
Ross Feinberg,,,,,,,,,0,6
Total,127,125,120,4,1,1,1,111,8,6
,Justice Of The Supreme Court,,,,,,,Register Of Wills,,7
,Kevin M Dougherty,Christine Donohue,David Wecht,Anne Covey,Paul P Panepinto,Judy Olson,Mike George,Ronald R Donatucci,Ross Feinberg,7
Kevin M Dougherty,10,99,97,1,1,0,0,106,4,7
Christine Donohue,,0,103,2,2,0,0,96,3,7
David Wecht,,,1,1,2,0,0,93,2,7
Anne Covey,,,,1,0,0,0,1,1,7
Paul P Panepinto,,,,,0,0,0,3,0,7
Judy Olson,,,,,,0,0,0,0,7
Mike George,,,,,,,0,0,0,7
Ronald R Donatucci,,,,,,,,1,0,7
Ross Feinberg,,,,,,,,,0,7
Total,130,110,108,3,3,0,0,118,4,7
,Justice Of The Supreme Court,,,,,,,Register Of Wills,,8
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Paul P Panepinto,Mike George,Anne Covey,Ronald R Donatucci,Ross Feinberg,8
Kevin M Dougherty,13,80,77,0,1,1,0,81,3,8
Christine Donohue,,1,78,3,2,1,0,69,2,8
David Wecht,,,0,3,1,0,0,69,3,8
Judy Olson,,,,0,0,0,0,2,0,8
Paul P Panepinto,,,,,0,0,0,1,0,8
Mike George,,,,,,0,0,1,0,8
Anne Covey,,,,,,,0,0,0,8
Ronald R Donatucci,,,,,,,,0,0,8
Ross Feinberg,,,,,,,,,0,8
Total,110,87,84,3,2,1,0,86,4,8
,Justice Of The Supreme Court,,,,,,,Register Of Wills,,9
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Paul P Panepinto,Mike George,Anne Covey,Ronald R Donatucci,Ross Feinberg,9
Kevin M Dougherty,9,87,85,1,1,0,0,88,4,9
Christine Donohue,,1,84,3,3,1,0,80,7,9
David Wecht,,,3,0,2,0,0,79,4,9
Judy Olson,,,,0,1,2,1,0,4,9
Paul P Panepinto,,,,,0,0,0,2,1,9
Mike George,,,,,,0,1,0,2,9
Anne Covey,,,,,,,0,0,1,9
Ronald R Donatucci,,,,,,,,1,0,9
Ross Feinberg,,,,,,,,,0,9
Total,110,95,93,4,4,2,1,95,8,9
,Justice Of The Supreme Court,,,,,,,Register Of Wills,,10
,Kevin M Dougherty,Christine Donohue,David Wecht,Anne Covey,Judy Olson,Mike George,Paul P Panepinto,Ronald R Donatucci,Ross Feinberg,10
Kevin M Dougherty,13,90,81,2,1,0,3,103,4,10
Christine Donohue,,2,81,1,1,0,3,87,3,10
David Wecht,,,0,0,1,0,0,80,3,10
Anne Covey,,,,1,4,3,0,2,3,10
Judy Olson,,,,,1,3,0,1,3,10
Mike George,,,,,,0,0,0,3,10
Paul P Panepinto,,,,,,,0,3,0,10
Ronald R Donatucci,,,,,,,,1,0,10
Ross Feinberg,,,,,,,,,0,10
Total,128,100,89,6,6,3,3,115,7,10
,Justice Of The Supreme Court,,,,,,,Register Of Wills,,11
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Ronald R Donatucci,Ross Feinberg,11
Kevin M Dougherty,16,90,91,1,0,0,0,100,2,11
Christine Donohue,,1,91,4,2,0,1,86,5,11
David Wecht,,,1,2,0,1,1,86,3,11
Judy Olson,,,,0,4,3,0,2,4,11
Anne Covey,,,,,0,2,0,0,4,11
Mike George,,,,,,0,0,0,2,11
Paul P Panepinto,,,,,,,0,0,1,11
Ronald R Donatucci,,,,,,,,2,0,11
Ross Feinberg,,,,,,,,,0,11
Total,128,101,100,7,4,3,1,113,7,11
,Justice Of The Supreme Court,,,,,,,Register Of Wills,,12
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Ronald R Donatucci,Ross Feinberg,12
Kevin M Dougherty,6,62,59,0,0,0,0,64,2,12
Christine Donohue,,1,60,1,0,0,0,61,2,12
David Wecht,,,1,1,0,0,0,61,1,12
Judy Olson,,,,0,1,1,0,1,1,12
Anne Covey,,,,,0,1,0,0,1,12
Mike George,,,,,,0,0,0,1,12
Paul P Panepinto,,,,,,,0,0,0,12
Ronald R Donatucci,,,,,,,,1,0,12
Ross Feinberg,,,,,,,,,0,12
Total,74,67,66,2,1,1,0,72,3,12
,Justice Of The Supreme Court,,,,,,,Register Of Wills,,13
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Ronald R Donatucci,Ross Feinberg,13
Kevin M Dougherty,20,74,73,2,0,0,0,90,1,13
Christine Donohue,,1,73,1,0,0,0,71,1,13
David Wecht,,,1,0,0,0,0,72,1,13
Judy Olson,,,,0,0,0,0,1,0,13
Anne Covey,,,,,0,0,0,0,0,13
Mike George,,,,,,0,0,0,0,13
Paul P Panepinto,,,,,,,0,0,0,13
Ronald R Donatucci,,,,,,,,0,0,13
Ross Feinberg,,,,,,,,,0,13
Total,117,78,78,2,0,0,0,96,1,13
,Justice Of The Supreme Court,,,,,,,Register Of Wills,,14
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,Ronald R Donatucci,Ross Feinberg,14
Kevin M Dougherty,21,35,32,2,2,2,0,46,3,14
Christine Donohue,,1,28,2,0,1,0,30,1,14
David Wecht,,,0,1,0,0,0,28,1,14
Judy Olson,,,,0,9,8,0,2,9,14
Mike George,,,,,0,9,0,0,11,14
Anne Covey,,,,,,0,0,1,9,14
Paul P Panepinto,,,,,,,0,0,0,14
Ronald R Donatucci,,,,,,,,1,0,14
Ross Feinberg,,,,,,,,,0,14
Total,81,39,34,12,11,10,0,51,12,14
,Justice Of The Supreme Court,,,,,,,Register Of Wills,,15
,Kevin M Dougherty,Christine Donohue,David Wecht,Anne Covey,Judy Olson,Mike George,Paul P Panepinto,Ronald R Donatucci,Ross Feinberg,15
Kevin M Dougherty,25,73,67,2,0,0,1,84,1,15
Christine Donohue,,3,65,0,0,0,0,71,0,15
David Wecht,,,1,0,0,0,0,62,0,15
Anne Covey,,,,1,2,2,1,1,2,15
Judy Olson,,,,,0,2,0,0,1,15
Mike George,,,,,,0,0,0,1,15
Paul P Panepinto,,,,,,,0,1,0,15
Ronald R Donatucci,,,,,,,,0,0,15
Ross Feinberg,,,,,,,,,0,15
Total,121,83,71,5,2,2,1,92,2,15
,Justice Of The Supreme Court,,,,,,,Register Of Wills,,16
,Kevin M Dougherty,David Wecht,Christine Donohue,Anne Covey,Judy Olson,Mike George,Paul P Panepinto,Ronald R Donatucci,Ross Feinberg,16
Kevin M Dougherty,9,89,86,1,1,0,0,97,0,16
David Wecht,,0,86,0,0,0,0,86,0,16
Christine Donohue,,,3,0,0,0,0,85,0,16
Anne Covey,,,,1,3,2,0,1,1,16
Judy Olson,,,,,0,2,0,1,1,16
Mike George,,,,,,0,0,0,1,16
Paul P Panepinto,,,,,,,0,0,0,16
Ronald R Donatucci,,,,,,,,1,0,16
Ross Feinberg,,,,,,,,,0,16
Total,114,94,93,4,3,2,0,105,1,16
,Justice Of The Supreme Court,,,,,,,Register Of Wills,,17
