col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Council At Large,,,,,,,,,,,,,,Judge Of The Municipal Court,,,All
,Blondell Reynolds Brown,Derek S Green,William K Greenlee,Allan Domb,Helen Gym,David Oh,Dennis M O Brien,Terry Tracy,Daniel Tinney,Al Taubenberger,Sheila E Armstrong,Kristin Combs,Andrew C Stober,John Staggs,Christine Hope,Sharon Williams Losier,Joffie C Pittman,All
Blondell Reynolds Brown,180,"4,872","4,803","4,539","4,547",474,80,67,45,39,50,42,24,8,"4,805","4,798","4,756",All
Derek S Green,,72,"4,690","4,500","4,471",405,79,72,40,34,34,37,26,6,"4,737","4,757","4,677",All
William K Greenlee,,,26,"4,427","4,444",406,72,47,29,33,36,22,20,3,"4,616","4,618","4,588",All
Allan Domb,,,,49,"4,357",253,38,53,36,35,25,25,20,2,"4,444","4,452","4,420",All
Helen Gym,,,,,11,274,50,64,26,36,45,45,28,8,"4,449","4,451","4,432",All
David Oh,,,,,,16,104,87,68,60,26,18,12,7,510,475,462,All
Dennis M O Brien,,,,,,,3,55,51,43,6,4,4,0,128,91,97,All
Terry Tracy,,,,,,,,1,55,43,11,3,3,0,124,79,89,All
Daniel Tinney,,,,,,,,,12,43,7,2,1,0,90,59,61,All
Al Taubenberger,,,,,,,,,,0,8,5,3,1,85,53,61,All
Sheila E Armstrong,,,,,,,,,,,0,26,12,10,64,63,57,All
Kristin Combs,,,,,,,,,,,,5,17,7,47,47,49,All
Andrew C Stober,,,,,,,,,,,,,1,9,35,33,38,All
John Staggs,,,,,,,,,,,,,,0,8,11,12,All
Christine Hope,,,,,,,,,,,,,,,37,"4,790","4,762",All
Sharon Williams Losier,,,,,,,,,,,,,,,,36,"4,790",All
Joffie C Pittman,,,,,,,,,,,,,,,,,24,All
Total,"5,675","5,426","5,070","4,916","4,846",673,166,155,128,106,83,77,47,16,"5,364","5,283","5,155",All
,Council At Large,,,,,,,,,,,,,,Judge Of The Municipal Court,,,1
,Blondell Reynolds Brown,Derek S Green,William K Greenlee,Helen Gym,Allan Domb,David Oh,Terry Tracy,Al Taubenberger,Andrew C Stober,Daniel Tinney,Dennis M O Brien,Kristin Combs,John Staggs,Sheila E Armstrong,Christine Hope,Sharon Williams Losier,Joffie C Pittman,1
Blondell Reynolds Brown,3,140,132,134,129,8,2,0,2,1,1,1,0,0,139,133,133,1
Derek S Green,,6,135,132,130,7,2,0,2,0,1,2,0,0,138,134,131,1
William K Greenlee,,,0,129,129,4,1,1,2,0,1,0,1,0,134,129,128,1
Helen Gym,,,,1,126,4,2,0,2,1,0,1,0,0,130,128,129,1
Allan Domb,,,,,1,5,0,0,0,1,1,0,0,0,125,126,126,1
David Oh,,,,,,1,3,2,0,3,2,1,0,0,7,6,8,1
Terry Tracy,,,,,,,0,2,0,2,2,0,0,0,4,1,1,1
Al Taubenberger,,,,,,,,0,1,2,2,0,1,0,2,0,1,1
Andrew C Stober,,,,,,,,,0,0,0,1,1,0,3,2,3,1
Daniel Tinney,,,,,,,,,,0,2,0,0,0,2,0,1,1
Dennis M O Brien,,,,,,,,,,,0,0,0,0,1,1,0,1
Kristin Combs,,,,,,,,,,,,0,0,0,1,1,2,1
John Staggs,,,,,,,,,,,,,0,0,1,0,1,1
Sheila E Armstrong,,,,,,,,,,,,,,0,0,0,0,1
Christine Hope,,,,,,,,,,,,,,,2,131,133,1
Sharon Williams Losier,,,,,,,,,,,,,,,,1,132,1
Joffie C Pittman,,,,,,,,,,,,,,,,,0,1
Total,159,159,143,141,139,13,5,3,3,3,3,2,1,0,159,147,142,1
,Council At Large,,,,,,,,,,,,,,Judge Of The Municipal Court,,,2
,Blondell Reynolds Brown,Derek S Green,Allan Domb,William K Greenlee,Helen Gym,David Oh,Al Taubenberger,Terry Tracy,Daniel Tinney,Kristin Combs,Andrew C Stober,Dennis M O Brien,Sheila E Armstrong,John Staggs,Christine Hope,Joffie C Pittman,Sharon Williams Losier,2
Blondell Reynolds Brown,7,189,180,186,172,17,4,1,2,1,1,1,1,0,182,185,179,2
Derek S Green,,0,176,180,167,10,4,2,0,1,1,1,1,0,177,180,177,2
Allan Domb,,,4,172,169,13,2,3,1,2,2,1,1,0,175,173,174,2
William K Greenlee,,,,0,171,17,7,3,1,0,0,1,0,0,177,177,177,2
Helen Gym,,,,,0,15,6,2,1,1,2,0,1,0,168,168,166,2
David Oh,,,,,,1,7,4,3,2,1,1,0,0,25,20,18,2
Al Taubenberger,,,,,,,0,3,2,0,0,1,0,0,8,8,5,2
Terry Tracy,,,,,,,,0,1,0,0,1,0,0,5,4,4,2
Daniel Tinney,,,,,,,,,1,0,0,1,0,0,3,2,1,2
Kristin Combs,,,,,,,,,,0,1,0,1,0,2,2,2,2
Andrew C Stober,,,,,,,,,,,0,0,0,0,2,2,2,2
Dennis M O Brien,,,,,,,,,,,,0,0,0,2,1,1,2
Sheila E Armstrong,,,,,,,,,,,,,0,0,2,1,1,2
John Staggs,,,,,,,,,,,,,,0,0,0,0,2
Christine Hope,,,,,,,,,,,,,,,3,181,180,2
Joffie C Pittman,,,,,,,,,,,,,,,,2,180,2
Sharon Williams Losier,,,,,,,,,,,,,,,,,2,2
Total,222,210,198,195,184,30,10,5,4,3,2,2,2,0,208,202,198,2
,Council At Large,,,,,,,,,,,,,,Judge Of The Municipal Court,,,3
,Blondell Reynolds Brown,Derek S Green,William K Greenlee,Allan Domb,Helen Gym,David Oh,Terry Tracy,Dennis M O Brien,Sheila E Armstrong,Al Taubenberger,Andrew C Stober,Daniel Tinney,Kristin Combs,John Staggs,Sharon Williams Losier,Joffie C Pittman,Christine Hope,3
Blondell Reynolds Brown,7,176,171,161,159,15,3,1,2,2,1,0,1,0,174,175,173,3
Derek S Green,,1,168,161,157,12,5,2,1,2,2,1,0,1,170,172,169,3
William K Greenlee,,,0,156,155,11,3,2,2,3,1,1,2,0,163,167,165,3
Allan Domb,,,,3,151,5,1,2,0,1,1,0,0,0,153,161,155,3
Helen Gym,,,,,1,7,2,0,2,1,0,0,1,0,152,155,151,3
David Oh,,,,,,1,4,1,1,0,0,1,1,0,14,13,15,3
Terry Tracy,,,,,,,0,2,0,1,0,2,0,0,5,5,5,3
Dennis M O Brien,,,,,,,,0,0,0,0,2,0,0,2,2,3,3
Sheila E Armstrong,,,,,,,,,0,1,1,0,2,1,3,1,1,3
Al Taubenberger,,,,,,,,,,0,0,0,1,0,3,2,2,3
Andrew C Stober,,,,,,,,,,,0,0,0,1,1,1,1,3
Daniel Tinney,,,,,,,,,,,,0,0,0,1,1,2,3
Kristin Combs,,,,,,,,,,,,,0,0,2,1,1,3
John Staggs,,,,,,,,,,,,,,0,0,0,0,3
Sharon Williams Losier,,,,,,,,,,,,,,,3,168,165,3
Joffie C Pittman,,,,,,,,,,,,,,,,1,169,3
Christine Hope,,,,,,,,,,,,,,,,,0,3
Total,207,196,177,175,168,18,6,4,4,3,2,2,2,1,190,188,186,3
,Council At Large,,,,,,,,,,,,,,Judge Of The Municipal Court,,,4
,Derek S Green,Blondell Reynolds Brown,William K Greenlee,Allan Domb,Helen Gym,David Oh,Sheila E Armstrong,Daniel Tinney,Dennis M O Brien,Kristin Combs,Terry Tracy,Al Taubenberger,John Staggs,Andrew C Stober,Sharon Williams Losier,Christine Hope,Joffie C Pittman,4
Derek S Green,2,166,166,162,159,7,3,2,2,2,2,0,0,1,169,165,165,4
Blondell Reynolds Brown,,2,165,156,157,9,5,3,2,4,1,0,2,0,165,163,160,4
William K Greenlee,,,0,156,157,5,4,2,1,1,1,0,0,1,161,158,157,4
Allan Domb,,,,2,155,6,3,2,2,1,1,1,0,1,156,156,155,4
Helen Gym,,,,,0,6,5,0,1,2,1,0,1,1,158,154,156,4
David Oh,,,,,,0,3,2,3,1,2,1,2,0,8,8,7,4
Sheila E Armstrong,,,,,,,0,1,0,1,1,0,2,0,6,6,5,4
Daniel Tinney,,,,,,,,0,1,0,2,2,0,0,2,3,1,4
Dennis M O Brien,,,,,,,,,0,0,2,1,0,0,3,3,3,4
Kristin Combs,,,,,,,,,,0,0,0,1,0,4,3,3,4
Terry Tracy,,,,,,,,,,,0,1,0,0,2,4,2,4
Al Taubenberger,,,,,,,,,,,,0,0,0,0,1,0,4
John Staggs,,,,,,,,,,,,,0,0,2,1,1,4
Andrew C Stober,,,,,,,,,,,,,,0,1,1,1,4
Sharon Williams Losier,,,,,,,,,,,,,,,1,162,165,4
Christine Hope,,,,,,,,,,,,,,,,0,163,4
Joffie C Pittman,,,,,,,,,,,,,,,,,0,4
Total,187,184,173,171,167,13,7,6,5,4,4,2,2,1,183,178,174,4
,Council At Large,,,,,,,,,,,,,,Judge Of The Municipal Court,,,5
,Blondell Reynolds Brown,Derek S Green,William K Greenlee,Allan Domb,Helen Gym,David Oh,Daniel Tinney,Dennis M O Brien,Terry Tracy,Kristin Combs,Al Taubenberger,Andrew C Stober,Sheila E Armstrong,John Staggs,Sharon Williams Losier,Christine Hope,Joffie C Pittman,5
Blondell Reynolds Brown,7,176,161,155,155,16,2,4,4,1,1,2,1,0,165,166,159,5
Derek S Green,,1,160,155,153,12,0,5,2,2,1,2,2,0,167,165,158,5
William K Greenlee,,,2,149,147,10,0,5,1,1,0,2,2,0,154,155,151,5
Allan Domb,,,,5,146,9,2,0,3,2,2,2,1,0,148,149,145,5
Helen Gym,,,,,0,7,2,2,3,5,2,3,2,0,146,146,146,5
David Oh,,,,,,1,3,4,2,1,1,1,0,0,16,15,15,5
Daniel Tinney,,,,,,,3,1,4,2,2,1,1,0,2,3,2,5
Dennis M O Brien,,,,,,,,0,1,0,1,0,0,0,3,6,3,5
Terry Tracy,,,,,,,,,0,1,2,0,1,0,3,4,3,5
Kristin Combs,,,,,,,,,,0,2,2,2,0,2,1,4,5
Al Taubenberger,,,,,,,,,,,0,1,1,0,0,2,1,5
Andrew C Stober,,,,,,,,,,,,0,0,0,3,2,4,5
Sheila E Armstrong,,,,,,,,,,,,,0,0,1,2,1,5
John Staggs,,,,,,,,,,,,,,0,0,0,0,5
Sharon Williams Losier,,,,,,,,,,,,,,,1,160,159,5
Christine Hope,,,,,,,,,,,,,,,,1,154,5
Joffie C Pittman,,,,,,,,,,,,,,,,,1,5
Total,204,197,170,168,163,23,10,7,7,6,4,4,4,0,181,180,171,5
,Council At Large,,,,,,,,,,,,,,Judge Of The Municipal Court,,,6
,Blondell Reynolds Brown,Derek S Green,William K Greenlee,Allan Domb,Helen Gym,David Oh,Terry Tracy,Dennis M O Brien,Al Taubenberger,Daniel Tinney,Andrew C Stober,Kristin Combs,Sheila E Armstrong,John Staggs,Christine Hope,Sharon Williams Losier,Joffie C Pittman,6
Blondell Reynolds Brown,6,108,110,106,95,15,4,1,1,0,1,0,1,0,103,106,101,6
Derek S Green,,2,104,102,94,12,1,2,1,1,1,0,0,0,106,107,104,6
William K Greenlee,,,0,102,93,13,2,3,1,0,0,1,0,0,100,103,101,6
Allan Domb,,,,1,97,13,5,2,2,1,0,0,1,0,98,99,99,6
Helen Gym,,,,,1,6,5,4,1,1,0,1,1,0,97,93,94,6
David Oh,,,,,,0,1,2,0,0,0,0,0,0,13,15,12,6
Terry Tracy,,,,,,,0,1,1,0,0,1,1,0,1,2,2,6
Dennis M O Brien,,,,,,,,0,0,0,0,1,0,0,3,2,4,6
Al Taubenberger,,,,,,,,,0,0,0,0,0,0,1,1,1,6
Daniel Tinney,,,,,,,,,,0,0,0,0,0,2,1,1,6
Andrew C Stober,,,,,,,,,,,0,0,0,0,0,0,0,6
Kristin Combs,,,,,,,,,,,,0,0,0,0,0,1,6
Sheila E Armstrong,,,,,,,,,,,,,0,0,0,0,0,6
John Staggs,,,,,,,,,,,,,,0,0,0,0,6
Christine Hope,,,,,,,,,,,,,,,1,101,104,6
Sharon Williams Losier,,,,,,,,,,,,,,,,1,102,6
Joffie C Pittman,,,,,,,,,,,,,,,,,1,6
Total,140,128,118,117,109,19,6,4,2,2,1,1,1,0,123,123,113,6
,Council At Large,,,,,,,,,,,,,,Judge Of The Municipal Court,,,7
,Blondell Reynolds Brown,Derek S Green,William K Greenlee,Allan Domb,Helen Gym,David Oh,Dennis M O Brien,Sheila E Armstrong,Terry Tracy,Al Taubenberger,Daniel Tinney,Kristin Combs,Andrew C Stober,John Staggs,Sharon Williams Losier,Joffie C Pittman,Christine Hope,7
Blondell Reynolds Brown,9,211,201,192,184,20,8,3,3,2,3,1,0,0,208,203,194,7
Derek S Green,,1,194,188,175,15,7,3,3,2,2,1,0,0,194,196,186,7
William K Greenlee,,,0,184,177,12,5,2,1,2,1,0,1,0,192,189,183,7
Allan Domb,,,,2,173,10,2,2,1,2,1,1,0,0,185,184,176,7
Helen Gym,,,,,0,7,1,3,1,0,0,1,0,0,178,177,167,7
David Oh,,,,,,1,8,2,3,3,1,0,1,0,16,16,17,7
Dennis M O Brien,,,,,,,0,2,2,1,1,1,0,0,7,6,9,7
Sheila E Armstrong,,,,,,,,0,2,1,0,2,1,0,6,6,6,7
Terry Tracy,,,,,,,,,0,1,1,1,0,0,2,2,5,7
Al Taubenberger,,,,,,,,,,0,1,0,1,0,3,3,4,7
Daniel Tinney,,,,,,,,,,,0,0,0,0,1,1,3,7
Kristin Combs,,,,,,,,,,,,0,0,0,2,2,2,7
Andrew C Stober,,,,,,,,,,,,,0,0,1,1,1,7
John Staggs,,,,,,,,,,,,,,0,0,0,0,7
Sharon Williams Losier,,,,,,,,,,,,,,,0,199,188,7
Joffie C Pittman,,,,,,,,,,,,,,,,1,190,7
Christine Hope,,,,,,,,,,,,,,,,,1,7
Total,248,221,205,200,186,26,10,6,5,4,4,2,1,0,216,213,207,7
,Council At Large,,,,,,,,,,,,,,Judge Of The Municipal Court,,,8
,Blondell Reynolds Brown,Derek S Green,William K Greenlee,Helen Gym,Allan Domb,David Oh,Terry Tracy,Daniel Tinney,Al Taubenberger,Andrew C Stober,Dennis M O Brien,Sheila E Armstrong,John Staggs,Kristin Combs,Christine Hope,Sharon Williams Losier,Joffie C Pittman,8
Blondell Reynolds Brown,8,148,148,132,109,50,2,1,1,2,1,1,0,0,151,148,141,8
Derek S Green,,6,143,127,106,46,4,0,0,1,1,0,0,0,143,142,138,8
William K Greenlee,,,1,130,107,51,4,1,1,2,0,1,0,0,145,147,143,8
Helen Gym,,,,0,101,36,2,0,0,2,0,0,0,0,133,131,128,8
Allan Domb,,,,,3,19,4,0,0,0,0,0,0,0,109,109,107,8
David Oh,,,,,,4,4,1,1,1,2,0,0,0,50,48,45,8
Terry Tracy,,,,,,,0,1,1,0,1,0,0,0,5,4,5,8
Daniel Tinney,,,,,,,,1,2,0,1,1,0,0,2,2,2,8
Al Taubenberger,,,,,,,,,0,0,1,1,0,0,2,2,2,8
Andrew C Stober,,,,,,,,,,0,0,0,0,0,1,2,2,8
Dennis M O Brien,,,,,,,,,,,0,0,0,0,2,1,2,8
Sheila E Armstrong,,,,,,,,,,,,0,0,0,1,1,1,8
John Staggs,,,,,,,,,,,,,0,0,0,0,0,8
Kristin Combs,,,,,,,,,,,,,,0,0,0,0,8
Christine Hope,,,,,,,,,,,,,,,0,152,147,8
Sharon Williams Losier,,,,,,,,,,,,,,,,1,148,8
Joffie C Pittman,,,,,,,,,,,,,,,,,0,8
Total,183,172,160,145,123,66,6,3,2,2,2,1,0,0,171,165,154,8
,Council At Large,,,,,,,,,,,,,,Judge Of The Municipal Court,,,9
,Blondell Reynolds Brown,Derek S Green,William K Greenlee,Allan Domb,Helen Gym,David Oh,Kristin Combs,Dennis M O Brien,Terry Tracy,Daniel Tinney,Sheila E Armstrong,Andrew C Stober,Al Taubenberger,John Staggs,Christine Hope,Joffie C Pittman,Sharon Williams Losier,9
Blondell Reynolds Brown,4,199,202,187,188,24,7,5,4,2,2,0,1,0,199,200,197,9
Derek S Green,,2,190,183,181,17,5,5,2,2,0,2,1,0,187,186,190,9
William K Greenlee,,,1,180,183,23,3,5,5,5,1,0,2,0,190,192,189,9
Allan Domb,,,,0,178,16,5,2,4,3,4,4,1,1,185,184,183,9
Helen Gym,,,,,0,11,8,4,5,2,1,3,2,0,183,181,180,9
David Oh,,,,,,0,1,4,3,6,3,0,1,0,27,21,25,9
Kristin Combs,,,,,,,0,1,0,0,4,4,0,2,5,5,4,9
Dennis M O Brien,,,,,,,,0,3,2,1,1,0,0,6,5,3,9
Terry Tracy,,,,,,,,,0,3,1,1,1,0,9,5,4,9
Daniel Tinney,,,,,,,,,,0,2,0,0,0,6,3,4,9
Sheila E Armstrong,,,,,,,,,,,0,2,0,2,5,4,4,9
Andrew C Stober,,,,,,,,,,,,0,0,2,3,3,2,9
Al Taubenberger,,,,,,,,,,,,,0,0,3,1,1,9
John Staggs,,,,,,,,,,,,,,0,1,1,1,9
Christine Hope,,,,,,,,,,,,,,,0,199,199,9
Joffie C Pittman,,,,,,,,,,,,,,,,0,199,9
Sharon Williams Losier,,,,,,,,,,,,,,,,,1,9
Total,231,215,212,205,202,33,11,10,9,7,6,5,3,2,223,215,215,9
,Council At Large,,,,,,,,,,,,,,Judge Of The Municipal Court,,,10
,Blondell Reynolds Brown,Derek S Green,Allan Domb,William K Greenlee,Helen Gym,David Oh,Kristin Combs,Daniel Tinney,Dennis M O Brien,Sheila E Armstrong,Al Taubenberger,Andrew C Stober,Terry Tracy,John Staggs,Christine Hope,Sharon Williams Losier,Joffie C Pittman,10
Blondell Reynolds Brown,5,132,127,126,119,9,5,3,1,2,1,2,1,0,133,133,131,10
Derek S Green,,3,123,122,118,9,2,2,2,0,0,1,1,0,122,127,124,10
Allan Domb,,,4,121,120,6,1,3,1,1,1,2,0,0,128,123,123,10
William K Greenlee,,,,4,119,7,3,2,1,1,1,0,1,0,119,122,121,10
Helen Gym,,,,,0,3,3,1,1,1,0,1,0,1,120,117,117,10
David Oh,,,,,,0,1,3,4,1,3,1,2,0,11,9,8,10
Kristin Combs,,,,,,,4,0,0,4,0,2,0,1,7,5,5,10
Daniel Tinney,,,,,,,,0,2,0,2,0,3,0,5,4,4,10
Dennis M O Brien,,,,,,,,,0,0,2,0,2,0,3,2,2,10
Sheila E Armstrong,,,,,,,,,,0,0,2,0,1,4,2,2,10
Al Taubenberger,,,,,,,,,,,0,0,2,0,3,2,2,10
Andrew C Stober,,,,,,,,,,,,0,0,1,2,3,3,10
Terry Tracy,,,,,,,,,,,,,0,0,2,2,2,10
John Staggs,,,,,,,,,,,,,,0,1,1,1,10
Christine Hope,,,,,,,,,,,,,,,2,129,128,10
Sharon Williams Losier,,,,,,,,,,,,,,,,2,131,10
Joffie C Pittman,,,,,,,,,,,,,,,,,0,10
Total,161,145,142,137,129,14,11,8,4,4,3,3,3,1,152,149,141,10
,Council At Large,,,,,,,,,,,,,,Judge Of The Municipal Court,,,11
,Blondell Reynolds Brown,Derek S Green,William K Greenlee,Allan Domb,Helen Gym,David Oh,Dennis M O Brien,Sheila E Armstrong,Daniel Tinney,Al Taubenberger,Terry Tracy,Kristin Combs,Andrew C Stober,John Staggs,Christine Hope,Joffie C Pittman,Sharon Williams Losier,11
Blondell Reynolds Brown,6,130,133,115,113,24,2,3,0,1,1,1,1,0,124,126,123,11
Derek S Green,,2,125,108,107,20,4,3,2,2,1,1,0,0,119,121,115,11
William K Greenlee,,,0,114,112,24,3,3,0,1,1,1,1,0,122,121,119,11
Allan Domb,,,,1,106,13,0,2,2,1,2,0,1,0,112,110,111,11
Helen Gym,,,,,2,12,2,3,2,0,1,1,1,0,107,109,105,11
David Oh,,,,,,0,5,1,2,1,2,1,0,0,23,21,21,11
Dennis M O Brien,,,,,,,1,1,1,1,1,1,0,0,6,4,2,11
Sheila E Armstrong,,,,,,,,0,1,0,0,2,0,0,5,5,4,11
Daniel Tinney,,,,,,,,,0,2,2,0,0,0,4,3,2,11
Al Taubenberger,,,,,,,,,,0,1,0,0,0,3,2,1,11
Terry Tracy,,,,,,,,,,,0,0,0,0,3,2,1,11
Kristin Combs,,,,,,,,,,,,0,0,0,2,2,2,11
Andrew C Stober,,,,,,,,,,,,,0,0,1,1,1,11
John Staggs,,,,,,,,,,,,,,0,0,0,0,11
Christine Hope,,,,,,,,,,,,,,,3,122,121,11
Joffie C Pittman,,,,,,,,,,,,,,,,0,120,11
Sharon Williams Losier,,,,,,,,,,,,,,,,,1,11
Total,155,143,140,121,119,30,7,6,4,3,3,2,1,0,142,135,130,11
,Council At Large,,,,,,,,,,,,,,Judge Of The Municipal Court,,,12
