col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,Council At Large,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,All
,Allan Domb,Helen Gym,William K Greenlee,Derek S Green,Blondell Reynolds Brown,Daniel Tinney,David Oh,Dennis M O Brien,Al Taubenberger,Terry Tracy,Andrew C Stober,Kristin Combs,Sheila E Armstrong,John Staggs,Ken Powell,Tracy B Roman,Scott Diclaudio,Mia Roberts Perez,Abbe Fletman,Kai Scott,Lyris Younge,Michael Fanning,Stephanie M Sawyer,Chris Mallios,Daine Grey Jr,Rainy Papademetriou,Vincent Furlong,All
Allan Domb,126,"1,183","1,166","1,142","1,047",220,211,192,167,105,89,31,19,8,"1,250","1,217","1,126","1,191","1,176","1,176","1,146","1,074","1,063","1,056","1,015","1,020",238,All
Helen Gym,,17,"1,085","1,107","1,013",130,135,105,74,73,123,88,34,24,"1,153","1,146","1,014","1,159","1,134","1,138","1,106",999,"1,026","1,008",993,992,151,All
William K Greenlee,,,34,"1,111","1,043",117,128,144,99,44,47,25,13,8,"1,168","1,130","1,025","1,115","1,114","1,107","1,090","1,002",987,982,961,957,131,All
Derek S Green,,,,6,"1,043",117,88,100,68,54,70,51,20,8,"1,176","1,139",992,"1,137","1,126","1,125","1,098",996,"1,000",979,977,958,127,All
Blondell Reynolds Brown,,,,,12,69,104,67,63,37,69,40,13,10,"1,072","1,050",933,"1,052","1,045","1,032","1,023",919,922,917,902,884,111,All
Daniel Tinney,,,,,,56,556,594,620,604,27,8,14,2,250,231,287,210,211,205,198,237,214,213,193,182,615,All
David Oh,,,,,,,34,582,527,510,30,11,13,5,254,240,278,218,209,199,189,230,224,212,192,180,608,All
Dennis M O Brien,,,,,,,,23,592,519,28,7,14,1,234,205,261,191,199,184,183,239,208,212,193,181,575,All
Al Taubenberger,,,,,,,,,10,585,41,10,17,4,188,175,225,166,163,154,147,186,179,175,153,147,585,All
Terry Tracy,,,,,,,,,,9,40,14,14,2,151,151,175,137,132,125,117,143,148,137,131,117,558,All
Andrew C Stober,,,,,,,,,,,4,79,45,31,112,97,101,123,117,122,94,107,111,114,108,112,60,All
Kristin Combs,,,,,,,,,,,,0,48,32,71,67,66,84,79,77,66,66,71,71,69,73,32,All
Sheila E Armstrong,,,,,,,,,,,,,1,23,50,49,50,52,45,45,48,48,49,42,45,43,37,All
John Staggs,,,,,,,,,,,,,,0,26,25,25,28,28,28,26,28,27,25,26,26,14,All
Ken Powell,,,,,,,,,,,,,,,28,"1,394","1,231","1,372","1,360","1,357","1,332","1,218","1,202","1,196","1,172","1,150",262,All
Tracy B Roman,,,,,,,,,,,,,,,,12,"1,226","1,353","1,337","1,336","1,333","1,184","1,199","1,172","1,151","1,124",255,All
Scott Diclaudio,,,,,,,,,,,,,,,,,32,"1,179","1,175","1,163","1,167","1,226","1,211","1,218","1,161","1,157",312,All
Mia Roberts Perez,,,,,,,,,,,,,,,,,,8,"1,351","1,352","1,319","1,177","1,199","1,182","1,167","1,145",233,All
Abbe Fletman,,,,,,,,,,,,,,,,,,,0,"1,353","1,318","1,178","1,186","1,180","1,160","1,142",222,All
Kai Scott,,,,,,,,,,,,,,,,,,,,3,"1,316","1,172","1,177","1,174","1,160","1,133",212,All
Lyris Younge,,,,,,,,,,,,,,,,,,,,,3,"1,146","1,148","1,151","1,132","1,113",215,All
