col_1,col_2,col_3,col_4,col_5,division
,District Council 8th District,,Judge Of The Commonwealth Court,,1
,Cindy Bass,Michael Galganski,Michael Wojcik,Paul Lalley,1
Cindy Bass,21,0,220,12,1
Michael Galganski,,0,5,3,1
Michael Wojcik,,,20,0,1
Paul Lalley,,,,5,1
Total,253,8,245,20,1
,District Council 8th District,,Judge Of The Commonwealth Court,,2
,Cindy Bass,Michael Galganski,Michael Wojcik,Paul Lalley,2
Cindy Bass,38,0,221,9,2
Michael Galganski,,4,12,3,2
Michael Wojcik,,,18,0,2
Paul Lalley,,,,6,2
Total,268,19,251,18,2
,District Council 8th District,,Judge Of The Commonwealth Court,,3
,Cindy Bass,Michael Galganski,Michael Wojcik,Paul Lalley,3
Cindy Bass,38,0,263,9,3
Michael Galganski,,3,9,6,3
Michael Wojcik,,,21,0,3
Paul Lalley,,,,5,3
Total,310,18,293,20,3
,Judge Of The Commonwealth Court,,District Council 8th District,,4
,Michael Wojcik,Paul Lalley,Cindy Bass,Michael Galganski,4
Michael Wojcik,18,0,165,8,4
Paul Lalley,,15,11,10,4
Cindy Bass,,,11,0,4
Michael Galganski,,,,2,4
Total,191,36,187,20,4
,District Council 8th District,,Judge Of The Commonwealth Court,,5
,Cindy Bass,Michael Galganski,Michael Wojcik,Paul Lalley,5
Cindy Bass,17,0,170,16,5
Michael Galganski,,0,7,7,5
Michael Wojcik,,,16,0,5
Paul Lalley,,,,13,5
Total,203,14,193,36,5
,District Council 8th District,,Judge Of The Commonwealth Court,,6
,Cindy Bass,Michael Galganski,Michael Wojcik,Paul Lalley,6
Cindy Bass,22,0,147,14,6
Michael Galganski,,2,10,9,6
Michael Wojcik,,,25,0,6
Paul Lalley,,,,26,6
Total,183,21,182,49,6
,District Council 8th District,,Judge Of The Commonwealth Court,,7
,Cindy Bass,Michael Galganski,Michael Wojcik,Paul Lalley,7
Cindy Bass,7,0,133,23,7
Michael Galganski,,1,8,6,7
Michael Wojcik,,,15,0,7
Paul Lalley,,,,32,7
Total,163,15,156,61,7
,District Council 8th District,,Judge Of The Commonwealth Court,,8
,Cindy Bass,Michael Galganski,Michael Wojcik,Paul Lalley,8
Cindy Bass,10,0,91,11,8
Michael Galganski,,5,6,6,8
Michael Wojcik,,,15,0,8
Paul Lalley,,,,23,8
Total,112,17,112,40,8
,District Council 8th District,,Judge Of The Commonwealth Court,,9
,Cindy Bass,Michael Galganski,Michael Wojcik,Paul Lalley,9
Cindy Bass,27,0,230,13,9
Michael Galganski,,5,8,10,9
Michael Wojcik,,,22,0,9
Paul Lalley,,,,25,9
Total,270,23,260,48,9
,Judge Of The Commonwealth Court,,District Council 8th District,,10
,Michael Wojcik,Paul Lalley,Cindy Bass,Michael Galganski,10
Michael Wojcik,24,0,158,18,10
Paul Lalley,,48,16,15,10
Cindy Bass,,,15,0,10
Michael Galganski,,,,4,10
Total,200,79,189,37,10
,Judge Of The Commonwealth Court,,District Council 8th District,,11
,Michael Wojcik,Paul Lalley,Cindy Bass,Michael Galganski,11
Michael Wojcik,35,0,216,16,11
Paul Lalley,,36,23,13,11
Cindy Bass,,,17,0,11
Michael Galganski,,,,3,11
Total,267,72,256,32,11
,Judge Of The Commonwealth Court,,District Council 8th District,,12
,Michael Wojcik,Paul Lalley,Cindy Bass,Michael Galganski,12
Michael Wojcik,34,0,240,5,12
Paul Lalley,,18,12,5,12
Cindy Bass,,,17,0,12
Michael Galganski,,,,2,12
Total,279,35,269,12,12
,Judge Of The Commonwealth Court,,District Council 8th District,,13
,Michael Wojcik,Paul Lalley,Cindy Bass,Michael Galganski,13
Michael Wojcik,36,0,225,7,13
Paul Lalley,,3,5,3,13
Cindy Bass,,,16,0,13
Michael Galganski,,,,1,13
Total,268,11,246,11,13
,District Council 8th District,,Judge Of The Commonwealth Court,,14
,Cindy Bass,Michael Galganski,Michael Wojcik,Paul Lalley,14
Cindy Bass,15,0,183,3,14
Michael Galganski,,1,4,0,14
Michael Wojcik,,,14,0,14
Paul Lalley,,,,5,14
Total,201,5,201,8,14
,Judge Of The Commonwealth Court,,District Council 8th District,,15
,Michael Wojcik,Paul Lalley,Cindy Bass,Michael Galganski,15
Michael Wojcik,26,0,232,5,15
Paul Lalley,,6,5,5,15
Cindy Bass,,,12,0,15
Michael Galganski,,,,1,15
Total,263,16,249,11,15
,District Council 8th District,,Judge Of The Commonwealth Court,,16
,Cindy Bass,Michael Galganski,Michael Wojcik,Paul Lalley,16
Cindy Bass,19,0,115,3,16
Michael Galganski,,0,1,3,16
Michael Wojcik,,,15,0,16
Paul Lalley,,,,3,16
Total,137,4,131,9,16
,District Council 8th District,,Judge Of The Commonwealth Court,,17
,Cindy Bass,Michael Galganski,Michael Wojcik,Paul Lalley,17
Cindy Bass,18,0,158,7,17
Michael Galganski,,1,0,3,17
Michael Wojcik,,,7,0,17
Paul Lalley,,,,0,17
Total,183,4,165,10,17
,District Council 8th District,,Judge Of The Commonwealth Court,,All
,Cindy Bass,Michael Galganski,Michael Wojcik,Paul Lalley,All
Cindy Bass,320,0,"3,167",192,All
Michael Galganski,,35,129,107,All
Michael Wojcik,,,361,0,All
Paul Lalley,,,,269,All
Total,"3,679",271,"3,657",568,All
