col_1,col_2,col_3,col_4,col_5,col_6,division
,District Council 9th District,,,Judge Of The Superior Court,,1
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Alice Beck Dubow,Emil Giordano,1
Cherelle Parker,36,0,0,157,1,1
Kevin Strickland,,1,0,1,3,1
Bobbie T Curry,,,0,0,0,1
Alice Beck Dubow,,,,6,0,1
Emil Giordano,,,,,0,1
Total,194,5,0,164,4,1
,District Council 9th District,,,Judge Of The Superior Court,,2
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Alice Beck Dubow,Emil Giordano,2
Cherelle Parker,34,0,0,210,3,2
Kevin Strickland,,2,0,5,3,2
Bobbie T Curry,,,0,1,0,2
Alice Beck Dubow,,,,11,0,2
Emil Giordano,,,,,0,2
Total,247,10,1,227,6,2
,District Council 9th District,,,Judge Of The Superior Court,,3
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Alice Beck Dubow,Emil Giordano,3
Cherelle Parker,26,0,0,204,0,3
Kevin Strickland,,1,0,2,1,3
Bobbie T Curry,,,0,1,1,3
Alice Beck Dubow,,,,9,0,3
Emil Giordano,,,,,0,3
Total,230,4,2,216,2,3
,District Council 9th District,,,Judge Of The Superior Court,,4
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Alice Beck Dubow,Emil Giordano,4
Cherelle Parker,32,0,0,180,3,4
Kevin Strickland,,0,0,2,1,4
Bobbie T Curry,,,0,0,0,4
Alice Beck Dubow,,,,6,0,4
Emil Giordano,,,,,0,4
Total,215,3,0,188,4,4
,District Council 9th District,,,Judge Of The Superior Court,,5
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Alice Beck Dubow,Emil Giordano,5
Cherelle Parker,39,0,0,186,2,5
Kevin Strickland,,5,0,4,1,5
Bobbie T Curry,,,1,1,0,5
Alice Beck Dubow,,,,8,0,5
Emil Giordano,,,,,1,5
Total,227,10,2,199,4,5
,District Council 9th District,,,Judge Of The Superior Court,,6
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Alice Beck Dubow,Emil Giordano,6
Cherelle Parker,39,0,0,133,4,6
Kevin Strickland,,0,0,3,1,6
Bobbie T Curry,,,1,0,0,6
Alice Beck Dubow,,,,4,0,6
Emil Giordano,,,,,1,6
Total,176,4,1,140,6,6
,District Council 9th District,,,Judge Of The Superior Court,,7
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Alice Beck Dubow,Emil Giordano,7
Cherelle Parker,42,0,0,204,3,7
Kevin Strickland,,0,0,7,3,7
Bobbie T Curry,,,0,0,0,7
Alice Beck Dubow,,,,9,0,7
Emil Giordano,,,,,0,7
Total,249,10,0,220,6,7
,District Council 9th District,,,Judge Of The Superior Court,,8
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Alice Beck Dubow,Emil Giordano,8
Cherelle Parker,46,0,0,172,1,8
Kevin Strickland,,0,0,3,1,8
Bobbie T Curry,,,0,0,0,8
Alice Beck Dubow,,,,9,0,8
Emil Giordano,,,,,0,8
Total,219,4,0,184,2,8
