col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Judge Of The Municipal Court,,,Mayor,,,,,1
,Christine Hope,Sharon Williams Losier,Joffie C Pittman,Jim Kenney,Melissa Murray Bailey,Osborne Hart,Boris Kindij,James Foster,1
Christine Hope,6,77,73,107,79,1,0,0,1
Sharon Williams Losier,,1,72,65,15,2,1,0,1
Joffie C Pittman,,,2,61,13,1,1,0,1
Jim Kenney,,,,50,0,0,0,0,1
Melissa Murray Bailey,,,,,11,0,0,0,1
Osborne Hart,,,,,,0,0,0,1
Boris Kindij,,,,,,,0,0,1
James Foster,,,,,,,,0,1
Total,194,85,78,161,93,2,1,0,1
,Mayor,,,,,Judge Of The Municipal Court,,,2
,Jim Kenney,Melissa Murray Bailey,James Foster,Osborne Hart,Boris Kindij,Christine Hope,Sharon Williams Losier,Joffie C Pittman,2
Jim Kenney,55,0,0,0,0,84,52,46,2
Melissa Murray Bailey,,25,0,0,0,59,12,11,2
James Foster,,,2,0,0,0,0,0,2
Osborne Hart,,,,1,0,0,1,0,2
Boris Kindij,,,,,1,0,0,0,2
Christine Hope,,,,,,1,54,52,2
Sharon Williams Losier,,,,,,,0,51,2
Joffie C Pittman,,,,,,,,3,2
Total,155,84,2,2,1,145,66,61,2
,Judge Of The Municipal Court,,,Mayor,,,,,3
,Christine Hope,Joffie C Pittman,Sharon Williams Losier,Jim Kenney,Melissa Murray Bailey,Osborne Hart,James Foster,Boris Kindij,3
Christine Hope,0,50,51,52,19,2,1,0,3
Joffie C Pittman,,1,50,45,7,0,1,0,3
Sharon Williams Losier,,,1,45,7,0,1,0,3
Jim Kenney,,,,13,0,0,0,0,3
Melissa Murray Bailey,,,,,0,0,0,0,3
Osborne Hart,,,,,,1,0,0,3
James Foster,,,,,,,0,0,3
Boris Kindij,,,,,,,,0,3
Total,74,54,54,70,19,3,1,0,3
,Judge Of The Municipal Court,,,Mayor,,,,,4
,Christine Hope,Sharon Williams Losier,Joffie C Pittman,Jim Kenney,Melissa Murray Bailey,Boris Kindij,James Foster,Osborne Hart,4
Christine Hope,5,131,133,124,71,2,1,0,4
Sharon Williams Losier,,4,134,115,18,0,0,0,4
Joffie C Pittman,,,0,111,21,0,0,0,4
Jim Kenney,,,,68,0,0,0,0,4
Melissa Murray Bailey,,,,,18,0,0,0,4
Boris Kindij,,,,,,0,0,0,4
James Foster,,,,,,,0,0,4
Osborne Hart,,,,,,,,0,4
Total,216,149,146,210,92,2,1,0,4
,Judge Of The Municipal Court,,,Mayor,,,,,5
,Christine Hope,Sharon Williams Losier,Joffie C Pittman,Jim Kenney,Melissa Murray Bailey,James Foster,Boris Kindij,Osborne Hart,5
Christine Hope,1,31,30,37,20,1,0,0,5
Sharon Williams Losier,,1,28,26,8,1,0,0,5
Joffie C Pittman,,,0,24,8,1,0,0,5
Jim Kenney,,,,7,0,0,0,0,5
Melissa Murray Bailey,,,,,3,0,0,0,5
James Foster,,,,,,0,0,0,5
Boris Kindij,,,,,,,0,0,5
Osborne Hart,,,,,,,,0,5
Total,59,36,33,48,26,1,0,0,5
,Judge Of The Municipal Court,,,Mayor,,,,,6
,Christine Hope,Sharon Williams Losier,Joffie C Pittman,Jim Kenney,Melissa Murray Bailey,Osborne Hart,Boris Kindij,James Foster,6
Christine Hope,0,26,26,27,9,1,0,0,6
Sharon Williams Losier,,0,26,25,2,1,0,0,6
Joffie C Pittman,,,0,23,2,1,0,0,6
Jim Kenney,,,,8,0,0,0,0,6
Melissa Murray Bailey,,,,,0,0,0,0,6
Osborne Hart,,,,,,0,0,0,6
Boris Kindij,,,,,,,0,0,6
James Foster,,,,,,,,0,6
Total,37,28,26,37,9,1,0,0,6
,Judge Of The Municipal Court,,,Mayor,,,,,7
