col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,division
,Justice Of The Supreme Court,,,,,,,Council At Large,,,,,,,,,,,,,,All
,Kevin M Dougherty,David Wecht,Christine Donohue,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Blondell Reynolds Brown,Derek S Green,William K Greenlee,Allan Domb,Helen Gym,David Oh,Terry Tracy,Dennis M O Brien,Daniel Tinney,Al Taubenberger,Andrew C Stober,Kristin Combs,Sheila E Armstrong,John Staggs,All
Kevin M Dougherty,119,"1,902","1,907",16,9,7,18,"2,059","1,932","1,902","1,843","1,823",89,23,26,21,20,20,24,16,5,All
David Wecht,,29,"1,895",11,6,3,10,"1,832","1,807","1,792","1,758","1,742",64,17,18,5,8,20,18,13,5,All
Christine Donohue,,,18,20,8,4,15,"1,848","1,792","1,788","1,745","1,765",70,19,17,10,10,23,18,14,6,All
Judy Olson,,,,2,36,31,2,22,21,20,18,21,39,33,34,25,26,5,3,4,1,All
Anne Covey,,,,,2,27,2,17,12,12,11,15,34,27,26,23,25,0,2,4,0,All
Mike George,,,,,,1,1,9,9,7,8,10,28,26,25,25,25,1,1,2,0,All
Paul P Panepinto,,,,,,,0,16,14,14,9,15,13,5,4,2,5,6,3,4,3,All
Blondell Reynolds Brown,,,,,,,,18,"1,868","1,895","1,828","1,831",74,15,18,11,13,12,14,10,5,All
Derek S Green,,,,,,,,,10,"1,842","1,802","1,797",58,19,17,8,6,15,12,6,2,All
William K Greenlee,,,,,,,,,,3,"1,812","1,807",63,11,17,6,11,10,9,4,0,All
Allan Domb,,,,,,,,,,,4,"1,792",42,9,9,3,6,8,9,6,1,All
Helen Gym,,,,,,,,,,,,0,52,16,14,9,6,16,16,13,2,All
David Oh,,,,,,,,,,,,,2,38,40,36,34,5,5,10,0,All
Terry Tracy,,,,,,,,,,,,,,1,33,34,30,3,3,2,1,All
Dennis M O Brien,,,,,,,,,,,,,,,0,29,28,1,0,3,1,All
Daniel Tinney,,,,,,,,,,,,,,,,0,27,1,1,1,0,All
Al Taubenberger,,,,,,,,,,,,,,,,,0,1,1,0,1,All
Andrew C Stober,,,,,,,,,,,,,,,,,,0,11,9,4,All
Kristin Combs,,,,,,,,,,,,,,,,,,,0,9,6,All
Sheila E Armstrong,,,,,,,,,,,,,,,,,,,,1,4,All
John Staggs,,,,,,,,,,,,,,,,,,,,,0,All
Total,"2,507","2,085","2,067",67,51,42,26,"2,217","2,072","2,016","1,948","1,919",141,59,57,49,46,29,29,26,8,All
,Justice Of The Supreme Court,,,,,,,Council At Large,,,,,,,,,,,,,,1
,Kevin M Dougherty,Christine Donohue,David Wecht,Paul P Panepinto,Judy Olson,Anne Covey,Mike George,Blondell Reynolds Brown,William K Greenlee,Derek S Green,Helen Gym,Allan Domb,David Oh,Dennis M O Brien,Terry Tracy,Al Taubenberger,Andrew C Stober,Daniel Tinney,John Staggs,Kristin Combs,Sheila E Armstrong,1
Kevin M Dougherty,3,36,32,3,1,0,0,42,38,35,35,33,5,1,1,0,0,0,0,0,0,1
Christine Donohue,,0,33,3,1,0,0,37,34,32,34,31,4,1,1,0,0,0,0,0,0,1
David Wecht,,,0,0,0,0,0,32,30,29,31,28,3,1,1,0,0,0,0,0,0,1
Paul P Panepinto,,,,0,0,0,0,3,3,2,2,2,0,0,0,0,0,0,0,0,0,1
Judy Olson,,,,,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Anne Covey,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mike George,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blondell Reynolds Brown,,,,,,,,1,36,34,36,33,4,1,1,0,0,0,0,0,0,1
William K Greenlee,,,,,,,,,0,34,34,31,2,1,1,0,0,0,0,0,0,1
Derek S Green,,,,,,,,,,0,34,32,2,0,0,0,0,0,0,0,0,1
Helen Gym,,,,,,,,,,,0,33,3,1,1,0,0,0,0,0,0,1
Allan Domb,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,1
David Oh,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
Dennis M O Brien,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,1
Terry Tracy,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Al Taubenberger,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Andrew C Stober,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Daniel Tinney,,,,,,,,,,,,,,,,,,0,0,0,0,1
John Staggs,,,,,,,,,,,,,,,,,,,0,0,0,1
Kristin Combs,,,,,,,,,,,,,,,,,,,,0,0,1
Sheila E Armstrong,,,,,,,,,,,,,,,,,,,,,0,1
Total,51,38,33,3,2,0,0,44,39,36,36,34,5,1,1,0,0,0,0,0,0,1
,Justice Of The Supreme Court,,,,,,,Council At Large,,,,,,,,,,,,,,2
,Kevin M Dougherty,David Wecht,Christine Donohue,Anne Covey,Judy Olson,Mike George,Paul P Panepinto,Blondell Reynolds Brown,William K Greenlee,Allan Domb,Helen Gym,Derek S Green,David Oh,Al Taubenberger,Andrew C Stober,Daniel Tinney,Dennis M O Brien,Terry Tracy,John Staggs,Kristin Combs,Sheila E Armstrong,2
Kevin M Dougherty,7,53,52,0,0,0,0,57,56,53,54,52,1,0,1,0,0,0,0,0,0,2
David Wecht,,2,52,0,0,0,0,52,53,51,50,51,0,0,1,0,0,0,0,0,0,2
Christine Donohue,,,1,0,0,0,0,53,51,49,51,48,0,0,1,0,0,0,0,0,0,2
Anne Covey,,,,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,2
Judy Olson,,,,,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,2
Mike George,,,,,,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,2
Paul P Panepinto,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Blondell Reynolds Brown,,,,,,,,0,56,54,53,52,2,0,0,0,0,0,0,0,0,2
William K Greenlee,,,,,,,,,0,55,53,52,2,0,1,0,0,0,0,0,0,2
Allan Domb,,,,,,,,,,0,52,51,2,0,1,0,0,0,0,0,0,2
Helen Gym,,,,,,,,,,,0,49,0,0,1,0,0,0,0,0,0,2
Derek S Green,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,2
David Oh,,,,,,,,,,,,,0,1,0,1,1,1,0,0,0,2
Al Taubenberger,,,,,,,,,,,,,,0,0,1,1,1,0,0,0,2
Andrew C Stober,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2
Daniel Tinney,,,,,,,,,,,,,,,,0,1,1,0,0,0,2
Dennis M O Brien,,,,,,,,,,,,,,,,,0,1,0,0,0,2
Terry Tracy,,,,,,,,,,,,,,,,,,0,0,0,0,2
John Staggs,,,,,,,,,,,,,,,,,,,0,0,0,2
Kristin Combs,,,,,,,,,,,,,,,,,,,,0,0,2
Sheila E Armstrong,,,,,,,,,,,,,,,,,,,,,0,2
Total,69,58,56,1,1,1,0,60,59,55,55,54,3,1,1,1,1,1,0,0,0,2
,Justice Of The Supreme Court,,,,,,,Council At Large,,,,,,,,,,,,,,3
,Kevin M Dougherty,David Wecht,Christine Donohue,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Blondell Reynolds Brown,Derek S Green,William K Greenlee,Allan Domb,Helen Gym,David Oh,Al Taubenberger,Daniel Tinney,Dennis M O Brien,Kristin Combs,Terry Tracy,Andrew C Stober,John Staggs,Sheila E Armstrong,3
Kevin M Dougherty,3,67,65,1,0,0,0,66,66,64,63,59,2,1,1,0,1,0,0,0,0,3
David Wecht,,2,62,0,0,0,0,64,64,62,63,59,0,0,0,0,0,0,0,0,0,3
Christine Donohue,,,0,1,0,0,0,62,62,60,59,57,2,1,0,0,1,0,0,0,0,3
Judy Olson,,,,1,1,1,0,0,1,1,0,0,2,2,1,1,1,1,0,0,0,3
Anne Covey,,,,,0,1,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,3
Mike George,,,,,,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,3
Paul P Panepinto,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Blondell Reynolds Brown,,,,,,,,0,62,65,61,60,2,0,1,0,0,0,0,0,0,3
Derek S Green,,,,,,,,,0,62,62,59,2,1,0,0,1,0,0,0,0,3
William K Greenlee,,,,,,,,,,0,60,59,3,1,1,0,1,0,0,0,0,3
Allan Domb,,,,,,,,,,,0,57,0,0,0,0,0,0,0,0,0,3
Helen Gym,,,,,,,,,,,,0,2,0,1,0,0,0,0,0,0,3
David Oh,,,,,,,,,,,,,1,2,2,1,1,1,0,0,0,3
Al Taubenberger,,,,,,,,,,,,,,0,1,1,1,1,0,0,0,3
Daniel Tinney,,,,,,,,,,,,,,,0,1,0,1,0,0,0,3
Dennis M O Brien,,,,,,,,,,,,,,,,0,0,1,0,0,0,3
Kristin Combs,,,,,,,,,,,,,,,,,0,0,0,0,0,3
Terry Tracy,,,,,,,,,,,,,,,,,,0,0,0,0,3
Andrew C Stober,,,,,,,,,,,,,,,,,,,0,0,0,3
John Staggs,,,,,,,,,,,,,,,,,,,,0,0,3
Sheila E Armstrong,,,,,,,,,,,,,,,,,,,,,0,3
Total,80,73,72,3,2,1,0,72,70,68,66,63,6,2,2,1,1,1,0,0,0,3
,Justice Of The Supreme Court,,,,,,,Council At Large,,,,,,,,,,,,,,4
,Kevin M Dougherty,Christine Donohue,David Wecht,Anne Covey,Judy Olson,Mike George,Paul P Panepinto,Blondell Reynolds Brown,Derek S Green,William K Greenlee,Helen Gym,Allan Domb,David Oh,Terry Tracy,Al Taubenberger,Daniel Tinney,Dennis M O Brien,Andrew C Stober,Kristin Combs,Sheila E Armstrong,John Staggs,4
Kevin M Dougherty,7,62,61,0,0,1,0,71,67,65,64,64,6,2,1,1,1,2,1,1,0,4
Christine Donohue,,1,60,0,0,1,0,59,56,56,55,53,5,2,1,1,0,2,1,1,0,4
David Wecht,,,2,0,0,0,0,59,56,57,54,54,3,1,0,0,0,2,1,0,0,4
Anne Covey,,,,0,2,1,0,0,0,0,0,0,3,2,2,2,2,0,0,0,0,4
Judy Olson,,,,,0,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,4
Mike George,,,,,,0,0,1,0,0,1,0,2,1,1,2,1,0,0,1,0,4
Paul P Panepinto,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Blondell Reynolds Brown,,,,,,,,2,61,61,60,60,6,2,1,1,0,1,0,1,0,4
Derek S Green,,,,,,,,,1,61,60,57,4,2,1,0,0,2,1,0,0,4
William K Greenlee,,,,,,,,,,0,60,59,3,0,0,0,0,2,1,0,0,4
Helen Gym,,,,,,,,,,,0,57,4,1,0,1,0,2,1,1,0,4
Allan Domb,,,,,,,,,,,,0,2,0,0,0,0,0,0,0,0,4
David Oh,,,,,,,,,,,,,0,4,3,3,2,0,0,1,0,4
Terry Tracy,,,,,,,,,,,,,,0,3,2,2,0,0,0,0,4
Al Taubenberger,,,,,,,,,,,,,,,0,2,2,0,0,0,0,4
Daniel Tinney,,,,,,,,,,,,,,,,0,2,0,0,1,0,4
Dennis M O Brien,,,,,,,,,,,,,,,,,0,0,0,0,0,4
Andrew C Stober,,,,,,,,,,,,,,,,,,0,1,0,0,4
