col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Judge Of The Municipal Court,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,All
,Christine Hope,Sharon Williams Losier,Joffie C Pittman,Mia Roberts Perez,Tracy B Roman,Ken Powell,Kai Scott,Lyris Younge,Abbe Fletman,Stephanie M Sawyer,Daine Grey Jr,Michael Fanning,Chris Mallios,Rainy Papademetriou,Scott Diclaudio,Vincent Furlong,All
Christine Hope,21,724,722,762,747,730,729,722,722,631,635,626,627,628,622,76,All
Sharon Williams Losier,,7,717,732,730,721,721,712,710,627,627,626,626,623,617,26,All
Joffie C Pittman,,,2,717,718,710,719,710,713,624,626,625,627,623,616,28,All
Mia Roberts Perez,,,,55,737,722,720,717,715,625,625,623,621,624,617,27,All
Tracy B Roman,,,,,15,734,736,725,726,638,633,631,629,633,620,27,All
Ken Powell,,,,,,7,722,720,722,627,630,627,627,628,618,25,All
Kai Scott,,,,,,,5,724,728,629,630,629,628,630,621,26,All
Lyris Younge,,,,,,,,2,718,627,634,629,629,631,622,25,All
Abbe Fletman,,,,,,,,,1,622,626,624,625,626,615,24,All
Stephanie M Sawyer,,,,,,,,,,3,627,625,624,625,619,21,All
Daine Grey Jr,,,,,,,,,,,1,630,627,628,620,23,All
Michael Fanning,,,,,,,,,,,,2,626,628,620,26,All
Chris Mallios,,,,,,,,,,,,,2,627,621,23,All
Rainy Papademetriou,,,,,,,,,,,,,,1,617,24,All
Scott Diclaudio,,,,,,,,,,,,,,,0,22,All
Vincent Furlong,,,,,,,,,,,,,,,,3,All
Total,895,797,756,876,808,783,765,750,744,650,648,645,642,641,634,81,All
,Judge Of The Municipal Court,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,1
,Christine Hope,Sharon Williams Losier,Joffie C Pittman,Mia Roberts Perez,Tracy B Roman,Ken Powell,Lyris Younge,Abbe Fletman,Kai Scott,Michael Fanning,Rainy Papademetriou,Stephanie M Sawyer,Chris Mallios,Scott Diclaudio,Daine Grey Jr,Vincent Furlong,1
Christine Hope,9,34,35,38,36,35,35,34,34,31,32,32,31,31,30,2,1
Sharon Williams Losier,,0,34,41,34,34,34,34,34,32,31,31,31,31,30,1,1
Joffie C Pittman,,,0,35,34,34,34,34,34,31,31,31,31,31,30,1,1
Mia Roberts Perez,,,,5,35,34,34,35,34,31,31,31,31,31,30,1,1
Tracy B Roman,,,,,0,35,34,35,35,31,31,31,31,31,30,1,1
Ken Powell,,,,,,0,35,34,35,31,31,31,31,31,30,1,1
Lyris Younge,,,,,,,1,34,34,31,32,32,31,31,30,1,1
Abbe Fletman,,,,,,,,0,34,31,31,31,31,31,30,1,1
Kai Scott,,,,,,,,,0,31,31,31,31,31,30,1,1
