col_1,col_2,col_3,col_4,division
,District Council 3rd District,Sheriff,,All
,Jannie L Blackwell,Jewell Williams,Christopher Sawyer,All
Jannie L Blackwell,365,"2,700",45,All
Jewell Williams,,157,0,All
Christopher Sawyer,,,36,All
Total,"3,110","2,857",81,All
,District Council 3rd District,Sheriff,,1
,Jannie L Blackwell,Jewell Williams,Christopher Sawyer,1
Jannie L Blackwell,16,85,0,1
Jewell Williams,,7,0,1
Christopher Sawyer,,,1,1
Total,101,92,1,1
,District Council 3rd District,Sheriff,,2
,Jannie L Blackwell,Jewell Williams,Christopher Sawyer,2
Jannie L Blackwell,15,95,1,2
Jewell Williams,,7,0,2
Christopher Sawyer,,,0,2
Total,111,102,1,2
,District Council 3rd District,Sheriff,,3
,Jannie L Blackwell,Jewell Williams,Christopher Sawyer,3
Jannie L Blackwell,21,127,5,3
Jewell Williams,,7,0,3
Christopher Sawyer,,,5,3
Total,153,134,10,3
,District Council 3rd District,Sheriff,,4
,Jannie L Blackwell,Jewell Williams,Christopher Sawyer,4
Jannie L Blackwell,23,159,2,4
Jewell Williams,,5,0,4
Christopher Sawyer,,,1,4
Total,184,164,3,4
,District Council 3rd District,Sheriff,,5
,Jannie L Blackwell,Jewell Williams,Christopher Sawyer,5
Jannie L Blackwell,20,91,2,5
Jewell Williams,,3,0,5
Christopher Sawyer,,,1,5
Total,113,94,3,5
,District Council 3rd District,Sheriff,,6
,Jannie L Blackwell,Jewell Williams,Christopher Sawyer,6
Jannie L Blackwell,15,113,2,6
Jewell Williams,,8,0,6
Christopher Sawyer,,,2,6
Total,130,121,4,6
,District Council 3rd District,Sheriff,,7
,Jannie L Blackwell,Jewell Williams,Christopher Sawyer,7
Jannie L Blackwell,15,108,1,7
Jewell Williams,,5,0,7
Christopher Sawyer,,,1,7
Total,124,113,2,7
,Sheriff,,District Council 3rd District,8
,Jewell Williams,Christopher Sawyer,Jannie L Blackwell,8
Jewell Williams,14,0,120,8
Christopher Sawyer,,2,4,8
Jannie L Blackwell,,,9,8
Total,134,6,133,8
,District Council 3rd District,Sheriff,,9
,Jannie L Blackwell,Jewell Williams,Christopher Sawyer,9
Jannie L Blackwell,19,144,4,9
Jewell Williams,,9,0,9
Christopher Sawyer,,,3,9
Total,167,153,7,9
,District Council 3rd District,Sheriff,,10
,Jannie L Blackwell,Jewell Williams,Christopher Sawyer,10
Jannie L Blackwell,16,119,1,10
Jewell Williams,,4,0,10
Christopher Sawyer,,,0,10
Total,136,123,1,10
,District Council 3rd District,Sheriff,,11
,Jannie L Blackwell,Jewell Williams,Christopher Sawyer,11
Jannie L Blackwell,19,151,1,11
Jewell Williams,,8,0,11
Christopher Sawyer,,,5,11
Total,171,159,6,11
,District Council 3rd District,Sheriff,,12
,Jannie L Blackwell,Jewell Williams,Christopher Sawyer,12
Jannie L Blackwell,26,112,4,12
Jewell Williams,,5,0,12
Christopher Sawyer,,,2,12
Total,142,117,6,12
,District Council 3rd District,Sheriff,,13
,Jannie L Blackwell,Jewell Williams,Christopher Sawyer,13
Jannie L Blackwell,13,95,2,13
Jewell Williams,,7,0,13
Christopher Sawyer,,,0,13
Total,110,102,2,13
,District Council 3rd District,Sheriff,,14
,Jannie L Blackwell,Jewell Williams,Christopher Sawyer,14
Jannie L Blackwell,21,146,0,14
Jewell Williams,,10,0,14
Christopher Sawyer,,,0,14
Total,167,156,0,14
,District Council 3rd District,Sheriff,,15
,Jannie L Blackwell,Jewell Williams,Christopher Sawyer,15
Jannie L Blackwell,21,139,1,15
Jewell Williams,,5,0,15
Christopher Sawyer,,,0,15
Total,161,144,1,15
,District Council 3rd District,Sheriff,,16
,Jannie L Blackwell,Jewell Williams,Christopher Sawyer,16
Jannie L Blackwell,11,148,4,16
Jewell Williams,,10,0,16
Christopher Sawyer,,,3,16
Total,163,158,7,16
,District Council 3rd District,Sheriff,,17
,Jannie L Blackwell,Jewell Williams,Christopher Sawyer,17
Jannie L Blackwell,26,145,1,17
Jewell Williams,,9,0,17
Christopher Sawyer,,,3,17
Total,172,154,4,17
,District Council 3rd District,Sheriff,,18
,Jannie L Blackwell,Jewell Williams,Christopher Sawyer,18
Jannie L Blackwell,15,155,4,18
Jewell Williams,,8,0,18
Christopher Sawyer,,,3,18
Total,174,163,7,18
,District Council 3rd District,Sheriff,,19
,Jannie L Blackwell,Jewell Williams,Christopher Sawyer,19
Jannie L Blackwell,19,176,3,19
Jewell Williams,,11,0,19
Christopher Sawyer,,,0,19
Total,198,187,3,19
,District Council 3rd District,Sheriff,,20
,Jannie L Blackwell,Jewell Williams,Christopher Sawyer,20
Jannie L Blackwell,12,111,1,20
Jewell Williams,,8,0,20
Christopher Sawyer,,,1,20
Total,124,119,2,20
,District Council 3rd District,Sheriff,,21
,Jannie L Blackwell,Jewell Williams,Christopher Sawyer,21
Jannie L Blackwell,6,61,0,21
Jewell Williams,,3,0,21
Christopher Sawyer,,,3,21
Total,67,64,3,21
,District Council 3rd District,Sheriff,,22
,Jannie L Blackwell,Jewell Williams,Christopher Sawyer,22
Jannie L Blackwell,7,100,2,22
Jewell Williams,,4,0,22
Christopher Sawyer,,,0,22
Total,109,104,2,22
