col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Justice Of The Supreme Court,,,,,,,Judge Of The Superior Court,,All
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Alice Beck Dubow,Emil Giordano,All
Kevin M Dougherty,"20,793","144,382","142,635","4,997","2,921","2,447","2,492","156,827","8,348",All
Christine Donohue,,"2,268","145,813","7,104","1,632","1,437","2,546","141,942","4,639",All
David Wecht,,,"2,457","5,754","1,076","1,477","2,067","139,909","4,089",All
Judy Olson,,,,343,"16,489","15,581",912,"6,399","18,364",All
Anne Covey,,,,,146,"14,288",547,"2,399","15,782",All
Mike George,,,,,,229,622,"1,680","16,438",All
Paul P Panepinto,,,,,,,257,"3,179","1,419",All
Alice Beck Dubow,,,,,,,,878,0,All
Emil Giordano,,,,,,,,,236,All
Total,"200,177","162,612","159,722","27,590","19,518","19,441","5,559","174,743","27,026",All
