col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,District Council 8th District,,Council At Large,,,,,,,,,,,,,,All
,Cindy Bass,Michael Galganski,Blondell Reynolds Brown,Derek S Green,Helen Gym,William K Greenlee,Allan Domb,Kristin Combs,David Oh,Terry Tracy,Andrew C Stober,Daniel Tinney,Al Taubenberger,Dennis M O Brien,Sheila E Armstrong,John Staggs,All
Cindy Bass,79,0,"2,503","2,480","2,362","2,295","2,191",199,164,69,78,47,52,42,57,33,All
Michael Galganski,,1,31,44,49,34,43,23,38,22,16,16,19,17,12,8,All
Blondell Reynolds Brown,,,45,"2,301","2,245","2,256","2,095",143,113,35,42,23,23,22,25,20,All
Derek S Green,,,,29,"2,293","2,270","2,140",155,101,55,72,29,26,23,34,26,All
Helen Gym,,,,,15,"2,224","2,116",199,108,65,93,25,31,28,46,22,All
William K Greenlee,,,,,,9,"2,078",134,91,22,29,12,20,24,20,10,All
Allan Domb,,,,,,,29,65,88,45,51,15,27,21,27,9,All
Kristin Combs,,,,,,,,5,31,6,59,2,6,6,44,29,All
David Oh,,,,,,,,,7,72,12,69,72,69,25,13,All
Terry Tracy,,,,,,,,,,1,28,59,58,53,3,3,All
Andrew C Stober,,,,,,,,,,,1,5,3,2,27,20,All
Daniel Tinney,,,,,,,,,,,,8,50,53,3,2,All
Al Taubenberger,,,,,,,,,,,,,1,56,2,1,All
Dennis M O Brien,,,,,,,,,,,,,,2,3,0,All
Sheila E Armstrong,,,,,,,,,,,,,,,2,23,All
John Staggs,,,,,,,,,,,,,,,,4,All
Total,"3,128",101,"2,706","2,693","2,592","2,463","2,369",270,255,133,123,104,102,99,82,52,All
,District Council 8th District,,Council At Large,,,,,,,,,,,,,,1
,Cindy Bass,Michael Galganski,Blondell Reynolds Brown,Derek S Green,William K Greenlee,Allan Domb,Helen Gym,Kristin Combs,David Oh,Dennis M O Brien,Al Taubenberger,Andrew C Stober,Daniel Tinney,Sheila E Armstrong,Terry Tracy,John Staggs,1
Cindy Bass,7,0,124,122,111,110,108,7,2,2,1,0,0,0,0,0,1
Michael Galganski,,0,0,2,1,2,0,0,2,1,0,1,0,1,0,0,1
Blondell Reynolds Brown,,,1,114,112,109,109,5,1,1,0,0,0,0,0,0,1
Derek S Green,,,,1,110,111,108,4,3,3,1,1,0,1,0,0,1
William K Greenlee,,,,,0,106,106,2,2,2,0,0,0,0,0,0,1
Allan Domb,,,,,,2,104,3,3,2,0,1,0,1,0,0,1
Helen Gym,,,,,,,2,3,2,1,1,0,0,0,0,0,1
Kristin Combs,,,,,,,,2,0,0,0,0,0,0,0,0,1
David Oh,,,,,,,,,0,3,2,1,1,1,1,0,1
Dennis M O Brien,,,,,,,,,,0,2,0,1,0,1,0,1
Al Taubenberger,,,,,,,,,,,0,0,1,0,1,0,1
Andrew C Stober,,,,,,,,,,,,0,0,1,0,0,1
Daniel Tinney,,,,,,,,,,,,,0,0,1,0,1
Sheila E Armstrong,,,,,,,,,,,,,,0,0,0,1
Terry Tracy,,,,,,,,,,,,,,,0,0,1
John Staggs,,,,,,,,,,,,,,,,0,1
Total,146,2,130,128,116,115,114,10,5,4,2,1,1,1,1,0,1
,District Council 8th District,,Council At Large,,,,,,,,,,,,,,2
,Cindy Bass,Michael Galganski,Blondell Reynolds Brown,William K Greenlee,Derek S Green,Helen Gym,Allan Domb,Kristin Combs,David Oh,Daniel Tinney,Dennis M O Brien,Terry Tracy,Al Taubenberger,Andrew C Stober,John Staggs,Sheila E Armstrong,2
Cindy Bass,4,0,121,112,112,110,97,16,2,1,1,1,0,0,0,0,2
Michael Galganski,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Blondell Reynolds Brown,,,3,114,112,115,95,17,1,1,1,1,0,0,0,0,2
