col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,District Council 7th District,Council At Large,,,,,,,,,,,,,,All
,Maria Quinones Sanchez,Derek S Green,Allan Domb,William K Greenlee,Blondell Reynolds Brown,Helen Gym,David Oh,Dennis M O Brien,Al Taubenberger,Terry Tracy,Daniel Tinney,Andrew C Stober,Kristin Combs,Sheila E Armstrong,John Staggs,All
Maria Quinones Sanchez,3,82,83,76,74,71,11,11,7,9,4,2,3,3,2,All
Derek S Green,,1,73,72,68,67,4,4,0,4,1,1,0,0,0,All
Allan Domb,,,0,72,68,67,5,4,4,4,2,0,0,0,0,All
William K Greenlee,,,,1,68,66,4,3,2,3,1,0,0,0,0,All
Blondell Reynolds Brown,,,,,1,64,1,1,0,2,0,0,0,0,0,All
Helen Gym,,,,,,2,4,4,2,2,2,0,0,0,0,All
David Oh,,,,,,,1,24,21,23,20,1,1,1,1,All
Dennis M O Brien,,,,,,,,0,22,21,19,0,0,0,0,All
Al Taubenberger,,,,,,,,,0,20,21,1,1,1,1,All
Terry Tracy,,,,,,,,,,1,19,0,0,0,0,All
Daniel Tinney,,,,,,,,,,,0,0,0,0,0,All
Andrew C Stober,,,,,,,,,,,,0,2,2,2,All
Kristin Combs,,,,,,,,,,,,,0,3,2,All
Sheila E Armstrong,,,,,,,,,,,,,,0,2,All
John Staggs,,,,,,,,,,,,,,,0,All
Total,119,88,87,83,78,78,30,29,26,26,22,3,3,3,2,All
,District Council 7th District,Council At Large,,,,,,,,,,,,,,14
,Maria Quinones Sanchez,Derek S Green,Allan Domb,Blondell Reynolds Brown,William K Greenlee,Helen Gym,David Oh,Dennis M O Brien,Al Taubenberger,Terry Tracy,Daniel Tinney,Andrew C Stober,John Staggs,Kristin Combs,Sheila E Armstrong,14
Maria Quinones Sanchez,0,23,22,20,20,18,4,3,2,2,1,2,2,2,2,14
Derek S Green,,1,21,19,19,18,3,2,0,2,1,0,0,0,0,14
Allan Domb,,,0,19,18,17,2,1,0,1,1,0,0,0,0,14
Blondell Reynolds Brown,,,,1,17,17,0,0,0,0,0,0,0,0,0,14
William K Greenlee,,,,,1,17,2,1,0,1,0,0,0,0,0,14
Helen Gym,,,,,,1,2,1,1,1,1,0,0,0,0,14
David Oh,,,,,,,0,4,3,4,4,1,1,1,1,14
Dennis M O Brien,,,,,,,,0,4,2,3,0,0,0,0,14
Al Taubenberger,,,,,,,,,0,2,3,1,1,1,1,14
Terry Tracy,,,,,,,,,,1,3,0,0,0,0,14
Daniel Tinney,,,,,,,,,,,0,0,0,0,0,14
Andrew C Stober,,,,,,,,,,,,0,2,2,2,14
John Staggs,,,,,,,,,,,,,0,2,2,14
Kristin Combs,,,,,,,,,,,,,,0,2,14
Sheila E Armstrong,,,,,,,,,,,,,,,0,14
Total,29,24,22,21,21,20,7,6,5,5,4,2,2,2,2,14
,District Council 7th District,Council At Large,,,,,,,,,,,,,,15
,Maria Quinones Sanchez,Allan Domb,William K Greenlee,Blondell Reynolds Brown,Derek S Green,Helen Gym,Al Taubenberger,David Oh,Dennis M O Brien,Terry Tracy,Daniel Tinney,Andrew C Stober,John Staggs,Kristin Combs,Sheila E Armstrong,15
Maria Quinones Sanchez,1,18,14,15,13,12,3,3,3,3,1,0,0,0,0,15
Allan Domb,,0,15,12,12,10,3,2,2,2,0,0,0,0,0,15
William K Greenlee,,,0,12,13,10,1,0,0,0,0,0,0,0,0,15
Blondell Reynolds Brown,,,,0,11,11,0,0,0,0,0,0,0,0,0,15
Derek S Green,,,,,0,10,0,0,0,0,0,0,0,0,0,15
Helen Gym,,,,,,1,0,0,0,0,0,0,0,0,0,15
Al Taubenberger,,,,,,,0,8,8,8,6,0,0,0,0,15
David Oh,,,,,,,,0,8,8,6,0,0,0,0,15
Dennis M O Brien,,,,,,,,,0,8,6,0,0,0,0,15
Terry Tracy,,,,,,,,,,0,6,0,0,0,0,15
Daniel Tinney,,,,,,,,,,,0,0,0,0,0,15
Andrew C Stober,,,,,,,,,,,,0,0,0,0,15
John Staggs,,,,,,,,,,,,,0,0,0,15
Kristin Combs,,,,,,,,,,,,,,0,0,15
Sheila E Armstrong,,,,,,,,,,,,,,,0,15
Total,25,19,16,15,14,13,9,8,8,8,6,0,0,0,0,15
,District Council 7th District,Council At Large,,,,,,,,,,,,,,19
,Maria Quinones Sanchez,Derek S Green,Helen Gym,Allan Domb,William K Greenlee,Blondell Reynolds Brown,David Oh,Dennis M O Brien,Terry Tracy,Al Taubenberger,Daniel Tinney,Kristin Combs,Sheila E Armstrong,Andrew C Stober,John Staggs,19
Maria Quinones Sanchez,1,22,21,21,20,20,4,4,4,2,2,1,1,0,0,19
Derek S Green,,0,20,19,20,20,1,2,2,0,0,0,0,0,0,19
Helen Gym,,,0,21,20,18,2,3,1,1,1,0,0,0,0,19
Allan Domb,,,,0,19,19,1,1,1,1,1,0,0,0,0,19
William K Greenlee,,,,,0,20,2,2,2,1,1,0,0,0,0,19
Blondell Reynolds Brown,,,,,,0,1,1,2,0,0,0,0,0,0,19
David Oh,,,,,,,1,10,9,8,8,0,0,0,0,19
Dennis M O Brien,,,,,,,,0,9,8,8,0,0,0,0,19
Terry Tracy,,,,,,,,,0,8,8,0,0,0,0,19
Al Taubenberger,,,,,,,,,,0,10,0,0,0,0,19
Daniel Tinney,,,,,,,,,,,0,0,0,0,0,19
Kristin Combs,,,,,,,,,,,,0,1,0,0,19
Sheila E Armstrong,,,,,,,,,,,,,0,0,0,19
Andrew C Stober,,,,,,,,,,,,,,0,0,19
John Staggs,,,,,,,,,,,,,,,0,19
Total,35,25,25,24,24,23,13,12,11,10,10,1,1,0,0,19
,District Council 7th District,Council At Large,,,,,,,,,,,,,,20
