col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Judge Of The Superior Court,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,All
,Alice Beck Dubow,Emil Giordano,Ken Powell,Tracy B Roman,Mia Roberts Perez,Kai Scott,Abbe Fletman,Lyris Younge,Stephanie M Sawyer,Daine Grey Jr,Michael Fanning,Chris Mallios,Scott Diclaudio,Rainy Papademetriou,Vincent Furlong,All
Alice Beck Dubow,95,0,"2,076","2,041","2,005","1,985","1,902","1,910","1,702","1,662","1,647","1,639","1,591","1,610",167,All
Emil Giordano,,36,98,100,95,93,93,80,111,93,109,100,107,87,435,All
Ken Powell,,,52,"1,995","1,969","1,973","1,938","1,937","1,724","1,703","1,709","1,695","1,657","1,646",211,All
Tracy B Roman,,,,38,"1,993","1,971","1,956","1,953","1,738","1,705","1,702","1,700","1,667","1,657",225,All
Mia Roberts Perez,,,,,29,"1,960","1,931","1,926","1,735","1,702","1,681","1,684","1,638","1,644",202,All
Kai Scott,,,,,,14,"1,939","1,927","1,723","1,687","1,682","1,690","1,641","1,644",203,All
Abbe Fletman,,,,,,,2,"1,902","1,690","1,672","1,661","1,658","1,628","1,625",190,All
Lyris Younge,,,,,,,,9,"1,673","1,666","1,656","1,657","1,631","1,625",175,All
Stephanie M Sawyer,,,,,,,,,4,"1,723","1,705","1,706","1,661","1,665",227,All
Daine Grey Jr,,,,,,,,,,6,"1,691","1,687","1,644","1,644",205,All
Michael Fanning,,,,,,,,,,,2,"1,686","1,662","1,644",219,All
Chris Mallios,,,,,,,,,,,,5,"1,655","1,645",199,All
Scott Diclaudio,,,,,,,,,,,,,5,"1,614",188,All
Rainy Papademetriou,,,,,,,,,,,,,,0,169,All
Vincent Furlong,,,,,,,,,,,,,,,20,All
Total,"2,572",517,"2,281","2,243","2,192","2,146","2,040","2,040","1,861","1,794","1,790","1,779","1,728","1,721",635,All
,Judge Of The Superior Court,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,1
,Alice Beck Dubow,Emil Giordano,Ken Powell,Tracy B Roman,Abbe Fletman,Kai Scott,Lyris Younge,Mia Roberts Perez,Stephanie M Sawyer,Daine Grey Jr,Michael Fanning,Scott Diclaudio,Rainy Papademetriou,Chris Mallios,Vincent Furlong,1
Alice Beck Dubow,4,0,63,62,60,59,57,56,49,47,47,46,47,44,7,1
Emil Giordano,,6,12,12,8,7,8,7,14,10,10,11,9,10,28,1
Ken Powell,,,3,65,63,63,62,58,55,53,54,53,50,52,14,1
Tracy B Roman,,,,0,62,60,63,60,57,55,53,54,52,51,16,1
Abbe Fletman,,,,,0,60,60,58,53,51,51,51,48,50,10,1
Kai Scott,,,,,,1,61,58,53,50,53,51,50,51,11,1
Lyris Younge,,,,,,,0,58,54,51,51,52,50,50,12,1
Mia Roberts Perez,,,,,,,,1,54,53,51,50,51,50,11,1
Stephanie M Sawyer,,,,,,,,,0,56,55,54,55,55,17,1
Daine Grey Jr,,,,,,,,,,0,52,51,51,51,12,1
Michael Fanning,,,,,,,,,,,0,54,51,54,13,1
Scott Diclaudio,,,,,,,,,,,,0,51,53,12,1
Rainy Papademetriou,,,,,,,,,,,,,0,50,10,1
Chris Mallios,,,,,,,,,,,,,,0,13,1
Vincent Furlong,,,,,,,,,,,,,,,1,1
Total,81,41,79,75,69,68,66,65,64,58,58,58,57,55,36,1
