col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Register Of Wills,,Council At Large,,,,,,,,,,,,,,All
,Ronald R Donatucci,Ross Feinberg,Blondell Reynolds Brown,Derek S Green,William K Greenlee,Allan Domb,Helen Gym,David Oh,Terry Tracy,Dennis M O Brien,Daniel Tinney,Al Taubenberger,Sheila E Armstrong,Andrew C Stober,Kristin Combs,John Staggs,All
Ronald R Donatucci,36,0,"1,586","1,543","1,512","1,482","1,478",49,16,11,11,12,10,3,2,1,All
Ross Feinberg,,3,17,14,11,11,11,32,28,27,28,26,2,0,1,1,All
Blondell Reynolds Brown,,,69,"1,514","1,523","1,490","1,481",56,17,10,9,13,9,2,4,2,All
Derek S Green,,,,32,"1,494","1,474","1,463",38,13,6,7,9,6,1,4,2,All
William K Greenlee,,,,,21,"1,484","1,463",43,10,12,10,8,6,1,2,0,All
Allan Domb,,,,,,31,"1,459",30,4,8,9,12,7,3,3,0,All
Helen Gym,,,,,,,22,37,13,6,6,8,7,6,3,3,All
David Oh,,,,,,,,6,33,30,28,31,3,1,1,2,All
Terry Tracy,,,,,,,,,2,24,22,24,4,0,1,2,All
Dennis M O Brien,,,,,,,,,,2,22,22,0,0,0,0,All
Daniel Tinney,,,,,,,,,,,2,24,0,0,0,0,All
Al Taubenberger,,,,,,,,,,,,1,2,1,0,1,All
Sheila E Armstrong,,,,,,,,,,,,,1,4,1,1,All
Andrew C Stober,,,,,,,,,,,,,,0,1,0,All
Kristin Combs,,,,,,,,,,,,,,,0,0,All
John Staggs,,,,,,,,,,,,,,,,1,All
Total,"1,789",55,"1,758","1,661","1,620","1,586","1,567",105,51,45,42,41,18,9,6,5,All
,Register Of Wills,,Council At Large,,,,,,,,,,,,,,1
,Ronald R Donatucci,Ross Feinberg,Blondell Reynolds Brown,Derek S Green,Helen Gym,Allan Domb,William K Greenlee,David Oh,Al Taubenberger,Dennis M O Brien,Terry Tracy,John Staggs,Sheila E Armstrong,Andrew C Stober,Daniel Tinney,Kristin Combs,1
Ronald R Donatucci,3,0,45,41,41,39,42,2,1,1,1,0,1,0,0,0,1
Ross Feinberg,,0,1,2,2,2,0,1,2,1,2,1,0,0,0,0,1
Blondell Reynolds Brown,,,2,42,43,39,40,2,0,0,2,2,1,1,0,0,1
Derek S Green,,,,0,44,41,39,2,1,1,2,2,1,1,0,0,1
Helen Gym,,,,,1,41,40,2,1,0,3,2,0,0,0,0,1
Allan Domb,,,,,,3,39,2,2,1,1,0,0,0,0,0,1
