col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Mayor,,,,,Judge Of The Superior Court,,All
,Jim Kenney,Melissa Murray Bailey,James Foster,Osborne Hart,Boris Kindij,Alice Beck Dubow,Emil Giordano,All
Jim Kenney,"35,762",0,0,0,0,"159,013","6,473",All
Melissa Murray Bailey,,"4,761",0,0,0,"7,344","19,028",All
James Foster,,,323,0,0,977,378,All
Osborne Hart,,,,169,0,993,51,All
Boris Kindij,,,,,59,197,64,All
Alice Beck Dubow,,,,,,"6,219",0,All
Emil Giordano,,,,,,,"1,032",All
Total,"201,248","31,133","1,678","1,213",320,"174,743","27,026",All
