col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Judge Of The Superior Court,,Council At Large,,,,,,,,,,,,,,1
,Alice Beck Dubow,Emil Giordano,Blondell Reynolds Brown,William K Greenlee,Derek S Green,Helen Gym,Allan Domb,David Oh,Dennis M O Brien,Terry Tracy,Al Taubenberger,Andrew C Stober,Daniel Tinney,John Staggs,Kristin Combs,Sheila E Armstrong,1
Alice Beck Dubow,1,0,39,36,34,34,33,4,1,1,0,0,0,0,0,0,1
Emil Giordano,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blondell Reynolds Brown,,,2,36,34,36,33,4,1,1,0,0,0,0,0,0,1
William K Greenlee,,,,0,34,34,31,2,1,1,0,0,0,0,0,0,1
Derek S Green,,,,,0,34,32,2,0,0,0,0,0,0,0,0,1
Helen Gym,,,,,,0,33,3,1,1,0,0,0,0,0,0,1
Allan Domb,,,,,,,0,1,0,0,0,0,0,0,0,0,1
David Oh,,,,,,,,0,0,0,0,0,0,0,0,0,1
Dennis M O Brien,,,,,,,,,0,1,0,0,0,0,0,0,1
Terry Tracy,,,,,,,,,,0,0,0,0,0,0,0,1
Al Taubenberger,,,,,,,,,,,0,0,0,0,0,0,1
Andrew C Stober,,,,,,,,,,,,0,0,0,0,0,1
Daniel Tinney,,,,,,,,,,,,,0,0,0,0,1
John Staggs,,,,,,,,,,,,,,0,0,0,1
Kristin Combs,,,,,,,,,,,,,,,0,0,1
Sheila E Armstrong,,,,,,,,,,,,,,,,0,1
Total,46,0,44,39,36,36,34,5,1,1,0,0,0,0,0,0,1
,Judge Of The Superior Court,,Council At Large,,,,,,,,,,,,,,2
,Alice Beck Dubow,Emil Giordano,Blondell Reynolds Brown,William K Greenlee,Allan Domb,Helen Gym,Derek S Green,David Oh,Al Taubenberger,Andrew C Stober,Daniel Tinney,Dennis M O Brien,Terry Tracy,John Staggs,Kristin Combs,Sheila E Armstrong,2
Alice Beck Dubow,2,0,55,55,52,52,52,1,0,1,0,0,0,0,0,0,2
Emil Giordano,,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,2
Blondell Reynolds Brown,,,1,56,54,53,52,2,0,0,0,0,0,0,0,0,2
William K Greenlee,,,,1,55,53,52,2,0,1,0,0,0,0,0,0,2
Allan Domb,,,,,0,52,51,2,0,1,0,0,0,0,0,0,2
Helen Gym,,,,,,0,49,0,0,1,0,0,0,0,0,0,2
Derek S Green,,,,,,,0,1,0,0,0,0,0,0,0,0,2
David Oh,,,,,,,,0,1,0,1,1,1,0,0,0,2
Al Taubenberger,,,,,,,,,0,0,1,1,1,0,0,0,2
Andrew C Stober,,,,,,,,,,0,0,0,0,0,0,0,2
Daniel Tinney,,,,,,,,,,,0,1,1,0,0,0,2
Dennis M O Brien,,,,,,,,,,,,0,1,0,0,0,2
Terry Tracy,,,,,,,,,,,,,0,0,0,0,2
John Staggs,,,,,,,,,,,,,,0,0,0,2
Kristin Combs,,,,,,,,,,,,,,,0,0,2
Sheila E Armstrong,,,,,,,,,,,,,,,,0,2
Total,62,1,60,59,55,55,54,3,1,1,1,1,1,0,0,0,2
,Judge Of The Superior Court,,Council At Large,,,,,,,,,,,,,,3
,Alice Beck Dubow,Emil Giordano,Blondell Reynolds Brown,Derek S Green,William K Greenlee,Allan Domb,Helen Gym,David Oh,Al Taubenberger,Daniel Tinney,Dennis M O Brien,Kristin Combs,Terry Tracy,Andrew C Stober,John Staggs,Sheila E Armstrong,3
Alice Beck Dubow,2,0,69,64,64,61,60,3,1,1,0,1,0,0,0,0,3
Emil Giordano,,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,3
Blondell Reynolds Brown,,,0,62,65,61,60,2,0,1,0,0,0,0,0,0,3
Derek S Green,,,,2,62,62,59,2,1,0,0,1,0,0,0,0,3
William K Greenlee,,,,,0,60,59,3,1,1,0,1,0,0,0,0,3
Allan Domb,,,,,,1,57,0,0,0,0,0,0,0,0,0,3
Helen Gym,,,,,,,1,2,0,1,0,0,0,0,0,0,3
David Oh,,,,,,,,2,2,2,1,1,1,0,0,0,3
Al Taubenberger,,,,,,,,,0,1,1,1,1,0,0,0,3
Daniel Tinney,,,,,,,,,,0,1,0,1,0,0,0,3
Dennis M O Brien,,,,,,,,,,,0,0,1,0,0,0,3
Kristin Combs,,,,,,,,,,,,0,0,0,0,0,3
Terry Tracy,,,,,,,,,,,,,0,0,0,0,3
Andrew C Stober,,,,,,,,,,,,,,0,0,0,3
John Staggs,,,,,,,,,,,,,,,0,0,3
Sheila E Armstrong,,,,,,,,,,,,,,,,0,3
Total,78,2,72,70,68,66,63,6,2,2,1,1,1,0,0,0,3
,Judge Of The Superior Court,,Council At Large,,,,,,,,,,,,,,4
,Alice Beck Dubow,Emil Giordano,Blondell Reynolds Brown,Derek S Green,William K Greenlee,Helen Gym,Allan Domb,David Oh,Terry Tracy,Al Taubenberger,Daniel Tinney,Dennis M O Brien,Andrew C Stober,Kristin Combs,Sheila E Armstrong,John Staggs,4
Alice Beck Dubow,6,0,66,67,66,63,61,6,2,1,1,0,2,1,1,0,4
Emil Giordano,,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,4
Blondell Reynolds Brown,,,5,61,61,60,60,6,2,1,1,0,1,0,1,0,4
Derek S Green,,,,1,61,60,57,4,2,1,0,0,2,1,0,0,4
William K Greenlee,,,,,0,60,59,3,0,0,0,0,2,1,0,0,4
Helen Gym,,,,,,0,57,4,1,0,1,0,2,1,1,0,4
Allan Domb,,,,,,,1,2,0,0,0,0,0,0,0,0,4
David Oh,,,,,,,,1,4,3,3,2,0,0,1,0,4
Terry Tracy,,,,,,,,,0,3,2,2,0,0,0,0,4
Al Taubenberger,,,,,,,,,,0,2,2,0,0,0,0,4
Daniel Tinney,,,,,,,,,,,0,2,0,0,1,0,4
Dennis M O Brien,,,,,,,,,,,,1,0,0,0,0,4
Andrew C Stober,,,,,,,,,,,,,0,1,0,0,4
Kristin Combs,,,,,,,,,,,,,,0,0,0,4
Sheila E Armstrong,,,,,,,,,,,,,,,0,0,4
John Staggs,,,,,,,,,,,,,,,,0,4
Total,85,2,73,69,68,65,64,9,4,3,3,3,2,1,1,0,4
,Judge Of The Superior Court,,Council At Large,,,,,,,,,,,,,,5
,Alice Beck Dubow,Emil Giordano,William K Greenlee,Blondell Reynolds Brown,Derek S Green,Helen Gym,Allan Domb,David Oh,Kristin Combs,Terry Tracy,Dennis M O Brien,John Staggs,Sheila E Armstrong,Al Taubenberger,Andrew C Stober,Daniel Tinney,5
Alice Beck Dubow,0,0,16,16,15,16,15,3,3,1,1,1,1,0,0,0,5
Emil Giordano,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
William K Greenlee,,,1,16,14,14,15,2,2,0,0,0,0,0,0,0,5
Blondell Reynolds Brown,,,,0,13,15,15,1,3,0,0,1,1,0,0,0,5
Derek S Green,,,,,0,12,13,2,0,1,0,0,0,0,0,0,5
Helen Gym,,,,,,0,14,1,3,1,1,1,1,0,0,0,5
Allan Domb,,,,,,,0,1,2,0,0,0,0,0,0,0,5
David Oh,,,,,,,,0,0,1,1,0,0,0,0,0,5
Kristin Combs,,,,,,,,,0,0,0,1,1,0,0,0,5
Terry Tracy,,,,,,,,,,0,1,0,0,0,0,0,5
Dennis M O Brien,,,,,,,,,,,0,0,0,0,0,0,5
John Staggs,,,,,,,,,,,,0,1,0,0,0,5
Sheila E Armstrong,,,,,,,,,,,,,0,0,0,0,5
Al Taubenberger,,,,,,,,,,,,,,0,0,0,5
Andrew C Stober,,,,,,,,,,,,,,,0,0,5
Daniel Tinney,,,,,,,,,,,,,,,,0,5
Total,19,0,18,17,16,16,15,3,3,2,1,1,1,0,0,0,5
,Judge Of The Superior Court,,Council At Large,,,,,,,,,,,,,,6
,Alice Beck Dubow,Emil Giordano,Derek S Green,Blondell Reynolds Brown,Allan Domb,William K Greenlee,Helen Gym,David Oh,Kristin Combs,Terry Tracy,Daniel Tinney,Sheila E Armstrong,Al Taubenberger,Andrew C Stober,Dennis M O Brien,John Staggs,6
Alice Beck Dubow,1,0,36,35,35,36,34,2,2,2,1,1,0,0,0,0,6
Emil Giordano,,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6
Derek S Green,,,2,35,34,34,32,1,1,0,0,0,0,0,0,0,6
Blondell Reynolds Brown,,,,2,34,36,30,2,1,1,1,0,0,0,0,0,6
Allan Domb,,,,,1,35,33,1,1,1,1,0,0,0,0,0,6
William K Greenlee,,,,,,0,31,1,1,1,1,0,0,0,0,0,6
Helen Gym,,,,,,,0,0,1,1,0,1,0,0,0,0,6
David Oh,,,,,,,,0,0,0,0,0,0,0,0,0,6
Kristin Combs,,,,,,,,,0,1,0,1,0,0,0,0,6
Terry Tracy,,,,,,,,,,0,1,1,0,0,0,0,6
Daniel Tinney,,,,,,,,,,,0,0,0,0,0,0,6
Sheila E Armstrong,,,,,,,,,,,,0,0,0,0,0,6
Al Taubenberger,,,,,,,,,,,,,0,0,0,0,6
Andrew C Stober,,,,,,,,,,,,,,0,0,0,6
Dennis M O Brien,,,,,,,,,,,,,,,0,0,6
John Staggs,,,,,,,,,,,,,,,,0,6
Total,47,1,41,40,39,39,37,2,2,2,1,1,0,0,0,0,6
,Judge Of The Superior Court,,Council At Large,,,,,,,,,,,,,,7
,Alice Beck Dubow,Emil Giordano,Blondell Reynolds Brown,Derek S Green,Allan Domb,Helen Gym,William K Greenlee,Andrew C Stober,Kristin Combs,Sheila E Armstrong,David Oh,John Staggs,Terry Tracy,Dennis M O Brien,Al Taubenberger,Daniel Tinney,7
Alice Beck Dubow,1,0,36,36,33,35,33,5,5,4,1,2,1,1,0,0,7
Emil Giordano,,0,1,1,1,1,1,1,1,1,2,0,1,0,0,0,7
Blondell Reynolds Brown,,,3,35,35,35,35,1,3,1,2,1,0,1,0,0,7
Derek S Green,,,,0,35,33,35,2,1,0,2,1,1,1,0,0,7
Allan Domb,,,,,2,35,35,2,2,0,1,1,1,0,0,0,7
Helen Gym,,,,,,0,34,3,2,2,1,0,1,0,0,0,7
William K Greenlee,,,,,,,1,1,1,0,2,0,0,1,0,0,7
Andrew C Stober,,,,,,,,0,4,3,0,1,2,0,0,0,7
