col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,District Council 2nd District,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,All
,Kenyatta Johnson,Abbe Fletman,Kai Scott,Mia Roberts Perez,Ken Powell,Chris Mallios,Rainy Papademetriou,Stephanie M Sawyer,Tracy B Roman,Daine Grey Jr,Michael Fanning,Lyris Younge,Scott Diclaudio,Vincent Furlong,All
Kenyatta Johnson,186,"1,714","1,645","1,652","1,628","1,477","1,476","1,486","1,427","1,399","1,366","1,337","1,163",260,All
Abbe Fletman,,30,"1,847","1,796","1,777","1,681","1,648","1,608","1,475","1,535","1,507","1,418","1,227",211,All
Kai Scott,,,2,"1,800","1,790","1,638","1,610","1,594","1,475","1,550","1,518","1,432","1,229",207,All
Mia Roberts Perez,,,,10,"1,754","1,587","1,588","1,612","1,501","1,557","1,506","1,443","1,241",205,All
Ken Powell,,,,,18,"1,580","1,568","1,555","1,460","1,526","1,502","1,413","1,234",203,All
Chris Mallios,,,,,,5,"1,607","1,564","1,269","1,541","1,518","1,249","1,235",198,All
Rainy Papademetriou,,,,,,,8,"1,570","1,278","1,527","1,494","1,234","1,221",186,All
Stephanie M Sawyer,,,,,,,,3,"1,326","1,560","1,517","1,264","1,237",216,All
Tracy B Roman,,,,,,,,,11,"1,280","1,240","1,427","1,241",218,All
Daine Grey Jr,,,,,,,,,,1,"1,508","1,256","1,234",196,All
Michael Fanning,,,,,,,,,,,2,"1,220","1,216",186,All
Lyris Younge,,,,,,,,,,,,0,"1,207",166,All
Scott Diclaudio,,,,,,,,,,,,,2,189,All
Vincent Furlong,,,,,,,,,,,,,,221,All
Total,"2,226","2,112","1,967","1,963","1,949","1,788","1,783","1,749","1,642","1,635","1,598","1,500","1,311",565,All
,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,District Council 2nd District,1
,Abbe Fletman,Ken Powell,Kai Scott,Mia Roberts Perez,Stephanie M Sawyer,Rainy Papademetriou,Chris Mallios,Michael Fanning,Daine Grey Jr,Tracy B Roman,Lyris Younge,Scott Diclaudio,Vincent Furlong,Kenyatta Johnson,1
Abbe Fletman,0,137,139,136,133,131,129,128,127,82,77,71,12,113,1
Ken Powell,,1,135,134,128,125,128,125,124,77,76,70,10,109,1
Kai Scott,,,0,136,131,128,128,126,124,79,76,71,11,107,1
Mia Roberts Perez,,,,0,130,126,125,123,123,80,77,72,12,110,1
Stephanie M Sawyer,,,,,1,132,131,128,130,75,70,73,15,108,1
Rainy Papademetriou,,,,,,0,129,127,123,74,69,71,12,105,1
Chris Mallios,,,,,,,0,130,128,69,70,72,13,103,1
Michael Fanning,,,,,,,,1,124,69,68,71,11,102,1
Daine Grey Jr,,,,,,,,,0,69,69,70,13,100,1
Tracy B Roman,,,,,,,,,,0,75,70,11,76,1
Lyris Younge,,,,,,,,,,,0,69,8,70,1
Scott Diclaudio,,,,,,,,,,,,0,13,69,1
Vincent Furlong,,,,,,,,,,,,,12,14,1
Kenyatta Johnson,,,,,,,,,,,,,,7,1
Total,149,144,142,142,141,138,135,133,131,85,78,75,30,132,1
,District Council 2nd District,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,2
,Kenyatta Johnson,Abbe Fletman,Kai Scott,Mia Roberts Perez,Rainy Papademetriou,Ken Powell,Tracy B Roman,Chris Mallios,Stephanie M Sawyer,Lyris Younge,Daine Grey Jr,Michael Fanning,Scott Diclaudio,Vincent Furlong,2
Kenyatta Johnson,11,119,109,106,106,104,93,91,94,85,83,80,75,15,2
Abbe Fletman,,0,124,118,113,117,94,105,101,89,87,86,74,11,2
Kai Scott,,,0,120,109,117,92,106,98,92,89,89,73,12,2
Mia Roberts Perez,,,,0,106,112,95,100,101,93,91,90,75,12,2
Rainy Papademetriou,,,,,0,105,82,108,100,78,92,89,78,11,2
Ken Powell,,,,,,1,92,99,95,89,87,90,77,12,2
Tracy B Roman,,,,,,,3,74,82,89,76,76,77,16,2
Chris Mallios,,,,,,,,1,92,76,88,88,75,9,2
Stephanie M Sawyer,,,,,,,,,0,77,91,89,79,14,2
Lyris Younge,,,,,,,,,,0,75,74,72,7,2
Daine Grey Jr,,,,,,,,,,,0,88,76,8,2
Michael Fanning,,,,,,,,,,,,0,76,9,2
Scott Diclaudio,,,,,,,,,,,,,0,12,2
Vincent Furlong,,,,,,,,,,,,,,17,2
Total,159,147,135,131,130,128,114,113,112,96,95,94,83,39,2
,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,District Council 2nd District,3
,Abbe Fletman,Kai Scott,Chris Mallios,Mia Roberts Perez,Rainy Papademetriou,Ken Powell,Stephanie M Sawyer,Daine Grey Jr,Michael Fanning,Tracy B Roman,Lyris Younge,Scott Diclaudio,Vincent Furlong,Kenyatta Johnson,3
Abbe Fletman,5,164,160,161,158,152,147,145,133,128,119,102,17,158,3
Kai Scott,,0,152,157,148,151,142,141,129,120,117,99,13,144,3
Chris Mallios,,,0,147,150,139,141,143,131,112,108,101,13,141,3
Mia Roberts Perez,,,,1,147,147,144,144,129,121,118,101,14,145,3
Rainy Papademetriou,,,,,0,137,143,141,129,115,108,99,13,139,3
Ken Powell,,,,,,2,133,133,126,118,113,98,12,136,3
Stephanie M Sawyer,,,,,,,0,144,134,112,110,101,14,137,3
Daine Grey Jr,,,,,,,,1,132,111,109,101,14,134,3
Michael Fanning,,,,,,,,,0,107,107,99,10,123,3
Tracy B Roman,,,,,,,,,,1,113,101,15,119,3
Lyris Younge,,,,,,,,,,,0,100,10,111,3
Scott Diclaudio,,,,,,,,,,,,0,8,94,3
Vincent Furlong,,,,,,,,,,,,,14,23,3
Kenyatta Johnson,,,,,,,,,,,,,,9,3
Total,195,168,166,166,163,157,154,150,136,133,121,102,40,189,3
,District Council 2nd District,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,4
,Kenyatta Johnson,Abbe Fletman,Tracy B Roman,Mia Roberts Perez,Kai Scott,Ken Powell,Rainy Papademetriou,Chris Mallios,Lyris Younge,Stephanie M Sawyer,Daine Grey Jr,Michael Fanning,Scott Diclaudio,Vincent Furlong,4
Kenyatta Johnson,7,113,117,113,111,108,101,99,103,96,96,87,86,21,4
Abbe Fletman,,2,113,118,116,110,109,111,105,100,100,91,90,11,4
Tracy B Roman,,,4,113,106,106,99,97,107,100,96,87,93,16,4
Mia Roberts Perez,,,,0,113,113,105,104,109,100,102,91,91,12,4
Kai Scott,,,,,0,109,100,102,104,93,96,88,88,8,4
Ken Powell,,,,,,0,100,99,104,91,94,86,87,7,4
Rainy Papademetriou,,,,,,,1,110,93,100,100,94,91,13,4
Chris Mallios,,,,,,,,1,92,100,103,94,92,14,4
Lyris Younge,,,,,,,,,0,90,93,85,92,12,4
Stephanie M Sawyer,,,,,,,,,,0,101,92,91,14,4
Daine Grey Jr,,,,,,,,,,,0,93,93,14,4
Michael Fanning,,,,,,,,,,,,1,86,11,4
Scott Diclaudio,,,,,,,,,,,,,0,12,4
Vincent Furlong,,,,,,,,,,,,,,14,4
Total,147,133,133,127,123,119,119,118,111,109,107,97,94,42,4
,District Council 2nd District,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,5
,Kenyatta Johnson,Kai Scott,Mia Roberts Perez,Ken Powell,Stephanie M Sawyer,Chris Mallios,Rainy Papademetriou,Tracy B Roman,Abbe Fletman,Daine Grey Jr,Michael Fanning,Lyris Younge,Scott Diclaudio,Vincent Furlong,5
Kenyatta Johnson,15,112,113,111,107,105,102,105,93,99,99,99,91,29,5
Kai Scott,,1,114,114,104,106,100,105,95,103,102,100,92,22,5
Mia Roberts Perez,,,0,111,105,103,100,106,91,101,98,99,90,19,5
Ken Powell,,,,1,103,102,96,104,90,102,101,99,92,21,5
Stephanie M Sawyer,,,,,0,105,102,98,85,104,101,93,92,21,5
Chris Mallios,,,,,,0,101,94,89,101,101,92,94,21,5
Rainy Papademetriou,,,,,,,2,90,82,99,95,86,88,16,5
Tracy B Roman,,,,,,,,0,82,94,92,100,91,21,5
Abbe Fletman,,,,,,,,,5,82,81,79,72,14,5
Daine Grey Jr,,,,,,,,,,0,100,90,93,21,5
Michael Fanning,,,,,,,,,,,0,91,91,19,5
Lyris Younge,,,,,,,,,,,,0,88,18,5
Scott Diclaudio,,,,,,,,,,,,,0,20,5
Vincent Furlong,,,,,,,,,,,,,,18,5
Total,154,122,122,121,115,114,113,111,109,107,105,103,96,51,5
,District Council 2nd District,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,6
,Kenyatta Johnson,Abbe Fletman,Kai Scott,Ken Powell,Mia Roberts Perez,Chris Mallios,Rainy Papademetriou,Stephanie M Sawyer,Tracy B Roman,Michael Fanning,Daine Grey Jr,Lyris Younge,Scott Diclaudio,Vincent Furlong,6
Kenyatta Johnson,12,135,122,117,119,109,104,101,106,97,98,97,85,21,6
Abbe Fletman,,4,135,124,125,124,113,112,107,108,105,102,90,19,6
Kai Scott,,,0,123,125,119,111,109,103,107,105,101,89,19,6
Ken Powell,,,,0,119,110,106,103,103,102,100,99,87,17,6
Mia Roberts Perez,,,,,0,114,104,108,106,106,105,102,88,17,6
Chris Mallios,,,,,,0,107,105,93,103,101,89,87,17,6
Rainy Papademetriou,,,,,,,1,100,88,100,100,86,88,15,6
Stephanie M Sawyer,,,,,,,,0,93,102,103,94,88,18,6
Tracy B Roman,,,,,,,,,0,91,92,101,85,14,6
Michael Fanning,,,,,,,,,,0,102,89,88,17,6
Daine Grey Jr,,,,,,,,,,,0,90,88,16,6
