col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Mayor,,,,,Judge Of The Commonwealth Court,,All
,Jim Kenney,Melissa Murray Bailey,James Foster,Osborne Hart,Boris Kindij,Michael Wojcik,Paul Lalley,All
Jim Kenney,361,0,0,0,0,"1,346",6,All
Melissa Murray Bailey,,17,0,0,0,32,44,All
James Foster,,,1,0,0,5,4,All
Osborne Hart,,,,2,0,1,0,All
Boris Kindij,,,,,0,0,0,All
Michael Wojcik,,,,,,73,0,All
Paul Lalley,,,,,,,8,All
Total,"1,713",93,10,3,0,"1,457",62,All
,Mayor,,,,,Judge Of The Commonwealth Court,,1
,Jim Kenney,Melissa Murray Bailey,Osborne Hart,Boris Kindij,James Foster,Michael Wojcik,Paul Lalley,1
Jim Kenney,10,0,0,0,0,55,0,1
Melissa Murray Bailey,,1,0,0,0,0,0,1
Osborne Hart,,,1,0,0,0,0,1
Boris Kindij,,,,0,0,0,0,1
James Foster,,,,,0,0,0,1
Michael Wojcik,,,,,,3,0,1
Paul Lalley,,,,,,,0,1
Total,65,1,1,0,0,58,0,1
,Mayor,,,,,Judge Of The Commonwealth Court,,2
,Jim Kenney,Melissa Murray Bailey,James Foster,Boris Kindij,Osborne Hart,Michael Wojcik,Paul Lalley,2
Jim Kenney,26,0,0,0,0,103,1,2
Melissa Murray Bailey,,1,0,0,0,3,2,2
James Foster,,,0,0,0,2,0,2
Boris Kindij,,,,0,0,0,0,2
Osborne Hart,,,,,0,0,0,2
Michael Wojcik,,,,,,8,0,2
Paul Lalley,,,,,,,1,2
Total,130,6,2,0,0,116,4,2
,Mayor,,,,,Judge Of The Commonwealth Court,,3
,Jim Kenney,Melissa Murray Bailey,James Foster,Boris Kindij,Osborne Hart,Michael Wojcik,Paul Lalley,3
Jim Kenney,12,0,0,0,0,50,0,3
Melissa Murray Bailey,,2,0,0,0,0,6,3
James Foster,,,1,0,0,0,0,3
Boris Kindij,,,,0,0,0,0,3
Osborne Hart,,,,,0,0,0,3
Michael Wojcik,,,,,,1,0,3
Paul Lalley,,,,,,,0,3
Total,62,8,1,0,0,51,6,3
,Mayor,,,,,Judge Of The Commonwealth Court,,4
,Jim Kenney,Melissa Murray Bailey,Boris Kindij,James Foster,Osborne Hart,Michael Wojcik,Paul Lalley,4
Jim Kenney,15,0,0,0,0,52,0,4
Melissa Murray Bailey,,1,0,0,0,1,1,4
Boris Kindij,,,0,0,0,0,0,4
James Foster,,,,0,0,0,0,4
Osborne Hart,,,,,0,0,0,4
Michael Wojcik,,,,,,1,0,4
Paul Lalley,,,,,,,0,4
Total,67,3,0,0,0,54,1,4
,Mayor,,,,,Judge Of The Commonwealth Court,,5
,Jim Kenney,Melissa Murray Bailey,Osborne Hart,Boris Kindij,James Foster,Michael Wojcik,Paul Lalley,5
Jim Kenney,15,0,0,0,0,48,0,5
Melissa Murray Bailey,,1,0,0,0,2,0,5
Osborne Hart,,,1,0,0,0,0,5
Boris Kindij,,,,0,0,0,0,5
James Foster,,,,,0,0,0,5
Michael Wojcik,,,,,,2,0,5
Paul Lalley,,,,,,,0,5
Total,63,3,1,0,0,52,0,5
,Mayor,,,,,Judge Of The Commonwealth Court,,6
,Jim Kenney,Melissa Murray Bailey,Boris Kindij,James Foster,Osborne Hart,Michael Wojcik,Paul Lalley,6
Jim Kenney,16,0,0,0,0,36,0,6
Melissa Murray Bailey,,0,0,0,0,0,1,6
Boris Kindij,,,0,0,0,0,0,6
James Foster,,,,0,0,0,0,6
Osborne Hart,,,,,0,0,0,6
Michael Wojcik,,,,,,4,0,6
Paul Lalley,,,,,,,2,6
Total,52,1,0,0,0,40,3,6
,Mayor,,,,,Judge Of The Commonwealth Court,,7
,Jim Kenney,Melissa Murray Bailey,James Foster,Boris Kindij,Osborne Hart,Michael Wojcik,Paul Lalley,7
Jim Kenney,16,0,0,0,0,59,0,7
