col_1,col_2,col_3,col_4,col_5,col_6,division
,Judge Of The Municipal Court,,,Register Of Wills,,1
,Christine Hope,Sharon Williams Losier,Joffie C Pittman,Ronald R Donatucci,Ross Feinberg,1
Christine Hope,4,87,84,90,2,1
Sharon Williams Losier,,1,85,88,0,1
Joffie C Pittman,,,0,84,0,1
Ronald R Donatucci,,,,2,0,1
Ross Feinberg,,,,,0,1
Total,97,90,85,94,2,1
,Register Of Wills,,Judge Of The Municipal Court,,,2
,Ronald R Donatucci,Ross Feinberg,Christine Hope,Sharon Williams Losier,Joffie C Pittman,2
Ronald R Donatucci,4,0,157,156,151,2
Ross Feinberg,,2,2,2,1,2
Christine Hope,,,2,151,150,2
Sharon Williams Losier,,,,3,147,2
Joffie C Pittman,,,,,3,2
Total,177,4,165,164,159,2
,Register Of Wills,,Judge Of The Municipal Court,,,3
,Ronald R Donatucci,Ross Feinberg,Sharon Williams Losier,Christine Hope,Joffie C Pittman,3
Ronald R Donatucci,2,0,130,129,125,3
Ross Feinberg,,1,2,2,2,3
Sharon Williams Losier,,,4,127,125,3
Christine Hope,,,,2,126,3
Joffie C Pittman,,,,,2,3
Total,140,3,138,135,131,3
,Judge Of The Municipal Court,,,Register Of Wills,,4
,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Ronald R Donatucci,Ross Feinberg,4
Sharon Williams Losier,6,74,75,71,1,4
Christine Hope,,3,75,69,1,4
Joffie C Pittman,,,2,67,1,4
Ronald R Donatucci,,,,3,0,4
Ross Feinberg,,,,,0,4
Total,87,82,80,79,1,4
,Register Of Wills,,Judge Of The Municipal Court,,,5
,Ronald R Donatucci,Ross Feinberg,Sharon Williams Losier,Christine Hope,Joffie C Pittman,5
Ronald R Donatucci,3,0,69,62,59,5
Ross Feinberg,,0,0,2,0,5
Sharon Williams Losier,,,5,61,61,5
Christine Hope,,,,8,60,5
Joffie C Pittman,,,,,0,5
Total,79,2,78,77,64,5
,Register Of Wills,,Judge Of The Municipal Court,,,6
,Ronald R Donatucci,Ross Feinberg,Sharon Williams Losier,Christine Hope,Joffie C Pittman,6
Ronald R Donatucci,3,0,119,118,99,6
Ross Feinberg,,1,2,2,2,6
Sharon Williams Losier,,,7,113,102,6
Christine Hope,,,,3,100,6
Joffie C Pittman,,,,,2,6
Total,134,3,132,126,106,6
,Register Of Wills,,Judge Of The Municipal Court,,,7
,Ronald R Donatucci,Ross Feinberg,Christine Hope,Sharon Williams Losier,Joffie C Pittman,7
Ronald R Donatucci,11,0,125,119,117,7
Ross Feinberg,,1,4,2,2,7
Christine Hope,,,6,113,116,7
Sharon Williams Losier,,,,6,118,7
Joffie C Pittman,,,,,0,7
Total,147,5,137,130,122,7
,Register Of Wills,,Judge Of The Municipal Court,,,8
,Ronald R Donatucci,Ross Feinberg,Christine Hope,Sharon Williams Losier,Joffie C Pittman,8
Ronald R Donatucci,6,0,106,105,96,8
Ross Feinberg,,0,2,1,1,8
Christine Hope,,,5,100,97,8
Sharon Williams Losier,,,,6,97,8
Joffie C Pittman,,,,,5,8
Total,121,2,115,114,104,8
,Register Of Wills,,Judge Of The Municipal Court,,,9
,Ronald R Donatucci,Ross Feinberg,Christine Hope,Joffie C Pittman,Sharon Williams Losier,9
Ronald R Donatucci,10,0,130,129,127,9
Ross Feinberg,,5,7,6,7,9
Christine Hope,,,7,130,130,9
Joffie C Pittman,,,,2,134,9
Sharon Williams Losier,,,,,1,9
Total,155,15,150,145,143,9
,Judge Of The Municipal Court,,,Register Of Wills,,10
,Christine Hope,Sharon Williams Losier,Joffie C Pittman,Ronald R Donatucci,Ross Feinberg,10
Christine Hope,6,95,94,92,1,10
Sharon Williams Losier,,9,92,88,0,10
Joffie C Pittman,,,5,81,0,10
Ronald R Donatucci,,,,5,0,10
Ross Feinberg,,,,,0,10
Total,115,112,102,106,1,10
,Judge Of The Municipal Court,,,Register Of Wills,,11
,Christine Hope,Joffie C Pittman,Sharon Williams Losier,Ronald R Donatucci,Ross Feinberg,11
Christine Hope,3,88,90,87,50,11
