col_1,col_2,col_3,col_4,col_5,division
,District Council 2nd District,City Commissioners,,,1
,Kenyatta Johnson,Lisa M Deeley,Anthony Clark,Al Schmidt,1
Kenyatta Johnson,34,187,178,27,1
Lisa M Deeley,,6,172,25,1
Anthony Clark,,,2,7,1
Al Schmidt,,,,15,1
Total,252,221,202,52,1
,District Council 2nd District,City Commissioners,,,2
,Kenyatta Johnson,Anthony Clark,Lisa M Deeley,Al Schmidt,2
Kenyatta Johnson,24,105,93,16,2
Anthony Clark,,4,82,6,2
Lisa M Deeley,,,3,10,2
Al Schmidt,,,,10,2
Total,152,118,107,30,2
,District Council 2nd District,City Commissioners,,,3
,Kenyatta Johnson,Lisa M Deeley,Anthony Clark,Al Schmidt,3
Kenyatta Johnson,5,74,38,12,3
Lisa M Deeley,,5,34,10,3
Anthony Clark,,,1,2,3
Al Schmidt,,,,3,3
Total,89,84,43,18,3
,District Council 2nd District,City Commissioners,,,4
,Kenyatta Johnson,Lisa M Deeley,Anthony Clark,Al Schmidt,4
Kenyatta Johnson,8,47,46,9,4
Lisa M Deeley,,1,42,6,4
Anthony Clark,,,0,2,4
Al Schmidt,,,,5,4
Total,64,52,49,15,4
,District Council 2nd District,City Commissioners,,,5
,Kenyatta Johnson,Anthony Clark,Lisa M Deeley,Al Schmidt,5
Kenyatta Johnson,8,106,101,13,5
Anthony Clark,,1,94,6,5
Lisa M Deeley,,,4,7,5
Al Schmidt,,,,4,5
Total,127,112,111,18,5
,District Council 2nd District,City Commissioners,,,6
,Kenyatta Johnson,Lisa M Deeley,Anthony Clark,Al Schmidt,6
Kenyatta Johnson,16,161,153,22,6
Lisa M Deeley,,5,150,23,6
Anthony Clark,,,4,4,6
Al Schmidt,,,,9,6
Total,198,187,173,40,6
,District Council 2nd District,City Commissioners,,,7
,Kenyatta Johnson,Lisa M Deeley,Anthony Clark,Al Schmidt,7
Kenyatta Johnson,21,177,148,32,7
Lisa M Deeley,,12,143,26,7
Anthony Clark,,,5,7,7
Al Schmidt,,,,21,7
Total,229,214,171,64,7
,City Commissioners,,,District Council 2nd District,8
,Lisa M Deeley,Anthony Clark,Al Schmidt,Kenyatta Johnson,8
Lisa M Deeley,33,58,13,171,8
Anthony Clark,,1,4,58,8
Al Schmidt,,,12,13,8
Kenyatta Johnson,,,,12,8
Total,217,65,32,192,8
,District Council 2nd District,City Commissioners,,,9
,Kenyatta Johnson,Lisa M Deeley,Anthony Clark,Al Schmidt,9
Kenyatta Johnson,14,133,114,20,9
Lisa M Deeley,,9,100,13,9
Anthony Clark,,,5,12,9
Al Schmidt,,,,12,9
Total,175,159,133,39,9
,City Commissioners,,,District Council 2nd District,10
,Anthony Clark,Lisa M Deeley,Al Schmidt,Kenyatta Johnson,10
Anthony Clark,2,85,6,83,10
Lisa M Deeley,,1,2,77,10
Al Schmidt,,,8,9,10
Kenyatta Johnson,,,,5,10
Total,100,95,19,98,10
,District Council 2nd District,City Commissioners,,,11
,Kenyatta Johnson,Lisa M Deeley,Anthony Clark,Al Schmidt,11
Kenyatta Johnson,10,86,78,17,11
Lisa M Deeley,,5,65,22,11
Anthony Clark,,,3,5,11
Al Schmidt,,,,5,11
Total,116,106,89,33,11
,District Council 2nd District,City Commissioners,,,12
,Kenyatta Johnson,Lisa M Deeley,Anthony Clark,Al Schmidt,12
Kenyatta Johnson,18,94,94,11,12
Lisa M Deeley,,4,79,11,12
Anthony Clark,,,4,3,12
Al Schmidt,,,,8,12
Total,131,104,102,23,12
,District Council 2nd District,City Commissioners,,,13
,Kenyatta Johnson,Lisa M Deeley,Anthony Clark,Al Schmidt,13
Kenyatta Johnson,16,139,129,21,13
Lisa M Deeley,,7,117,16,13
Anthony Clark,,,3,5,13
Al Schmidt,,,,13,13
Total,181,160,145,35,13
,City Commissioners,,,District Council 2nd District,14
,Lisa M Deeley,Anthony Clark,Al Schmidt,Kenyatta Johnson,14
Lisa M Deeley,6,72,10,89,14
Anthony Clark,,3,3,71,14
Al Schmidt,,,9,6,14
Kenyatta Johnson,,,,7,14
Total,114,89,23,109,14
,District Council 2nd District,City Commissioners,,,15
,Kenyatta Johnson,Lisa M Deeley,Anthony Clark,Al Schmidt,15
Kenyatta Johnson,12,123,111,18,15
Lisa M Deeley,,9,101,16,15
Anthony Clark,,,2,9,15
Al Schmidt,,,,6,15
Total,157,149,124,34,15
,District Council 2nd District,City Commissioners,,,16
,Kenyatta Johnson,Lisa M Deeley,Anthony Clark,Al Schmidt,16
Kenyatta Johnson,18,138,77,16,16
Lisa M Deeley,,22,72,7,16
Anthony Clark,,,0,3,16
Al Schmidt,,,,22,16
Total,176,166,86,41,16
,District Council 2nd District,City Commissioners,,,17
,Kenyatta Johnson,Lisa M Deeley,Anthony Clark,Al Schmidt,17
Kenyatta Johnson,17,181,153,24,17
Lisa M Deeley,,15,147,16,17
Anthony Clark,,,5,7,17
Al Schmidt,,,,22,17
Total,228,217,175,54,17
,District Council 2nd District,City Commissioners,,,All
,Kenyatta Johnson,Lisa M Deeley,Anthony Clark,Al Schmidt,All
Kenyatta Johnson,245,"2,071","1,742",286,All
Lisa M Deeley,,147,"1,613",233,All
Anthony Clark,,,45,91,All
Al Schmidt,,,,184,All
Total,"2,674","2,463","1,976",570,All
