col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,Justice Of The Supreme Court,,,,,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,1
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Ken Powell,Vincent Furlong,Tracy B Roman,Kai Scott,Abbe Fletman,Mia Roberts Perez,Michael Fanning,Chris Mallios,Lyris Younge,Stephanie M Sawyer,Scott Diclaudio,Daine Grey Jr,Rainy Papademetriou,1
Kevin M Dougherty,9,64,56,8,6,5,4,65,26,58,57,54,53,48,45,47,44,43,42,37,1
Christine Donohue,,1,57,7,1,3,3,59,19,52,57,55,52,46,45,49,45,42,44,38,1
David Wecht,,,0,7,0,0,1,51,14,49,50,48,46,39,38,43,41,38,39,33,1
Judy Olson,,,,0,43,37,1,11,43,11,10,9,8,9,12,7,13,10,10,4,1
Anne Covey,,,,,1,37,2,6,40,6,5,5,5,7,9,3,8,6,6,3,1
Mike George,,,,,,0,2,6,40,6,6,6,5,7,8,6,7,7,7,5,1
Paul P Panepinto,,,,,,,0,5,4,5,4,5,5,6,6,4,5,6,5,5,1
Ken Powell,,,,,,,,0,19,62,62,61,59,49,50,54,50,45,47,40,1
Vincent Furlong,,,,,,,,,0,18,18,18,15,20,19,13,20,19,19,10,1
Tracy B Roman,,,,,,,,,,0,60,60,57,45,48,54,50,47,47,40,1
Kai Scott,,,,,,,,,,,0,61,59,49,50,54,50,47,49,41,1
Abbe Fletman,,,,,,,,,,,,0,60,48,49,54,50,46,48,42,1
Mia Roberts Perez,,,,,,,,,,,,,1,46,48,53,47,44,46,39,1
Michael Fanning,,,,,,,,,,,,,,0,50,40,48,47,48,40,1
Chris Mallios,,,,,,,,,,,,,,,0,43,52,48,49,41,1
Lyris Younge,,,,,,,,,,,,,,,,0,43,41,43,35,1
Stephanie M Sawyer,,,,,,,,,,,,,,,,,0,49,50,41,1
Scott Diclaudio,,,,,,,,,,,,,,,,,,0,47,38,1
Daine Grey Jr,,,,,,,,,,,,,,,,,,,0,40,1
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,0,1
Total,104,75,65,56,50,46,7,75,74,68,67,64,62,57,56,55,55,52,51,42,1
,Justice Of The Supreme Court,,,,,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,2
,Kevin M Dougherty,Christine Donohue,David Wecht,Mike George,Anne Covey,Judy Olson,Paul P Panepinto,Ken Powell,Tracy B Roman,Kai Scott,Stephanie M Sawyer,Mia Roberts Perez,Abbe Fletman,Lyris Younge,Chris Mallios,Michael Fanning,Scott Diclaudio,Daine Grey Jr,Rainy Papademetriou,Vincent Furlong,2
Kevin M Dougherty,5,31,30,5,2,3,0,29,30,29,30,27,26,25,27,25,25,22,24,9,2
Christine Donohue,,4,31,2,3,1,1,26,28,28,28,24,25,24,24,25,22,23,22,10,2
David Wecht,,,2,1,1,1,0,29,28,27,26,23,25,23,25,24,21,21,23,9,2
Mike George,,,,0,10,10,1,1,3,2,2,2,1,1,2,0,1,0,0,11,2
Anne Covey,,,,,0,11,1,3,6,5,3,2,4,4,1,2,2,2,1,12,2
Judy Olson,,,,,,1,1,3,5,4,3,3,4,3,1,1,2,0,2,10,2
Paul P Panepinto,,,,,,,0,0,1,1,0,0,0,1,0,1,1,1,0,1,2
Ken Powell,,,,,,,,0,28,29,24,24,26,25,22,24,21,21,21,6,2
Tracy B Roman,,,,,,,,,0,29,27,26,28,26,24,25,23,22,23,10,2
Kai Scott,,,,,,,,,,0,26,25,28,26,24,26,22,24,23,9,2
Stephanie M Sawyer,,,,,,,,,,,0,22,25,21,25,26,24,24,24,7,2
Mia Roberts Perez,,,,,,,,,,,,0,25,24,22,22,21,19,21,5,2
Abbe Fletman,,,,,,,,,,,,,0,25,23,24,21,22,23,8,2
Lyris Younge,,,,,,,,,,,,,,0,21,23,22,20,21,7,2
Chris Mallios,,,,,,,,,,,,,,,0,25,22,22,24,8,2
Michael Fanning,,,,,,,,,,,,,,,,0,24,24,24,7,2
Scott Diclaudio,,,,,,,,,,,,,,,,,0,22,23,7,2
Daine Grey Jr,,,,,,,,,,,,,,,,,,0,22,5,2
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,0,7,2
Vincent Furlong,,,,,,,,,,,,,,,,,,,,0,2
Total,59,45,41,16,15,15,2,38,38,35,35,30,29,29,28,28,28,25,25,24,2
,Justice Of The Supreme Court,,,,,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,3
,Kevin M Dougherty,Judy Olson,Christine Donohue,David Wecht,Mike George,Anne Covey,Paul P Panepinto,Vincent Furlong,Ken Powell,Tracy B Roman,Abbe Fletman,Kai Scott,Michael Fanning,Stephanie M Sawyer,Chris Mallios,Lyris Younge,Scott Diclaudio,Daine Grey Jr,Mia Roberts Perez,Rainy Papademetriou,3
Kevin M Dougherty,13,16,93,83,9,7,2,46,98,90,76,75,76,74,72,74,70,68,63,60,3
Judy Olson,,1,13,7,79,84,0,101,37,29,25,25,24,25,27,24,25,19,18,16,3
Christine Donohue,,,2,79,3,2,3,30,73,71,63,65,61,62,63,61,60,57,55,52,3
David Wecht,,,,1,7,3,2,26,66,61,57,61,58,53,55,55,52,53,48,51,3
