col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,District Council 3rd District,1
,Abbe Fletman,Kai Scott,Chris Mallios,Mia Roberts Perez,Ken Powell,Rainy Papademetriou,Lyris Younge,Tracy B Roman,Stephanie M Sawyer,Daine Grey Jr,Michael Fanning,Scott Diclaudio,Vincent Furlong,Jannie L Blackwell,1
Abbe Fletman,2,51,47,43,45,44,42,39,38,35,35,33,4,39,1
Kai Scott,,0,45,42,45,44,40,38,36,35,34,33,4,40,1
Chris Mallios,,,0,37,39,44,35,33,37,35,35,33,3,34,1
Mia Roberts Perez,,,,0,41,37,42,42,40,37,35,33,4,35,1
Ken Powell,,,,,0,39,39,37,35,34,33,32,3,36,1
Rainy Papademetriou,,,,,,0,35,33,37,36,34,33,3,35,1
Lyris Younge,,,,,,,0,40,37,35,33,33,4,35,1
Tracy B Roman,,,,,,,,1,36,33,32,31,3,33,1
Stephanie M Sawyer,,,,,,,,,0,37,35,33,3,32,1
Daine Grey Jr,,,,,,,,,,0,34,32,3,30,1
Michael Fanning,,,,,,,,,,,0,32,3,28,1
Scott Diclaudio,,,,,,,,,,,,0,2,28,1
Vincent Furlong,,,,,,,,,,,,,4,3,1
Jannie L Blackwell,,,,,,,,,,,,,,6,1
Total,56,53,47,46,45,45,44,44,41,37,35,33,8,49,1
,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,District Council 3rd District,2
,Abbe Fletman,Kai Scott,Rainy Papademetriou,Chris Mallios,Mia Roberts Perez,Ken Powell,Tracy B Roman,Daine Grey Jr,Lyris Younge,Stephanie M Sawyer,Michael Fanning,Scott Diclaudio,Vincent Furlong,Jannie L Blackwell,2
Abbe Fletman,0,134,126,126,111,101,90,87,87,85,84,75,11,95,2
Kai Scott,,0,127,125,114,103,90,87,89,83,85,75,10,95,2
Rainy Papademetriou,,,0,124,107,94,82,88,82,86,83,75,12,91,2
Chris Mallios,,,,0,102,95,81,86,81,80,84,75,10,87,2
Mia Roberts Perez,,,,,0,100,91,88,88,86,84,75,11,86,2
Ken Powell,,,,,,0,86,80,85,78,81,73,10,74,2
Tracy B Roman,,,,,,,1,84,88,81,78,74,10,77,2
Daine Grey Jr,,,,,,,,0,82,84,80,75,10,69,2
Lyris Younge,,,,,,,,,1,78,78,75,9,73,2
Stephanie M Sawyer,,,,,,,,,,0,78,72,8,68,2
Michael Fanning,,,,,,,,,,,0,73,9,67,2
Scott Diclaudio,,,,,,,,,,,,0,6,60,2
Vincent Furlong,,,,,,,,,,,,,4,10,2
Jannie L Blackwell,,,,,,,,,,,,,,1,2
Total,140,139,135,131,122,106,96,91,91,89,85,75,18,108,2
,District Council 3rd District,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,3
,Jannie L Blackwell,Abbe Fletman,Kai Scott,Tracy B Roman,Ken Powell,Lyris Younge,Mia Roberts Perez,Chris Mallios,Daine Grey Jr,Michael Fanning,Stephanie M Sawyer,Rainy Papademetriou,Scott Diclaudio,Vincent Furlong,3
Jannie L Blackwell,2,32,31,30,29,29,29,27,26,26,26,25,25,1,3
Abbe Fletman,,1,30,29,29,28,29,27,26,26,26,25,25,0,3
Kai Scott,,,0,29,28,29,28,26,25,25,25,25,25,0,3
Tracy B Roman,,,,0,29,29,29,26,26,26,26,25,25,0,3
Ken Powell,,,,,0,28,29,26,26,26,26,25,25,0,3
Lyris Younge,,,,,,0,28,25,25,25,25,25,25,0,3
Mia Roberts Perez,,,,,,,0,26,26,26,26,25,25,0,3
Chris Mallios,,,,,,,,0,26,26,26,25,25,0,3
Daine Grey Jr,,,,,,,,,0,26,26,25,25,0,3
Michael Fanning,,,,,,,,,,0,26,25,25,0,3
Stephanie M Sawyer,,,,,,,,,,,0,25,25,0,3
Rainy Papademetriou,,,,,,,,,,,,0,25,0,3
Scott Diclaudio,,,,,,,,,,,,,0,0,3
Vincent Furlong,,,,,,,,,,,,,,2,3
Total,36,33,31,30,29,29,29,27,26,26,26,25,25,3,3
,District Council 3rd District,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,4
