col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,division
,Justice Of The Supreme Court,,,,,,,Council At Large,,,,,,,,,,,,,,1
,Kevin M Dougherty,David Wecht,Christine Donohue,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,Blondell Reynolds Brown,Derek S Green,Helen Gym,Allan Domb,William K Greenlee,David Oh,Daniel Tinney,Dennis M O Brien,Terry Tracy,Al Taubenberger,Sheila E Armstrong,Andrew C Stober,John Staggs,Kristin Combs,1
Kevin M Dougherty,2,83,80,1,1,0,0,83,82,80,80,80,4,1,2,1,1,0,0,0,0,1
David Wecht,,0,83,0,0,0,0,85,82,82,82,83,1,0,1,0,0,0,0,0,0,1
Christine Donohue,,,0,1,0,0,1,81,78,79,78,78,1,1,1,1,0,1,0,0,0,1
Judy Olson,,,,0,2,1,1,1,0,1,0,0,2,3,2,3,2,1,0,0,0,1
Mike George,,,,,0,1,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,1
Anne Covey,,,,,,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
Paul P Panepinto,,,,,,,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1
Blondell Reynolds Brown,,,,,,,,2,81,84,83,83,2,1,1,1,0,1,0,0,0,1
Derek S Green,,,,,,,,,0,80,81,81,1,0,0,0,0,0,0,0,0,1
Helen Gym,,,,,,,,,,0,82,81,2,1,1,1,0,1,0,0,0,1
Allan Domb,,,,,,,,,,,0,81,2,0,1,0,0,0,0,0,0,1
William K Greenlee,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,1
David Oh,,,,,,,,,,,,,1,2,2,2,2,0,0,0,0,1
Daniel Tinney,,,,,,,,,,,,,,0,2,3,2,1,0,0,0,1
Dennis M O Brien,,,,,,,,,,,,,,,0,2,2,0,0,0,0,1
Terry Tracy,,,,,,,,,,,,,,,,0,2,1,0,0,0,1
Al Taubenberger,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Sheila E Armstrong,,,,,,,,,,,,,,,,,,0,0,0,0,1
Andrew C Stober,,,,,,,,,,,,,,,,,,,0,0,0,1
John Staggs,,,,,,,,,,,,,,,,,,,,0,0,1
