col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,District Council 3rd District,All
,Ken Powell,Mia Roberts Perez,Kai Scott,Tracy B Roman,Abbe Fletman,Lyris Younge,Stephanie M Sawyer,Rainy Papademetriou,Chris Mallios,Daine Grey Jr,Michael Fanning,Scott Diclaudio,Vincent Furlong,Jannie L Blackwell,All
Ken Powell,364,"18,958","19,037","18,529","18,765","18,318","16,290","16,103","16,109","16,075","15,943","15,310",835,"15,717",All
Mia Roberts Perez,,169,"19,171","18,550","18,846","18,310","16,510","16,309","16,237","16,239","15,945","15,307",843,"15,259",All
Kai Scott,,,140,"18,410","19,104","18,366","16,419","16,398","16,385","16,178","15,941","15,263",821,"15,191",All
Tracy B Roman,,,,233,"18,161","18,323","16,033","15,572","15,554","15,742","15,591","15,296",827,"14,949",All
Abbe Fletman,,,,,49,"18,121","16,167","16,266","16,302","15,989","15,840","15,198",771,"14,683",All
Lyris Younge,,,,,,81,"15,903","15,587","15,543","15,743","15,582","15,238",780,"14,491",All
Stephanie M Sawyer,,,,,,,45,"16,108","16,060","16,299","16,028","15,363",838,"13,007",All
Rainy Papademetriou,,,,,,,,26,"16,213","15,943","15,817","15,196",693,"12,663",All
Chris Mallios,,,,,,,,,18,"15,911","15,844","15,261",739,"12,621",All
Daine Grey Jr,,,,,,,,,,18,"15,942","15,265",777,"12,676",All
Michael Fanning,,,,,,,,,,,11,"15,267",741,"12,432",All
Scott Diclaudio,,,,,,,,,,,,22,585,"11,941",All
Vincent Furlong,,,,,,,,,,,,,389,746,All
Jannie L Blackwell,,,,,,,,,,,,,,"1,568",All
Total,"21,143","20,545","20,519","19,947","19,726","19,197","17,230","16,832","16,803","16,718","16,369","15,626","1,485","19,757",All
