col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Justice Of The Supreme Court,,,,,,,City Commissioners,,,1
,Kevin M Dougherty,David Wecht,Christine Donohue,Anne Covey,Judy Olson,Mike George,Paul P Panepinto,Anthony Clark,Lisa M Deeley,Al Schmidt,1
Kevin M Dougherty,8,118,116,1,1,0,0,124,111,8,1
David Wecht,,2,110,2,0,1,0,105,107,6,1
Christine Donohue,,,2,1,1,0,0,104,101,4,1
Anne Covey,,,,0,2,1,0,2,2,1,1
Judy Olson,,,,,0,0,0,1,1,1,1
Mike George,,,,,,0,0,0,0,1,1
Paul P Panepinto,,,,,,,0,0,0,0,1
Anthony Clark,,,,,,,,0,107,1,1
Lisa M Deeley,,,,,,,,,0,6,1
Al Schmidt,,,,,,,,,,0,1
Total,153,126,121,4,3,1,0,129,117,9,1
,Justice Of The Supreme Court,,,,,,,City Commissioners,,,2
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,Anthony Clark,Lisa M Deeley,Al Schmidt,2
Kevin M Dougherty,11,82,78,1,2,1,1,81,74,4,2
Christine Donohue,,2,82,4,0,1,1,71,71,4,2
David Wecht,,,0,3,1,0,0,68,65,5,2
Judy Olson,,,,0,2,2,0,2,2,2,2
Mike George,,,,,0,2,1,1,1,2,2
Anne Covey,,,,,,0,0,1,1,1,2
Paul P Panepinto,,,,,,,0,2,1,0,2
Anthony Clark,,,,,,,,0,68,0,2
Lisa M Deeley,,,,,,,,,0,4,2
Al Schmidt,,,,,,,,,,0,2
Total,113,94,89,6,5,3,2,90,81,7,2
,Justice Of The Supreme Court,,,,,,,City Commissioners,,,3
,Kevin M Dougherty,David Wecht,Christine Donohue,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Anthony Clark,Lisa M Deeley,Al Schmidt,3
Kevin M Dougherty,5,91,88,1,1,0,0,92,84,3,3
David Wecht,,2,88,0,0,0,0,79,83,2,3
Christine Donohue,,,3,0,0,0,0,74,81,2,3
Judy Olson,,,,0,2,2,0,1,1,3,3
Anne Covey,,,,,0,1,0,1,1,0,3
Mike George,,,,,,0,0,1,1,1,3
Paul P Panepinto,,,,,,,0,1,1,0,3
Anthony Clark,,,,,,,,0,77,1,3
Lisa M Deeley,,,,,,,,,0,1,3
Al Schmidt,,,,,,,,,,0,3
Total,117,97,94,5,2,2,1,100,91,6,3
,Justice Of The Supreme Court,,,,,,,City Commissioners,,,4
,Kevin M Dougherty,Christine Donohue,David Wecht,Paul P Panepinto,Anne Covey,Judy Olson,Mike George,Anthony Clark,Lisa M Deeley,Al Schmidt,4
Kevin M Dougherty,11,148,146,3,1,0,0,137,125,1,4
Christine Donohue,,5,153,7,0,0,0,131,128,1,4
David Wecht,,,0,4,2,0,1,128,125,2,4
Paul P Panepinto,,,,0,0,0,0,2,4,0,4
Anne Covey,,,,,0,2,3,0,2,4,4
Judy Olson,,,,,,0,2,1,0,2,4
Mike George,,,,,,,0,0,1,3,4
Anthony Clark,,,,,,,,1,123,1,4
Lisa M Deeley,,,,,,,,,1,2,4
Al Schmidt,,,,,,,,,,0,4
Total,177,169,159,7,4,3,3,150,137,5,4
,Justice Of The Supreme Court,,,,,,,City Commissioners,,,5
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Anne Covey,Paul P Panepinto,Mike George,Anthony Clark,Lisa M Deeley,Al Schmidt,5
Kevin M Dougherty,6,103,105,5,2,2,0,104,96,9,5
Christine Donohue,,1,108,9,1,5,0,93,92,10,5
David Wecht,,,1,7,1,3,0,92,92,9,5
Judy Olson,,,,0,6,1,4,7,9,7,5
Anne Covey,,,,,0,0,4,1,3,6,5
Paul P Panepinto,,,,,,0,0,4,5,3,5
Mike George,,,,,,,0,1,1,3,5
Anthony Clark,,,,,,,,0,93,3,5
Lisa M Deeley,,,,,,,,,0,8,5
Al Schmidt,,,,,,,,,,0,5
Total,133,117,117,17,7,6,4,113,106,16,5
,Justice Of The Supreme Court,,,,,,,City Commissioners,,,6
,Kevin M Dougherty,David Wecht,Christine Donohue,Anne Covey,Judy Olson,Mike George,Paul P Panepinto,Anthony Clark,Lisa M Deeley,Al Schmidt,6
Kevin M Dougherty,19,101,96,0,0,0,0,107,105,0,6
David Wecht,,0,100,0,0,0,0,101,97,0,6
Christine Donohue,,,3,0,0,0,0,96,95,0,6
Anne Covey,,,,0,0,0,0,0,0,0,6
Judy Olson,,,,,0,0,0,0,0,0,6
Mike George,,,,,,0,0,0,0,0,6
Paul P Panepinto,,,,,,,0,0,0,0,6
Anthony Clark,,,,,,,,0,98,0,6
Lisa M Deeley,,,,,,,,,0,0,6
Al Schmidt,,,,,,,,,,0,6
Total,140,109,107,0,0,0,0,116,112,0,6
,Justice Of The Supreme Court,,,,,,,City Commissioners,,,7
,Kevin M Dougherty,Christine Donohue,David Wecht,Mike George,Anne Covey,Judy Olson,Paul P Panepinto,Anthony Clark,Lisa M Deeley,Al Schmidt,7
Kevin M Dougherty,13,71,63,1,0,0,0,74,68,0,7
Christine Donohue,,1,65,1,0,0,0,69,65,0,7
David Wecht,,,3,0,0,0,0,64,61,0,7
Mike George,,,,0,2,2,0,1,0,2,7
Anne Covey,,,,,0,2,0,0,0,2,7
Judy Olson,,,,,,0,0,0,0,2,7
Paul P Panepinto,,,,,,,1,0,0,0,7
Anthony Clark,,,,,,,,1,63,0,7
Lisa M Deeley,,,,,,,,,1,0,7
Al Schmidt,,,,,,,,,,0,7
Total,99,78,72,3,2,2,1,82,73,2,7
,Justice Of The Supreme Court,,,,,,,City Commissioners,,,8
,Kevin M Dougherty,David Wecht,Christine Donohue,Anne Covey,Judy Olson,Mike George,Paul P Panepinto,Anthony Clark,Lisa M Deeley,Al Schmidt,8
Kevin M Dougherty,9,80,79,0,0,0,0,82,72,1,8
David Wecht,,2,76,1,1,1,0,66,64,2,8
Christine Donohue,,,0,0,0,0,0,68,64,1,8
Anne Covey,,,,0,2,1,0,0,1,2,8
Judy Olson,,,,,0,1,0,0,1,2,8
Mike George,,,,,,0,0,0,0,1,8
Paul P Panepinto,,,,,,,0,0,0,0,8
Anthony Clark,,,,,,,,0,68,0,8
Lisa M Deeley,,,,,,,,,0,2,8
Al Schmidt,,,,,,,,,,0,8
Total,109,84,82,2,2,2,0,87,78,3,8
,Justice Of The Supreme Court,,,,,,,City Commissioners,,,9
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,Anthony Clark,Lisa M Deeley,Al Schmidt,9
Kevin M Dougherty,21,84,78,1,0,0,0,89,71,1,9
Christine Donohue,,4,81,0,0,0,0,76,70,2,9
David Wecht,,,1,0,0,0,0,71,64,1,9
Judy Olson,,,,0,1,0,0,0,0,0,9
Mike George,,,,,0,0,0,0,0,0,9
Anne Covey,,,,,,0,0,0,0,0,9
Paul P Panepinto,,,,,,,0,0,0,0,9
Anthony Clark,,,,,,,,1,70,0,9
Lisa M Deeley,,,,,,,,,0,0,9
Al Schmidt,,,,,,,,,,0,9
Total,124,95,82,2,1,0,0,93,78,2,9
,Justice Of The Supreme Court,,,,,,,City Commissioners,,,10
,Kevin M Dougherty,Christine Donohue,David Wecht,Paul P Panepinto,Judy Olson,Mike George,Anne Covey,Anthony Clark,Lisa M Deeley,Al Schmidt,10
Kevin M Dougherty,13,75,74,1,0,0,0,76,69,4,10
Christine Donohue,,1,77,1,1,1,0,71,68,2,10
David Wecht,,,1,0,0,1,0,71,67,2,10
Paul P Panepinto,,,,0,1,0,0,1,0,0,10
Judy Olson,,,,,0,0,0,1,0,0,10
Mike George,,,,,,0,0,1,1,0,10
Anne Covey,,,,,,,0,0,0,0,10
Anthony Clark,,,,,,,,0,70,0,10
Lisa M Deeley,,,,,,,,,0,2,10
Al Schmidt,,,,,,,,,,1,10
Total,103,84,81,2,1,1,0,85,75,5,10
,Justice Of The Supreme Court,,,,,,,City Commissioners,,,11
,Kevin M Dougherty,David Wecht,Christine Donohue,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Anthony Clark,Lisa M Deeley,Al Schmidt,11
Kevin M Dougherty,15,77,76,1,0,1,3,78,67,1,11
David Wecht,,1,73,0,0,0,1,71,66,0,11
Christine Donohue,,,0,1,1,0,0,69,64,1,11
Judy Olson,,,,1,3,2,1,1,1,3,11
Anne Covey,,,,,0,2,0,0,0,3,11
Mike George,,,,,,0,1,1,0,3,11
