col_1,col_2,col_3,col_4,col_5,division
,Judge Of The Commonwealth Court,,Judge Of The Superior Court,,All
,Michael Wojcik,Paul Lalley,Alice Beck Dubow,Emil Giordano,All
Michael Wojcik,67,0,819,8,All
Paul Lalley,,3,10,55,All
Alice Beck Dubow,,,40,0,All
Emil Giordano,,,,7,All
Total,894,68,869,70,All
,Judge Of The Commonwealth Court,,Judge Of The Superior Court,,1
,Michael Wojcik,Paul Lalley,Alice Beck Dubow,Emil Giordano,1
Michael Wojcik,4,0,44,1,1
Paul Lalley,,0,0,1,1
Alice Beck Dubow,,,2,0,1
Emil Giordano,,,,1,1
Total,49,1,46,3,1
,Judge Of The Superior Court,,Judge Of The Commonwealth Court,,2
,Alice Beck Dubow,Emil Giordano,Michael Wojcik,Paul Lalley,2
Alice Beck Dubow,1,0,20,0,2
Emil Giordano,,0,0,1,2
Michael Wojcik,,,1,0,2
Paul Lalley,,,,0,2
Total,21,1,21,1,2
,Judge Of The Superior Court,,Judge Of The Commonwealth Court,,3
,Alice Beck Dubow,Emil Giordano,Michael Wojcik,Paul Lalley,3
Alice Beck Dubow,1,0,18,0,3
Emil Giordano,,0,0,1,3
Michael Wojcik,,,0,0,3
Paul Lalley,,,,0,3
Total,19,1,18,1,3
,Judge Of The Commonwealth Court,,Judge Of The Superior Court,,4
,Michael Wojcik,Paul Lalley,Alice Beck Dubow,Emil Giordano,4
Michael Wojcik,5,0,59,0,4
Paul Lalley,,0,1,4,4
Alice Beck Dubow,,,2,0,4
Emil Giordano,,,,0,4
Total,64,5,62,4,4
,Judge Of The Commonwealth Court,,Judge Of The Superior Court,,5
,Michael Wojcik,Paul Lalley,Alice Beck Dubow,Emil Giordano,5
Michael Wojcik,7,0,90,0,5
Paul Lalley,,0,2,2,5
Alice Beck Dubow,,,4,0,5
Emil Giordano,,,,0,5
Total,97,4,96,2,5
,Judge Of The Commonwealth Court,,Judge Of The Superior Court,,6
,Michael Wojcik,Paul Lalley,Alice Beck Dubow,Emil Giordano,6
Michael Wojcik,3,0,46,0,6
Paul Lalley,,0,0,5,6
Alice Beck Dubow,,,1,0,6
Emil Giordano,,,,1,6
Total,49,5,47,6,6
,Judge Of The Superior Court,,Judge Of The Commonwealth Court,,7
,Alice Beck Dubow,Emil Giordano,Michael Wojcik,Paul Lalley,7
Alice Beck Dubow,3,0,30,0,7
Emil Giordano,,0,0,0,7
Michael Wojcik,,,1,0,7
Paul Lalley,,,,0,7
Total,33,0,31,0,7
,Judge Of The Commonwealth Court,,Judge Of The Superior Court,,8
,Michael Wojcik,Paul Lalley,Alice Beck Dubow,Emil Giordano,8
Michael Wojcik,8,0,46,1,8
Paul Lalley,,0,0,3,8
Alice Beck Dubow,,,2,0,8
Emil Giordano,,,,0,8
Total,55,3,48,4,8
,Judge Of The Superior Court,,Judge Of The Commonwealth Court,,9
,Alice Beck Dubow,Emil Giordano,Michael Wojcik,Paul Lalley,9
Alice Beck Dubow,2,0,31,0,9
Emil Giordano,,0,0,4,9
Michael Wojcik,,,2,0,9
Paul Lalley,,,,1,9
Total,33,4,33,5,9
,Judge Of The Superior Court,,Judge Of The Commonwealth Court,,10
,Alice Beck Dubow,Emil Giordano,Michael Wojcik,Paul Lalley,10
Alice Beck Dubow,1,0,32,2,10
Emil Giordano,,0,0,2,10
Michael Wojcik,,,0,0,10
Paul Lalley,,,,0,10
Total,35,2,32,4,10
,Judge Of The Commonwealth Court,,Judge Of The Superior Court,,11
,Michael Wojcik,Paul Lalley,Alice Beck Dubow,Emil Giordano,11
Michael Wojcik,3,0,42,0,11
Paul Lalley,,0,0,2,11
Alice Beck Dubow,,,0,0,11
Emil Giordano,,,,0,11
Total,45,2,42,2,11
,Judge Of The Superior Court,,Judge Of The Commonwealth Court,,12
,Alice Beck Dubow,Emil Giordano,Michael Wojcik,Paul Lalley,12
Alice Beck Dubow,4,0,35,1,12
Emil Giordano,,0,1,6,12
Michael Wojcik,,,4,0,12
