col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Mayor,,,,,District Council 9th District,,,1
,Jim Kenney,Melissa Murray Bailey,James Foster,Osborne Hart,Boris Kindij,Cherelle Parker,Kevin Strickland,Bobbie T Curry,1
Jim Kenney,16,0,0,0,0,62,19,0,1
Melissa Murray Bailey,,3,0,0,0,2,33,0,1
James Foster,,,1,0,0,2,2,0,1
Osborne Hart,,,,0,0,0,1,0,1
Boris Kindij,,,,,0,0,0,0,1
Cherelle Parker,,,,,,1,0,0,1
Kevin Strickland,,,,,,,2,0,1
Bobbie T Curry,,,,,,,,0,1
Total,97,38,5,1,0,67,57,0,1
,Mayor,,,,,District Council 9th District,,,2
,Jim Kenney,Melissa Murray Bailey,Osborne Hart,Boris Kindij,James Foster,Cherelle Parker,Kevin Strickland,Bobbie T Curry,2
Jim Kenney,14,0,0,0,0,71,23,0,2
Melissa Murray Bailey,,5,0,0,0,2,46,1,2
Osborne Hart,,,0,0,0,0,0,1,2
Boris Kindij,,,,0,0,0,0,0,2
James Foster,,,,,0,0,0,0,2
Cherelle Parker,,,,,,3,0,0,2
Kevin Strickland,,,,,,,1,0,2
Bobbie T Curry,,,,,,,,0,2
Total,108,54,1,0,0,76,70,2,2
,Mayor,,,,,District Council 9th District,,,3
,Jim Kenney,Melissa Murray Bailey,Boris Kindij,James Foster,Osborne Hart,Cherelle Parker,Kevin Strickland,Bobbie T Curry,3
Jim Kenney,26,0,0,0,0,50,19,0,3
Melissa Murray Bailey,,5,0,0,0,3,16,0,3
Boris Kindij,,,0,0,0,0,0,0,3
James Foster,,,,0,0,0,0,0,3
Osborne Hart,,,,,0,0,0,0,3
Cherelle Parker,,,,,,3,0,0,3
Kevin Strickland,,,,,,,2,0,3
Bobbie T Curry,,,,,,,,0,3
Total,95,24,0,0,0,56,37,0,3
,Mayor,,,,,District Council 9th District,,,4
,Jim Kenney,Melissa Murray Bailey,Osborne Hart,Boris Kindij,James Foster,Cherelle Parker,Kevin Strickland,Bobbie T Curry,4
Jim Kenney,14,0,0,0,0,52,7,0,4
Melissa Murray Bailey,,2,0,0,0,3,24,0,4
Osborne Hart,,,1,0,0,0,0,0,4
Boris Kindij,,,,0,0,0,0,0,4
James Foster,,,,,0,0,0,0,4
Cherelle Parker,,,,,,2,0,0,4
Kevin Strickland,,,,,,,1,0,4
Bobbie T Curry,,,,,,,,0,4
Total,73,29,1,0,0,57,32,0,4
,Mayor,,,,,District Council 9th District,,,5
,Jim Kenney,Melissa Murray Bailey,James Foster,Boris Kindij,Osborne Hart,Cherelle Parker,Kevin Strickland,Bobbie T Curry,5
Jim Kenney,25,0,0,0,0,97,21,2,5
Melissa Murray Bailey,,15,0,0,0,6,59,0,5
James Foster,,,1,0,0,0,1,1,5
Boris Kindij,,,,0,0,0,0,0,5
Osborne Hart,,,,,0,0,0,0,5
Cherelle Parker,,,,,,7,0,0,5
Kevin Strickland,,,,,,,4,0,5
Bobbie T Curry,,,,,,,,0,5
Total,145,80,3,0,0,110,85,3,5
,Mayor,,,,,District Council 9th District,,,6
,Jim Kenney,Melissa Murray Bailey,Boris Kindij,James Foster,Osborne Hart,Cherelle Parker,Kevin Strickland,Bobbie T Curry,6
Jim Kenney,13,0,0,0,0,87,8,0,6
Melissa Murray Bailey,,1,0,0,0,1,25,0,6
Boris Kindij,,,0,0,0,0,0,0,6
James Foster,,,,0,0,0,0,0,6
Osborne Hart,,,,,0,0,0,0,6
Cherelle Parker,,,,,,3,0,0,6
Kevin Strickland,,,,,,,2,0,6
Bobbie T Curry,,,,,,,,0,6
Total,108,27,0,0,0,91,35,0,6
,Mayor,,,,,District Council 9th District,,,7
,Jim Kenney,Melissa Murray Bailey,James Foster,Boris Kindij,Osborne Hart,Cherelle Parker,Kevin Strickland,Bobbie T Curry,7
Jim Kenney,23,0,0,0,0,99,14,1,7
Melissa Murray Bailey,,4,0,0,0,0,44,1,7
James Foster,,,2,0,0,1,0,1,7
Boris Kindij,,,,0,0,1,0,0,7
Osborne Hart,,,,,0,0,0,0,7
Cherelle Parker,,,,,,3,0,0,7
Kevin Strickland,,,,,,,0,0,7
Bobbie T Curry,,,,,,,,1,7
Total,137,49,4,1,0,104,58,4,7
,Mayor,,,,,District Council 9th District,,,8
,Jim Kenney,Melissa Murray Bailey,Osborne Hart,Boris Kindij,James Foster,Cherelle Parker,Kevin Strickland,Bobbie T Curry,8
Jim Kenney,17,0,0,0,0,89,4,1,8
Melissa Murray Bailey,,3,0,0,0,4,14,1,8
Osborne Hart,,,0,0,0,1,0,0,8
Boris Kindij,,,,0,0,0,0,0,8
James Foster,,,,,0,0,0,0,8
Cherelle Parker,,,,,,2,0,0,8
Kevin Strickland,,,,,,,1,0,8
Bobbie T Curry,,,,,,,,0,8
Total,111,22,1,0,0,96,19,2,8
,Mayor,,,,,District Council 9th District,,,9
,Jim Kenney,Melissa Murray Bailey,James Foster,Boris Kindij,Osborne Hart,Cherelle Parker,Kevin Strickland,Bobbie T Curry,9
Jim Kenney,17,0,0,0,0,119,10,0,9
Melissa Murray Bailey,,3,0,0,0,2,8,0,9
James Foster,,,0,0,0,0,0,1,9
Boris Kindij,,,,0,0,0,0,0,9
Osborne Hart,,,,,0,0,0,0,9
Cherelle Parker,,,,,,4,0,0,9
Kevin Strickland,,,,,,,1,0,9
Bobbie T Curry,,,,,,,,0,9
Total,146,13,1,0,0,125,19,1,9
,Mayor,,,,,District Council 9th District,,,10
,Jim Kenney,Melissa Murray Bailey,Boris Kindij,James Foster,Osborne Hart,Cherelle Parker,Kevin Strickland,Bobbie T Curry,10
Jim Kenney,17,0,0,0,0,91,5,0,10
Melissa Murray Bailey,,2,0,0,0,3,12,0,10
Boris Kindij,,,0,0,0,0,0,0,10
James Foster,,,,0,0,0,0,0,10
Osborne Hart,,,,,0,0,0,0,10
Cherelle Parker,,,,,,3,0,0,10
Kevin Strickland,,,,,,,1,0,10
Bobbie T Curry,,,,,,,,0,10
Total,113,17,0,0,0,97,18,0,10
,Mayor,,,,,District Council 9th District,,,11
,Jim Kenney,Melissa Murray Bailey,Boris Kindij,James Foster,Osborne Hart,Cherelle Parker,Kevin Strickland,Bobbie T Curry,11
Jim Kenney,19,0,0,0,0,87,3,1,11
Melissa Murray Bailey,,1,0,0,0,2,8,1,11
Boris Kindij,,,0,0,0,0,0,0,11
James Foster,,,,0,0,0,0,0,11
Osborne Hart,,,,,0,0,0,0,11
Cherelle Parker,,,,,,6,0,0,11
Kevin Strickland,,,,,,,0,0,11
Bobbie T Curry,,,,,,,,0,11
Total,110,12,0,0,0,95,11,2,11
,Mayor,,,,,District Council 9th District,,,12
,Jim Kenney,Melissa Murray Bailey,Boris Kindij,James Foster,Osborne Hart,Cherelle Parker,Kevin Strickland,Bobbie T Curry,12
Jim Kenney,17,0,0,0,0,80,6,0,12
Melissa Murray Bailey,,2,0,0,0,2,18,0,12
Boris Kindij,,,0,0,0,0,0,0,12
James Foster,,,,0,0,0,0,0,12
Osborne Hart,,,,,0,0,0,0,12
Cherelle Parker,,,,,,3,0,0,12
Kevin Strickland,,,,,,,1,0,12
Bobbie T Curry,,,,,,,,0,12
Total,103,22,0,0,0,85,25,0,12
,Mayor,,,,,District Council 9th District,,,13
,Jim Kenney,Melissa Murray Bailey,Boris Kindij,James Foster,Osborne Hart,Cherelle Parker,Kevin Strickland,Bobbie T Curry,13
Jim Kenney,14,0,0,0,0,108,4,0,13
Melissa Murray Bailey,,0,0,0,0,3,8,0,13
Boris Kindij,,,0,0,0,0,0,0,13
James Foster,,,,0,0,0,0,0,13
Osborne Hart,,,,,0,0,0,0,13
Cherelle Parker,,,,,,6,0,0,13
Kevin Strickland,,,,,,,1,0,13
Bobbie T Curry,,,,,,,,1,13
Total,126,11,0,0,0,117,13,1,13
,Mayor,,,,,District Council 9th District,,,14
,Jim Kenney,Melissa Murray Bailey,Boris Kindij,James Foster,Osborne Hart,Cherelle Parker,Kevin Strickland,Bobbie T Curry,14
Jim Kenney,10,0,0,0,0,74,0,1,14
Melissa Murray Bailey,,3,0,0,0,2,2,0,14
Boris Kindij,,,0,0,0,0,0,0,14
James Foster,,,,0,0,0,0,0,14
Osborne Hart,,,,,0,0,0,0,14
Cherelle Parker,,,,,,3,0,0,14
Kevin Strickland,,,,,,,0,0,14
Bobbie T Curry,,,,,,,,0,14
Total,85,7,0,0,0,79,2,1,14
,Mayor,,,,,District Council 9th District,,,15
,Jim Kenney,Melissa Murray Bailey,Boris Kindij,James Foster,Osborne Hart,Cherelle Parker,Kevin Strickland,Bobbie T Curry,15
Jim Kenney,8,0,0,0,0,59,1,0,15
Melissa Murray Bailey,,3,0,0,0,0,7,0,15
Boris Kindij,,,0,0,0,0,0,0,15
