col_1,col_2,col_3,col_4,col_5,division
,Sheriff,,District Council 8th District,,1
,Jewell Williams,Christopher Sawyer,Cindy Bass,Michael Galganski,1
Jewell Williams,75,0,0,0,1
Christopher Sawyer,,7,0,0,1
Cindy Bass,,,0,0,1
Michael Galganski,,,,0,1
Total,75,7,0,0,1
,Sheriff,,District Council 8th District,,2
,Jewell Williams,Christopher Sawyer,Cindy Bass,Michael Galganski,2
Jewell Williams,209,0,0,0,2
Christopher Sawyer,,8,0,0,2
Cindy Bass,,,0,0,2
Michael Galganski,,,,0,2
Total,209,8,0,0,2
,Sheriff,,District Council 8th District,,3
,Jewell Williams,Christopher Sawyer,Cindy Bass,Michael Galganski,3
Jewell Williams,212,0,0,0,3
Christopher Sawyer,,7,0,0,3
Cindy Bass,,,0,0,3
Michael Galganski,,,,0,3
Total,212,7,0,0,3
,District Council 8th District,,Sheriff,,4
,Cindy Bass,Michael Galganski,Jewell Williams,Christopher Sawyer,4
Cindy Bass,10,0,114,2,4
Michael Galganski,,0,1,0,4
Jewell Williams,,,1,0,4
Christopher Sawyer,,,,5,4
Total,126,1,116,7,4
,District Council 8th District,,Sheriff,,5
,Cindy Bass,Michael Galganski,Jewell Williams,Christopher Sawyer,5
Cindy Bass,14,0,150,2,5
Michael Galganski,,0,0,0,5
Jewell Williams,,,10,0,5
Christopher Sawyer,,,,1,5
Total,166,0,160,3,5
,Sheriff,,District Council 8th District,,6
,Jewell Williams,Christopher Sawyer,Cindy Bass,Michael Galganski,6
Jewell Williams,169,0,0,0,6
Christopher Sawyer,,19,0,0,6
Cindy Bass,,,0,0,6
Michael Galganski,,,,0,6
Total,169,19,0,0,6
,Sheriff,,District Council 8th District,,7
,Jewell Williams,Christopher Sawyer,Cindy Bass,Michael Galganski,7
Jewell Williams,154,0,0,0,7
Christopher Sawyer,,2,0,0,7
Cindy Bass,,,0,0,7
Michael Galganski,,,,0,7
Total,154,2,0,0,7
,Sheriff,,District Council 8th District,,8
,Jewell Williams,Christopher Sawyer,Cindy Bass,Michael Galganski,8
Jewell Williams,189,0,0,0,8
Christopher Sawyer,,17,0,0,8
Cindy Bass,,,0,0,8
Michael Galganski,,,,0,8
Total,189,17,0,0,8
,District Council 8th District,,Sheriff,,9
,Cindy Bass,Michael Galganski,Jewell Williams,Christopher Sawyer,9
Cindy Bass,7,0,178,1,9
Michael Galganski,,0,1,2,9
Jewell Williams,,,6,0,9
Christopher Sawyer,,,,4,9
Total,186,3,185,7,9
,District Council 8th District,,Sheriff,,10
,Cindy Bass,Michael Galganski,Jewell Williams,Christopher Sawyer,10
Cindy Bass,10,0,108,1,10
Michael Galganski,,1,0,1,10
Jewell Williams,,,10,0,10
Christopher Sawyer,,,,0,10
Total,119,2,118,2,10
,District Council 8th District,,Sheriff,,11
,Cindy Bass,Michael Galganski,Jewell Williams,Christopher Sawyer,11
Cindy Bass,13,0,94,2,11
Michael Galganski,,0,1,0,11
Jewell Williams,,,4,0,11
Christopher Sawyer,,,,0,11
Total,109,1,99,2,11
,Sheriff,,District Council 8th District,,12
,Jewell Williams,Christopher Sawyer,Cindy Bass,Michael Galganski,12
Jewell Williams,10,0,148,1,12
Christopher Sawyer,,3,1,2,12
Cindy Bass,,,4,0,12
Michael Galganski,,,,0,12
Total,159,6,153,3,12
,District Council 8th District,,Sheriff,,13
,Cindy Bass,Michael Galganski,Jewell Williams,Christopher Sawyer,13
Cindy Bass,9,0,52,0,13
Michael Galganski,,1,0,0,13
Jewell Williams,,,5,0,13
Christopher Sawyer,,,,3,13
Total,61,1,57,3,13
,District Council 8th District,,Sheriff,,14
,Cindy Bass,Michael Galganski,Jewell Williams,Christopher Sawyer,14
Cindy Bass,15,0,88,1,14
Michael Galganski,,2,0,0,14
Jewell Williams,,,1,0,14
Christopher Sawyer,,,,4,14
Total,104,2,89,5,14
,Sheriff,,District Council 8th District,,15
,Jewell Williams,Christopher Sawyer,Cindy Bass,Michael Galganski,15
Jewell Williams,9,0,109,0,15
Christopher Sawyer,,1,2,0,15
Cindy Bass,,,6,0,15
Michael Galganski,,,,1,15
Total,118,3,117,1,15
,Sheriff,,District Council 8th District,,16
,Jewell Williams,Christopher Sawyer,Cindy Bass,Michael Galganski,16
Jewell Williams,150,0,0,0,16
Christopher Sawyer,,3,0,0,16
Cindy Bass,,,0,0,16
Michael Galganski,,,,0,16
Total,150,3,0,0,16
,Sheriff,,District Council 8th District,,17
,Jewell Williams,Christopher Sawyer,Cindy Bass,Michael Galganski,17
Jewell Williams,141,0,0,0,17
Christopher Sawyer,,8,0,0,17
Cindy Bass,,,0,0,17
Michael Galganski,,,,0,17
Total,141,8,0,0,17
,Sheriff,,District Council 8th District,,18
,Jewell Williams,Christopher Sawyer,Cindy Bass,Michael Galganski,18
Jewell Williams,158,0,0,0,18
Christopher Sawyer,,15,0,0,18
Cindy Bass,,,0,0,18
Michael Galganski,,,,0,18
Total,158,15,0,0,18
,Sheriff,,District Council 8th District,,19
,Jewell Williams,Christopher Sawyer,Cindy Bass,Michael Galganski,19
Jewell Williams,7,0,122,0,19
Christopher Sawyer,,3,0,2,19
Cindy Bass,,,4,0,19
Michael Galganski,,,,0,19
Total,129,5,126,2,19
,Sheriff,,District Council 8th District,,20
,Jewell Williams,Christopher Sawyer,Cindy Bass,Michael Galganski,20
Jewell Williams,198,0,0,0,20
Christopher Sawyer,,6,0,0,20
Cindy Bass,,,0,0,20
Michael Galganski,,,,0,20
Total,198,6,0,0,20
,Sheriff,,District Council 8th District,,21
,Jewell Williams,Christopher Sawyer,Cindy Bass,Michael Galganski,21
Jewell Williams,186,0,0,0,21
Christopher Sawyer,,19,0,0,21
Cindy Bass,,,0,0,21
Michael Galganski,,,,0,21
Total,186,19,0,0,21
,Sheriff,,District Council 8th District,,22
,Jewell Williams,Christopher Sawyer,Cindy Bass,Michael Galganski,22
Jewell Williams,186,0,0,0,22
Christopher Sawyer,,5,0,0,22
Cindy Bass,,,0,0,22
Michael Galganski,,,,0,22
Total,186,5,0,0,22
,Sheriff,,District Council 8th District,,All
,Jewell Williams,Christopher Sawyer,Cindy Bass,Michael Galganski,All
Jewell Williams,"2,090",0,"1,163",4,All
Christopher Sawyer,,140,12,7,All
Cindy Bass,,,92,0,All
Michael Galganski,,,,5,All
Total,"3,257",159,"1,267",16,All
