col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,division
,Justice Of The Supreme Court,,,,,,,Council At Large,,,,,,,,,,,,,,All
,Christine Donohue,David Wecht,Kevin M Dougherty,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Helen Gym,Derek S Green,William K Greenlee,Allan Domb,Blondell Reynolds Brown,Andrew C Stober,David Oh,Kristin Combs,Terry Tracy,Dennis M O Brien,Al Taubenberger,Daniel Tinney,Sheila E Armstrong,John Staggs,All
Christine Donohue,8,"3,673","3,362",298,60,30,55,"3,224","2,854","2,607","2,452","2,480",864,398,705,366,241,213,151,120,81,All
David Wecht,,7,"3,327",275,43,35,56,"3,179","2,827","2,596","2,442","2,444",856,383,689,336,224,203,141,107,74,All
Kevin M Dougherty,,,37,73,51,41,56,"3,001","2,718","2,591","2,319","2,482",680,396,643,225,247,173,143,107,69,All
Judy Olson,,,,1,355,342,19,241,195,90,263,81,179,340,51,462,325,355,311,33,12,All
Anne Covey,,,,,1,305,11,66,49,45,96,30,40,272,22,300,273,290,273,21,2,All
Mike George,,,,,,0,11,44,37,31,83,21,30,258,18,289,274,287,262,17,1,All
Paul P Panepinto,,,,,,,1,60,48,42,50,35,42,36,32,33,31,26,24,23,11,All
Helen Gym,,,,,,,,4,"2,732","2,491","2,305","2,376",722,259,607,282,125,106,80,89,63,All
Derek S Green,,,,,,,,,2,"2,393","2,177","2,320",545,203,440,232,104,67,58,48,26,All
William K Greenlee,,,,,,,,,,2,"1,994","2,256",327,215,396,73,118,76,51,45,27,All
Allan Domb,,,,,,,,,,,7,"1,862",432,242,187,279,154,152,97,50,25,All
Blondell Reynolds Brown,,,,,,,,,,,,8,297,178,366,55,61,54,31,42,20,All
Andrew C Stober,,,,,,,,,,,,,2,83,293,224,53,57,40,70,44,All
David Oh,,,,,,,,,,,,,,5,61,320,355,327,300,28,9,All
Kristin Combs,,,,,,,,,,,,,,,1,46,36,37,21,99,69,All
Terry Tracy,,,,,,,,,,,,,,,,1,333,348,342,19,9,All
Dennis M O Brien,,,,,,,,,,,,,,,,,1,348,332,15,1,All
Al Taubenberger,,,,,,,,,,,,,,,,,,0,334,20,3,All
Daniel Tinney,,,,,,,,,,,,,,,,,,,0,12,2,All
Sheila E Armstrong,,,,,,,,,,,,,,,,,,,,0,33,All
John Staggs,,,,,,,,,,,,,,,,,,,,,1,All
Total,"3,944","3,871","3,798",715,431,398,122,"3,469","3,074","2,822","2,730","2,695",965,767,753,707,588,551,459,153,92,All
,Justice Of The Supreme Court,,,,,,,Council At Large,,,,,,,,,,,,,,1
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,Helen Gym,Derek S Green,William K Greenlee,Blondell Reynolds Brown,Allan Domb,Andrew C Stober,Kristin Combs,David Oh,Terry Tracy,Al Taubenberger,Dennis M O Brien,Daniel Tinney,Sheila E Armstrong,John Staggs,1
Kevin M Dougherty,3,228,222,3,2,2,6,229,213,208,200,192,25,26,15,10,9,6,6,10,2,1
Christine Donohue,,0,233,9,2,2,5,223,207,201,190,186,31,26,15,14,10,11,7,8,2,1
David Wecht,,,0,6,2,1,2,221,208,206,188,189,28,26,12,9,7,8,5,7,1,1
Judy Olson,,,,0,12,9,0,5,5,3,4,5,4,2,12,17,11,13,12,0,0,1
Mike George,,,,,0,9,0,3,4,3,3,3,1,1,9,10,10,9,10,0,0,1
Anne Covey,,,,,,0,1,5,5,2,3,4,1,0,6,9,7,7,7,0,0,1
Paul P Panepinto,,,,,,,0,7,4,3,6,5,4,0,3,3,1,1,1,1,1,1
Helen Gym,,,,,,,,1,216,207,198,194,26,24,9,9,3,4,2,9,2,1
Derek S Green,,,,,,,,,1,200,193,187,18,22,9,7,3,3,3,4,1,1
William K Greenlee,,,,,,,,,,0,188,183,14,22,6,0,6,4,3,5,1,1
Blondell Reynolds Brown,,,,,,,,,,,0,174,10,17,9,3,2,1,2,5,1,1
Allan Domb,,,,,,,,,,,,1,16,4,9,7,6,5,2,5,0,1
Andrew C Stober,,,,,,,,,,,,,0,4,1,9,1,3,1,5,1,1
Kristin Combs,,,,,,,,,,,,,,0,1,2,1,1,1,4,1,1
David Oh,,,,,,,,,,,,,,,0,15,14,13,13,1,0,1
Terry Tracy,,,,,,,,,,,,,,,,0,13,15,13,0,0,1
Al Taubenberger,,,,,,,,,,,,,,,,,0,13,13,1,0,1
Dennis M O Brien,,,,,,,,,,,,,,,,,,0,12,0,0,1
Daniel Tinney,,,,,,,,,,,,,,,,,,,0,0,0,1
Sheila E Armstrong,,,,,,,,,,,,,,,,,,,,0,1,1
John Staggs,,,,,,,,,,,,,,,,,,,,,1,1
Total,260,251,242,20,14,12,8,248,230,220,213,209,33,28,27,25,20,20,17,10,3,1
,Justice Of The Supreme Court,,,,,,,Council At Large,,,,,,,,,,,,,,2
,Kevin M Dougherty,David Wecht,Christine Donohue,Judy Olson,Mike George,Paul P Panepinto,Anne Covey,Helen Gym,Derek S Green,William K Greenlee,Allan Domb,Blondell Reynolds Brown,Andrew C Stober,Kristin Combs,David Oh,Terry Tracy,Al Taubenberger,Dennis M O Brien,Daniel Tinney,Sheila E Armstrong,John Staggs,2
Kevin M Dougherty,2,249,246,3,4,7,1,225,201,198,181,182,45,51,29,18,14,15,13,7,2,2
David Wecht,,1,263,11,2,6,0,235,206,193,187,172,51,52,23,21,13,13,11,6,4,2
Christine Donohue,,,0,13,3,6,1,228,207,192,187,172,51,52,26,22,15,13,11,8,3,2
Judy Olson,,,,1,11,1,8,9,8,6,16,2,7,1,12,15,9,6,6,1,1,2
Mike George,,,,,0,2,9,4,3,3,4,1,3,2,10,13,8,7,7,0,0,2
Paul P Panepinto,,,,,,0,1,9,6,7,7,7,0,1,4,2,4,5,3,1,0,2
Anne Covey,,,,,,,0,0,2,3,3,1,1,1,6,9,7,5,5,0,0,2
Helen Gym,,,,,,,,0,200,182,180,162,51,43,22,22,6,12,8,5,4,2
Derek S Green,,,,,,,,,0,173,165,160,35,32,17,20,7,9,5,2,1,2
William K Greenlee,,,,,,,,,,0,158,162,23,33,19,7,6,10,5,3,0,2
Allan Domb,,,,,,,,,,,1,142,30,22,15,14,11,9,6,3,2,2
Blondell Reynolds Brown,,,,,,,,,,,,0,15,20,16,3,4,2,6,2,0,2
Andrew C Stober,,,,,,,,,,,,,0,20,5,15,2,2,1,2,1,2
Kristin Combs,,,,,,,,,,,,,,0,2,6,4,3,2,4,3,2
David Oh,,,,,,,,,,,,,,,0,13,13,12,11,2,0,2
Terry Tracy,,,,,,,,,,,,,,,,0,9,9,9,2,2,2
