col_1,col_2,col_3,col_4,division
,District Council 3rd District,Register Of Wills,,1
,Jannie L Blackwell,Ronald R Donatucci,Ross Feinberg,1
Jannie L Blackwell,16,105,4,1
Ronald R Donatucci,,14,0,1
Ross Feinberg,,,3,1
Total,125,119,7,1
,District Council 3rd District,Register Of Wills,,2
,Jannie L Blackwell,Ronald R Donatucci,Ross Feinberg,2
Jannie L Blackwell,17,90,1,2
Ronald R Donatucci,,7,0,2
Ross Feinberg,,,1,2
Total,108,97,2,2
,District Council 3rd District,Register Of Wills,,3
,Jannie L Blackwell,Ronald R Donatucci,Ross Feinberg,3
Jannie L Blackwell,6,109,4,3
Ronald R Donatucci,,8,0,3
Ross Feinberg,,,4,3
Total,119,117,8,3
,District Council 3rd District,Register Of Wills,,4
,Jannie L Blackwell,Ronald R Donatucci,Ross Feinberg,4
Jannie L Blackwell,13,121,2,4
Ronald R Donatucci,,7,0,4
Ross Feinberg,,,1,4
Total,136,128,3,4
,District Council 3rd District,Register Of Wills,,5
,Jannie L Blackwell,Ronald R Donatucci,Ross Feinberg,5
Jannie L Blackwell,15,64,1,5
Ronald R Donatucci,,2,0,5
Ross Feinberg,,,2,5
Total,80,66,3,5
,District Council 3rd District,Register Of Wills,,6
,Jannie L Blackwell,Ronald R Donatucci,Ross Feinberg,6
Jannie L Blackwell,24,86,1,6
Ronald R Donatucci,,12,0,6
Ross Feinberg,,,1,6
Total,111,98,2,6
,District Council 3rd District,Register Of Wills,,7
,Jannie L Blackwell,Ronald R Donatucci,Ross Feinberg,7
Jannie L Blackwell,15,118,2,7
Ronald R Donatucci,,14,0,7
Ross Feinberg,,,1,7
Total,135,132,3,7
,District Council 3rd District,Register Of Wills,,8
,Jannie L Blackwell,Ronald R Donatucci,Ross Feinberg,8
Jannie L Blackwell,8,63,2,8
Ronald R Donatucci,,2,0,8
Ross Feinberg,,,1,8
Total,73,65,3,8
,District Council 3rd District,Register Of Wills,,9
,Jannie L Blackwell,Ronald R Donatucci,Ross Feinberg,9
Jannie L Blackwell,6,69,2,9
Ronald R Donatucci,,3,0,9
Ross Feinberg,,,1,9
Total,77,72,3,9
,District Council 3rd District,Register Of Wills,,10
,Jannie L Blackwell,Ronald R Donatucci,Ross Feinberg,10
Jannie L Blackwell,12,54,1,10
Ronald R Donatucci,,6,0,10
Ross Feinberg,,,2,10
Total,67,60,3,10
,District Council 3rd District,Register Of Wills,,11
,Jannie L Blackwell,Ronald R Donatucci,Ross Feinberg,11
Jannie L Blackwell,19,95,0,11
Ronald R Donatucci,,12,0,11
Ross Feinberg,,,5,11
Total,114,107,5,11
,District Council 3rd District,Register Of Wills,,12
,Jannie L Blackwell,Ronald R Donatucci,Ross Feinberg,12
Jannie L Blackwell,13,65,0,12
Ronald R Donatucci,,3,0,12
Ross Feinberg,,,0,12
Total,78,68,0,12
,District Council 3rd District,Register Of Wills,,13
,Jannie L Blackwell,Ronald R Donatucci,Ross Feinberg,13
Jannie L Blackwell,11,88,3,13
Ronald R Donatucci,,10,0,13
Ross Feinberg,,,0,13
Total,102,98,3,13
,District Council 3rd District,Register Of Wills,,14
,Jannie L Blackwell,Ronald R Donatucci,Ross Feinberg,14
Jannie L Blackwell,11,71,2,14
Ronald R Donatucci,,10,0,14
Ross Feinberg,,,3,14
Total,84,81,5,14
,District Council 3rd District,Register Of Wills,,15
,Jannie L Blackwell,Ronald R Donatucci,Ross Feinberg,15
Jannie L Blackwell,19,77,2,15
Ronald R Donatucci,,4,0,15
Ross Feinberg,,,1,15
Total,98,81,3,15
,District Council 3rd District,Register Of Wills,,16
,Jannie L Blackwell,Ronald R Donatucci,Ross Feinberg,16
Jannie L Blackwell,27,81,1,16
Ronald R Donatucci,,6,0,16
Ross Feinberg,,,0,16
Total,109,87,1,16
,District Council 3rd District,Register Of Wills,,17
,Jannie L Blackwell,Ronald R Donatucci,Ross Feinberg,17
Jannie L Blackwell,16,111,1,17
Ronald R Donatucci,,2,0,17
Ross Feinberg,,,3,17
Total,128,113,4,17
,District Council 3rd District,Register Of Wills,,18
,Jannie L Blackwell,Ronald R Donatucci,Ross Feinberg,18
Jannie L Blackwell,22,137,1,18
Ronald R Donatucci,,5,0,18
Ross Feinberg,,,0,18
Total,160,142,1,18
,District Council 3rd District,Register Of Wills,,All
,Jannie L Blackwell,Ronald R Donatucci,Ross Feinberg,All
Jannie L Blackwell,270,"1,604",30,All
Ronald R Donatucci,,127,0,All
Ross Feinberg,,,29,All
Total,"1,904","1,731",59,All
