col_1,col_2,col_3,col_4,division
,District Council 1st District,Judge Of The Commonwealth Court,,1
,Mark F Squilla,Michael Wojcik,Paul Lalley,1
Mark F Squilla,24,53,7,1
Michael Wojcik,,1,0,1
Paul Lalley,,,6,1
Total,84,54,13,1
,District Council 1st District,Judge Of The Commonwealth Court,,2
,Mark F Squilla,Michael Wojcik,Paul Lalley,2
Mark F Squilla,85,57,0,2
Michael Wojcik,,3,0,2
Paul Lalley,,,2,2
Total,142,60,2,2
,District Council 1st District,Judge Of The Commonwealth Court,,3
,Mark F Squilla,Michael Wojcik,Paul Lalley,3
Mark F Squilla,87,136,11,3
Michael Wojcik,,5,0,3
Paul Lalley,,,7,3
Total,234,141,18,3
,District Council 1st District,Judge Of The Commonwealth Court,,4
,Mark F Squilla,Michael Wojcik,Paul Lalley,4
Mark F Squilla,21,62,5,4
Michael Wojcik,,2,0,4
Paul Lalley,,,15,4
Total,88,64,20,4
,District Council 1st District,Judge Of The Commonwealth Court,,5
,Mark F Squilla,Michael Wojcik,Paul Lalley,5
Mark F Squilla,19,75,4,5
Michael Wojcik,,6,0,5
Paul Lalley,,,5,5
Total,98,81,9,5
,District Council 1st District,Judge Of The Commonwealth Court,,6
,Mark F Squilla,Michael Wojcik,Paul Lalley,6
Mark F Squilla,111,122,5,6
Michael Wojcik,,9,0,6
Paul Lalley,,,6,6
Total,238,131,11,6
,District Council 1st District,Judge Of The Commonwealth Court,,7
,Mark F Squilla,Michael Wojcik,Paul Lalley,7
Mark F Squilla,260,132,16,7
Michael Wojcik,,5,0,7
Paul Lalley,,,10,7
Total,408,137,26,7
,District Council 1st District,Judge Of The Commonwealth Court,,8
,Mark F Squilla,Michael Wojcik,Paul Lalley,8
Mark F Squilla,87,112,6,8
Michael Wojcik,,7,0,8
Paul Lalley,,,7,8
Total,205,119,13,8
,District Council 1st District,Judge Of The Commonwealth Court,,9
,Mark F Squilla,Michael Wojcik,Paul Lalley,9
Mark F Squilla,17,100,1,9
Michael Wojcik,,2,0,9
Paul Lalley,,,0,9
Total,118,102,1,9
,District Council 1st District,Judge Of The Commonwealth Court,,10
,Mark F Squilla,Michael Wojcik,Paul Lalley,10
Mark F Squilla,26,88,5,10
Michael Wojcik,,7,0,10
Paul Lalley,,,5,10
Total,119,95,10,10
,District Council 1st District,Judge Of The Commonwealth Court,,11
,Mark F Squilla,Michael Wojcik,Paul Lalley,11
Mark F Squilla,32,22,0,11
Michael Wojcik,,1,0,11
Paul Lalley,,,0,11
Total,54,23,0,11
,District Council 1st District,Judge Of The Commonwealth Court,,12
,Mark F Squilla,Michael Wojcik,Paul Lalley,12
Mark F Squilla,20,40,2,12
Michael Wojcik,,2,0,12
Paul Lalley,,,8,12
Total,62,42,10,12
,District Council 1st District,Judge Of The Commonwealth Court,,13
,Mark F Squilla,Michael Wojcik,Paul Lalley,13
Mark F Squilla,15,99,6,13
Michael Wojcik,,5,0,13
Paul Lalley,,,1,13
Total,120,104,7,13
,Judge Of The Commonwealth Court,,District Council 1st District,14
,Michael Wojcik,Paul Lalley,Mark F Squilla,14
Michael Wojcik,41,0,0,14
Paul Lalley,,40,0,14
Mark F Squilla,,,0,14
Total,41,40,0,14
,District Council 1st District,Judge Of The Commonwealth Court,,15
,Mark F Squilla,Michael Wojcik,Paul Lalley,15
Mark F Squilla,160,155,6,15
Michael Wojcik,,5,0,15
Paul Lalley,,,7,15
Total,321,160,13,15
,District Council 1st District,Judge Of The Commonwealth Court,,16
,Mark F Squilla,Michael Wojcik,Paul Lalley,16
Mark F Squilla,8,26,2,16
Michael Wojcik,,3,0,16
Paul Lalley,,,6,16
Total,36,29,8,16
,District Council 1st District,Judge Of The Commonwealth Court,,17
,Mark F Squilla,Michael Wojcik,Paul Lalley,17
Mark F Squilla,11,35,7,17
Michael Wojcik,,1,0,17
Paul Lalley,,,8,17
Total,53,36,15,17
,District Council 1st District,Judge Of The Commonwealth Court,,18
,Mark F Squilla,Michael Wojcik,Paul Lalley,18
Mark F Squilla,6,64,3,18
Michael Wojcik,,5,0,18
Paul Lalley,,,5,18
Total,73,69,8,18
,District Council 1st District,Judge Of The Commonwealth Court,,19
,Mark F Squilla,Michael Wojcik,Paul Lalley,19
Mark F Squilla,21,46,0,19
Michael Wojcik,,2,0,19
Paul Lalley,,,2,19
Total,67,48,2,19
,District Council 1st District,Judge Of The Commonwealth Court,,20
,Mark F Squilla,Michael Wojcik,Paul Lalley,20
Mark F Squilla,139,144,6,20
Michael Wojcik,,6,0,20
Paul Lalley,,,8,20
Total,289,150,14,20
,District Council 1st District,Judge Of The Commonwealth Court,,21
,Mark F Squilla,Michael Wojcik,Paul Lalley,21
Mark F Squilla,242,86,3,21
Michael Wojcik,,6,0,21
Paul Lalley,,,8,21
Total,331,92,11,21
,District Council 1st District,Judge Of The Commonwealth Court,,22
,Mark F Squilla,Michael Wojcik,Paul Lalley,22
Mark F Squilla,45,77,5,22
Michael Wojcik,,8,0,22
Paul Lalley,,,3,22
Total,127,85,8,22
