col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,District Council 6th District,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,All
,Bobby Henon,Ken Powell,Vincent Furlong,Tracy B Roman,Michael Fanning,Mia Roberts Perez,Kai Scott,Stephanie M Sawyer,Abbe Fletman,Scott Diclaudio,Lyris Younge,Chris Mallios,Daine Grey Jr,Rainy Papademetriou,All
Bobby Henon,295,"1,003",551,970,908,887,869,858,844,817,809,786,775,720,All
Ken Powell,,9,303,890,815,835,853,782,822,764,801,761,748,683,All
Vincent Furlong,,,455,304,328,249,255,306,240,292,228,282,262,204,All
Tracy B Roman,,,,15,800,854,844,810,831,770,809,759,757,689,All
Michael Fanning,,,,,7,739,753,801,729,787,717,766,764,692,All
Mia Roberts Perez,,,,,,4,828,748,805,726,784,735,725,683,All
Kai Scott,,,,,,,4,746,827,727,806,740,736,691,All
Stephanie M Sawyer,,,,,,,,2,735,778,709,771,768,694,All
Abbe Fletman,,,,,,,,,2,716,787,723,721,683,All
Scott Diclaudio,,,,,,,,,,4,708,763,742,685,All
Lyris Younge,,,,,,,,,,,1,710,707,658,All
Chris Mallios,,,,,,,,,,,,2,740,695,All
Daine Grey Jr,,,,,,,,,,,,,0,681,All
Rainy Papademetriou,,,,,,,,,,,,,,4,All
Total,"1,829","1,087","1,063","1,058",993,955,935,925,901,880,860,852,832,772,All
,District Council 6th District,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,1
,Bobby Henon,Ken Powell,Tracy B Roman,Mia Roberts Perez,Kai Scott,Lyris Younge,Abbe Fletman,Chris Mallios,Stephanie M Sawyer,Michael Fanning,Scott Diclaudio,Rainy Papademetriou,Daine Grey Jr,Vincent Furlong,1
Bobby Henon,13,63,63,64,59,57,54,51,50,48,47,47,45,19,1
Ken Powell,,1,63,58,61,59,57,51,48,48,50,48,45,11,1
Tracy B Roman,,,0,60,62,59,60,51,51,50,51,48,47,11,1
Mia Roberts Perez,,,,0,59,56,57,49,48,46,47,48,47,11,1
Kai Scott,,,,,0,59,60,53,49,47,50,51,49,13,1
Lyris Younge,,,,,,0,57,49,48,46,49,47,46,12,1
Abbe Fletman,,,,,,,0,49,47,46,49,48,46,11,1
Chris Mallios,,,,,,,,0,52,48,51,51,49,13,1
Stephanie M Sawyer,,,,,,,,,0,49,49,46,48,13,1
Michael Fanning,,,,,,,,,,0,49,44,44,11,1
Scott Diclaudio,,,,,,,,,,,0,47,47,12,1
Rainy Papademetriou,,,,,,,,,,,,0,47,11,1
Daine Grey Jr,,,,,,,,,,,,,0,12,1
Vincent Furlong,,,,,,,,,,,,,,26,1
Total,100,72,72,71,66,63,61,58,58,54,53,52,51,48,1
,District Council 6th District,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,2
,Bobby Henon,Ken Powell,Tracy B Roman,Michael Fanning,Kai Scott,Mia Roberts Perez,Scott Diclaudio,Stephanie M Sawyer,Chris Mallios,Abbe Fletman,Daine Grey Jr,Vincent Furlong,Lyris Younge,Rainy Papademetriou,2
Bobby Henon,25,103,104,89,90,89,88,88,85,87,84,47,81,79,2
Ken Powell,,1,95,89,88,86,84,82,86,84,85,31,83,77,2
Tracy B Roman,,,1,89,90,91,88,88,86,88,86,28,85,80,2
Michael Fanning,,,,0,85,81,86,85,88,79,87,31,78,79,2
Kai Scott,,,,,0,85,80,82,83,84,82,24,86,80,2
Mia Roberts Perez,,,,,,0,81,80,82,83,80,21,82,79,2
Scott Diclaudio,,,,,,,1,84,88,78,82,28,77,79,2
Stephanie M Sawyer,,,,,,,,0,84,77,84,26,75,76,2
Chris Mallios,,,,,,,,,0,78,83,29,78,79,2
Abbe Fletman,,,,,,,,,,0,77,21,81,76,2
Daine Grey Jr,,,,,,,,,,,0,25,78,78,2
Vincent Furlong,,,,,,,,,,,,35,20,19,2
Lyris Younge,,,,,,,,,,,,,0,75,2
Rainy Papademetriou,,,,,,,,,,,,,,0,2
Total,171,114,113,100,98,96,96,95,94,92,92,90,88,86,2
,District Council 6th District,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,3
,Bobby Henon,Tracy B Roman,Ken Powell,Mia Roberts Perez,Vincent Furlong,Abbe Fletman,Kai Scott,Stephanie M Sawyer,Lyris Younge,Michael Fanning,Daine Grey Jr,Scott Diclaudio,Chris Mallios,Rainy Papademetriou,3
Bobby Henon,10,56,54,53,35,51,49,48,46,47,45,43,42,39,3
Tracy B Roman,,4,48,49,21,48,46,48,47,43,44,45,44,36,3
Ken Powell,,,0,44,18,45,48,41,46,44,43,40,40,34,3
Mia Roberts Perez,,,,0,18,45,46,42,43,41,43,40,42,36,3
Vincent Furlong,,,,,16,16,17,21,15,17,16,18,17,11,3
Abbe Fletman,,,,,,0,48,41,46,43,43,40,41,37,3
Kai Scott,,,,,,,1,40,47,44,44,40,41,37,3
Stephanie M Sawyer,,,,,,,,0,40,40,41,42,41,35,3
Lyris Younge,,,,,,,,,0,42,43,41,41,35,3
Michael Fanning,,,,,,,,,,0,44,40,39,35,3
Daine Grey Jr,,,,,,,,,,,0,40,41,36,3
Scott Diclaudio,,,,,,,,,,,,0,41,35,3
Chris Mallios,,,,,,,,,,,,,0,35,3
Rainy Papademetriou,,,,,,,,,,,,,,0,3
Total,101,64,58,55,54,53,53,51,50,49,47,46,44,39,3
,District Council 6th District,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,4
,Bobby Henon,Ken Powell,Tracy B Roman,Michael Fanning,Mia Roberts Perez,Scott Diclaudio,Lyris Younge,Abbe Fletman,Stephanie M Sawyer,Chris Mallios,Kai Scott,Vincent Furlong,Daine Grey Jr,Rainy Papademetriou,4
Bobby Henon,22,61,57,54,49,50,49,48,46,45,46,23,44,41,4
Ken Powell,,1,52,45,48,44,48,46,43,42,47,11,44,40,4
Tracy B Roman,,,1,44,49,44,51,48,45,44,48,13,43,41,4
Michael Fanning,,,,0,39,47,41,40,44,42,40,12,41,39,4
Mia Roberts Perez,,,,,0,40,48,46,42,40,46,10,41,40,4
Scott Diclaudio,,,,,,0,41,42,45,44,40,13,41,40,4
Lyris Younge,,,,,,,0,47,42,41,48,10,41,41,4
Abbe Fletman,,,,,,,,0,41,41,46,10,40,39,4
Stephanie M Sawyer,,,,,,,,,0,43,40,12,43,40,4
Chris Mallios,,,,,,,,,,0,40,11,39,39,4
Kai Scott,,,,,,,,,,,0,9,40,39,4
Vincent Furlong,,,,,,,,,,,,21,10,8,4
Daine Grey Jr,,,,,,,,,,,,,0,39,4
Rainy Papademetriou,,,,,,,,,,,,,,0,4
Total,112,65,62,56,53,52,51,50,50,48,48,48,47,42,4
,District Council 6th District,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,5
