col_1,col_2,col_3,division
,District Council 8th District,,1
,Cindy Bass,Michael Galganski,1
Cindy Bass,129,0,1
Michael Galganski,,1,1
Total,129,1,1
,District Council 8th District,,2
,Cindy Bass,Michael Galganski,2
Cindy Bass,137,0,2
Michael Galganski,,0,2
Total,137,0,2
,District Council 8th District,,3
,Cindy Bass,Michael Galganski,3
Cindy Bass,158,0,3
Michael Galganski,,0,3
Total,158,0,3
,District Council 8th District,,4
,Cindy Bass,Michael Galganski,4
Cindy Bass,161,0,4
Michael Galganski,,0,4
Total,161,0,4
,District Council 8th District,,5
,Cindy Bass,Michael Galganski,5
Cindy Bass,140,0,5
Michael Galganski,,3,5
Total,140,3,5
,District Council 8th District,,6
,Cindy Bass,Michael Galganski,6
Cindy Bass,125,0,6
Michael Galganski,,2,6
Total,125,2,6
,District Council 8th District,,7
,Cindy Bass,Michael Galganski,7
Cindy Bass,153,0,7
Michael Galganski,,0,7
Total,153,0,7
,District Council 8th District,,8
,Cindy Bass,Michael Galganski,8
Cindy Bass,136,0,8
Michael Galganski,,0,8
Total,136,0,8
,District Council 8th District,,9
,Cindy Bass,Michael Galganski,9
Cindy Bass,136,0,9
Michael Galganski,,2,9
Total,136,2,9
,District Council 8th District,,10
,Cindy Bass,Michael Galganski,10
Cindy Bass,157,0,10
Michael Galganski,,1,10
Total,157,1,10
,District Council 8th District,,11
,Cindy Bass,Michael Galganski,11
Cindy Bass,125,0,11
Michael Galganski,,2,11
Total,125,2,11
,District Council 8th District,,12
,Cindy Bass,Michael Galganski,12
Cindy Bass,168,0,12
Michael Galganski,,2,12
Total,168,2,12
,District Council 8th District,,13
,Cindy Bass,Michael Galganski,13
Cindy Bass,115,0,13
Michael Galganski,,1,13
Total,115,1,13
,District Council 8th District,,14
,Cindy Bass,Michael Galganski,14
Cindy Bass,161,0,14
Michael Galganski,,2,14
Total,161,2,14
,District Council 8th District,,15
,Cindy Bass,Michael Galganski,15
Cindy Bass,134,0,15
Michael Galganski,,0,15
Total,134,0,15
,District Council 8th District,,16
,Cindy Bass,Michael Galganski,16
Cindy Bass,82,0,16
Michael Galganski,,0,16
Total,82,0,16
,District Council 8th District,,17
,Cindy Bass,Michael Galganski,17
Cindy Bass,96,0,17
Michael Galganski,,0,17
Total,96,0,17
,District Council 8th District,,18
,Cindy Bass,Michael Galganski,18
Cindy Bass,116,0,18
Michael Galganski,,0,18
Total,116,0,18
,District Council 8th District,,19
,Cindy Bass,Michael Galganski,19
Cindy Bass,142,0,19
Michael Galganski,,1,19
Total,142,1,19
,District Council 8th District,,20
,Cindy Bass,Michael Galganski,20
Cindy Bass,171,0,20
Michael Galganski,,5,20
Total,171,5,20
,District Council 8th District,,21
,Cindy Bass,Michael Galganski,21
Cindy Bass,178,0,21
Michael Galganski,,1,21
Total,178,1,21
,District Council 8th District,,22
,Cindy Bass,Michael Galganski,22
Cindy Bass,123,0,22
Michael Galganski,,4,22
Total,123,4,22
,District Council 8th District,,23
,Cindy Bass,Michael Galganski,23
Cindy Bass,66,0,23
Michael Galganski,,2,23
Total,66,2,23
,District Council 8th District,,24
,Cindy Bass,Michael Galganski,24
Cindy Bass,162,0,24
Michael Galganski,,2,24
Total,162,2,24
,District Council 8th District,,25
,Cindy Bass,Michael Galganski,25
Cindy Bass,114,0,25
Michael Galganski,,2,25
Total,114,2,25
,District Council 8th District,,26
,Cindy Bass,Michael Galganski,26
Cindy Bass,53,0,26
Michael Galganski,,0,26
Total,53,0,26
,District Council 8th District,,27
,Cindy Bass,Michael Galganski,27
Cindy Bass,113,0,27
Michael Galganski,,1,27
Total,113,1,27
,District Council 8th District,,28
,Cindy Bass,Michael Galganski,28
Cindy Bass,103,0,28
Michael Galganski,,1,28
Total,103,1,28
,District Council 8th District,,29
,Cindy Bass,Michael Galganski,29
Cindy Bass,123,0,29
Michael Galganski,,1,29
Total,123,1,29
,District Council 8th District,,All
,Cindy Bass,Michael Galganski,All
Cindy Bass,"3,777",0,All
Michael Galganski,,36,All
Total,"3,777",36,All
