col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,Council At Large,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,1
,Helen Gym,Derek S Green,Blondell Reynolds Brown,William K Greenlee,Allan Domb,Andrew C Stober,Kristin Combs,Al Taubenberger,Dennis M O Brien,Terry Tracy,David Oh,Daniel Tinney,John Staggs,Sheila E Armstrong,Abbe Fletman,Kai Scott,Chris Mallios,Mia Roberts Perez,Ken Powell,Rainy Papademetriou,Lyris Younge,Tracy B Roman,Stephanie M Sawyer,Daine Grey Jr,Michael Fanning,Scott Diclaudio,Vincent Furlong,1
Helen Gym,1,39,30,33,27,25,10,6,6,5,2,0,3,3,48,43,41,39,39,40,37,36,36,32,31,29,3,1
Derek S Green,,0,32,33,29,11,6,2,1,3,0,0,2,0,37,37,34,33,33,34,31,31,30,28,28,27,2,1
Blondell Reynolds Brown,,,1,28,22,6,3,3,1,0,1,1,1,0,32,31,29,31,29,28,28,27,28,26,26,25,3,1
William K Greenlee,,,,0,22,9,4,0,0,0,0,0,2,0,33,32,30,29,30,31,28,26,28,26,24,24,1,1
Allan Domb,,,,,0,4,1,1,0,3,0,0,1,0,27,26,25,26,24,24,25,27,24,22,23,23,1,1
Andrew C Stober,,,,,,0,9,2,3,4,0,0,2,2,23,20,19,13,15,18,13,12,13,12,11,9,1,1
Kristin Combs,,,,,,,0,0,0,1,0,0,2,1,10,10,8,9,10,9,9,10,7,7,6,6,0,1
Al Taubenberger,,,,,,,,0,9,6,7,5,0,1,7,5,5,6,5,3,6,5,4,3,4,2,7,1
Dennis M O Brien,,,,,,,,,0,6,6,4,0,1,6,4,4,4,4,3,5,3,3,3,3,2,6,1
Terry Tracy,,,,,,,,,,0,5,4,0,0,4,4,2,3,3,2,3,3,1,1,1,0,5,1
David Oh,,,,,,,,,,,0,5,0,0,3,2,1,2,2,0,3,2,0,0,0,0,5,1
Daniel Tinney,,,,,,,,,,,,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,5,1
John Staggs,,,,,,,,,,,,,0,1,4,4,4,4,4,4,4,4,4,4,4,4,0,1
Sheila E Armstrong,,,,,,,,,,,,,,0,2,2,2,3,2,2,2,3,3,2,2,2,0,1
Abbe Fletman,,,,,,,,,,,,,,,0,51,47,43,45,44,42,39,38,35,35,33,4,1
Kai Scott,,,,,,,,,,,,,,,,1,45,42,45,44,40,38,36,35,34,33,4,1
Chris Mallios,,,,,,,,,,,,,,,,,0,37,39,44,35,33,37,35,35,33,3,1
Mia Roberts Perez,,,,,,,,,,,,,,,,,,0,41,37,42,42,40,37,35,33,4,1
Ken Powell,,,,,,,,,,,,,,,,,,,0,39,39,37,35,34,33,32,3,1
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,0,35,33,37,36,34,33,3,1
Lyris Younge,,,,,,,,,,,,,,,,,,,,,0,40,37,35,33,33,4,1
Tracy B Roman,,,,,,,,,,,,,,,,,,,,,,0,36,33,32,31,3,1
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,,0,37,35,33,3,1
Daine Grey Jr,,,,,,,,,,,,,,,,,,,,,,,,0,34,32,3,1
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,,0,32,3,1
Scott Diclaudio,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,60,44,35,35,31,31,12,11,10,10,7,5,4,3,56,53,47,46,45,45,44,44,41,37,35,33,8,1
,Council At Large,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,2
