col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Judge Of The Commonwealth Court,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,1
,Michael Wojcik,Paul Lalley,Ken Powell,Mia Roberts Perez,Lyris Younge,Stephanie M Sawyer,Tracy B Roman,Michael Fanning,Scott Diclaudio,Abbe Fletman,Kai Scott,Daine Grey Jr,Rainy Papademetriou,Chris Mallios,Vincent Furlong,1
Michael Wojcik,1,0,74,74,69,69,70,69,68,67,69,66,66,64,3,1
Paul Lalley,,1,3,4,4,4,3,3,4,4,2,3,3,4,9,1
Ken Powell,,,0,71,71,70,69,69,69,69,68,67,67,66,4,1
Mia Roberts Perez,,,,0,72,71,70,70,69,69,69,67,68,67,6,1
Lyris Younge,,,,,1,69,70,69,69,70,69,68,69,68,6,1
Stephanie M Sawyer,,,,,,0,68,69,69,69,68,68,68,68,6,1
Tracy B Roman,,,,,,,0,68,67,68,68,67,68,66,5,1
Michael Fanning,,,,,,,,0,69,69,68,69,69,67,5,1
Scott Diclaudio,,,,,,,,,0,69,66,68,68,67,6,1
Abbe Fletman,,,,,,,,,,0,68,68,68,68,5,1
Kai Scott,,,,,,,,,,,0,66,67,66,3,1
Daine Grey Jr,,,,,,,,,,,,0,68,66,5,1
Rainy Papademetriou,,,,,,,,,,,,,0,67,5,1
Chris Mallios,,,,,,,,,,,,,,0,5,1
Vincent Furlong,,,,,,,,,,,,,,,1,1
Total,86,11,79,79,76,74,74,72,72,71,71,70,69,68,14,1
,Judge Of The Commonwealth Court,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,2
,Michael Wojcik,Paul Lalley,Mia Roberts Perez,Ken Powell,Tracy B Roman,Kai Scott,Lyris Younge,Abbe Fletman,Daine Grey Jr,Michael Fanning,Rainy Papademetriou,Scott Diclaudio,Stephanie M Sawyer,Chris Mallios,Vincent Furlong,2
Michael Wojcik,3,0,42,41,39,40,37,37,32,32,31,32,32,30,2,2
Paul Lalley,,0,3,1,1,0,1,1,1,1,1,1,1,1,5,2
Mia Roberts Perez,,,4,39,39,38,40,38,33,33,33,33,33,31,3,2
Ken Powell,,,,0,37,36,38,36,32,32,32,32,32,30,3,2
Tracy B Roman,,,,,1,39,38,38,33,33,32,33,33,31,3,2
Kai Scott,,,,,,0,37,37,32,32,31,32,32,30,2,2
Lyris Younge,,,,,,,0,37,33,33,32,33,33,31,3,2
Abbe Fletman,,,,,,,,0,33,33,32,33,33,31,3,2
Daine Grey Jr,,,,,,,,,0,33,32,33,33,31,3,2
Michael Fanning,,,,,,,,,,0,32,33,33,31,3,2
Rainy Papademetriou,,,,,,,,,,,0,32,32,30,3,2
Scott Diclaudio,,,,,,,,,,,,0,33,31,3,2
Stephanie M Sawyer,,,,,,,,,,,,,0,31,3,2
