col_1,col_2,col_3,col_4,col_5,division
,District Council 8th District,,Register Of Wills,,All
,Cindy Bass,Michael Galganski,Ronald R Donatucci,Ross Feinberg,All
Cindy Bass,813,0,"4,555",239,All
Michael Galganski,,29,80,105,All
Ronald R Donatucci,,,211,0,All
Ross Feinberg,,,,111,All
Total,"5,607",214,"4,846",455,All
,District Council 8th District,,Register Of Wills,,1
,Cindy Bass,Michael Galganski,Ronald R Donatucci,Ross Feinberg,1
Cindy Bass,59,0,251,21,1
Michael Galganski,,1,8,5,1
Ronald R Donatucci,,,24,0,1
Ross Feinberg,,,,9,1
Total,331,14,283,35,1
,District Council 8th District,,Register Of Wills,,2
,Cindy Bass,Michael Galganski,Ronald R Donatucci,Ross Feinberg,2
Cindy Bass,56,0,211,17,2
Michael Galganski,,6,5,12,2
Ronald R Donatucci,,,13,0,2
Ross Feinberg,,,,10,2
Total,284,23,229,39,2
,District Council 8th District,,Register Of Wills,,3
,Cindy Bass,Michael Galganski,Ronald R Donatucci,Ross Feinberg,3
Cindy Bass,25,0,144,17,3
Michael Galganski,,2,4,7,3
Ronald R Donatucci,,,10,0,3
Ross Feinberg,,,,4,3
Total,186,13,158,28,3
,District Council 8th District,,Register Of Wills,,4
,Cindy Bass,Michael Galganski,Ronald R Donatucci,Ross Feinberg,4
Cindy Bass,21,0,174,8,4
Michael Galganski,,2,2,7,4
Ronald R Donatucci,,,4,0,4
Ross Feinberg,,,,4,4
Total,203,11,180,19,4
,District Council 8th District,,Register Of Wills,,5
,Cindy Bass,Michael Galganski,Ronald R Donatucci,Ross Feinberg,5
Cindy Bass,22,0,204,15,5
Michael Galganski,,0,8,4,5
Ronald R Donatucci,,,6,0,5
Ross Feinberg,,,,11,5
Total,241,12,218,30,5
,District Council 8th District,,Register Of Wills,,6
,Cindy Bass,Michael Galganski,Ronald R Donatucci,Ross Feinberg,6
Cindy Bass,45,0,226,13,6
Michael Galganski,,0,5,11,6
Ronald R Donatucci,,,17,0,6
Ross Feinberg,,,,7,6
Total,284,16,248,31,6
,District Council 8th District,,Register Of Wills,,7
,Cindy Bass,Michael Galganski,Ronald R Donatucci,Ross Feinberg,7
Cindy Bass,29,0,169,14,7
Michael Galganski,,4,8,8,7
Ronald R Donatucci,,,13,0,7
Ross Feinberg,,,,12,7
Total,212,20,190,34,7
,District Council 8th District,,Register Of Wills,,8
,Cindy Bass,Michael Galganski,Ronald R Donatucci,Ross Feinberg,8
Cindy Bass,20,0,143,8,8
Michael Galganski,,0,1,0,8
Ronald R Donatucci,,,3,0,8
Ross Feinberg,,,,1,8
Total,171,1,147,9,8
,District Council 8th District,,Register Of Wills,,9
,Cindy Bass,Michael Galganski,Ronald R Donatucci,Ross Feinberg,9
Cindy Bass,16,0,115,5,9
Michael Galganski,,0,4,2,9
Ronald R Donatucci,,,4,0,9
Ross Feinberg,,,,0,9
Total,136,6,123,7,9
,District Council 8th District,,Register Of Wills,,10
,Cindy Bass,Michael Galganski,Ronald R Donatucci,Ross Feinberg,10
Cindy Bass,35,0,140,9,10
Michael Galganski,,1,3,3,10
Ronald R Donatucci,,,5,0,10
Ross Feinberg,,,,3,10
Total,184,7,148,15,10
,District Council 8th District,,Register Of Wills,,11
,Cindy Bass,Michael Galganski,Ronald R Donatucci,Ross Feinberg,11
Cindy Bass,17,0,97,5,11
Michael Galganski,,1,2,7,11
Ronald R Donatucci,,,2,0,11
Ross Feinberg,,,,5,11
Total,119,10,101,17,11
,District Council 8th District,,Register Of Wills,,12
,Cindy Bass,Michael Galganski,Ronald R Donatucci,Ross Feinberg,12
Cindy Bass,21,0,118,0,12
Michael Galganski,,1,1,1,12
Ronald R Donatucci,,,8,0,12
Ross Feinberg,,,,3,12
Total,139,3,127,4,12
,District Council 8th District,,Register Of Wills,,13
,Cindy Bass,Michael Galganski,Ronald R Donatucci,Ross Feinberg,13
Cindy Bass,19,0,147,1,13
Michael Galganski,,1,0,1,13
Ronald R Donatucci,,,2,0,13
Ross Feinberg,,,,0,13
Total,167,2,149,2,13
,District Council 8th District,,Register Of Wills,,14
,Cindy Bass,Michael Galganski,Ronald R Donatucci,Ross Feinberg,14
Cindy Bass,21,0,164,7,14
Michael Galganski,,2,3,2,14
Ronald R Donatucci,,,7,0,14
Ross Feinberg,,,,6,14
Total,192,7,174,15,14
,District Council 8th District,,Register Of Wills,,15
