col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,division
,Justice Of The Supreme Court,,,,,,,Council At Large,,,,,,,,,,,,,,All
,Christine Donohue,David Wecht,Kevin M Dougherty,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Helen Gym,Allan Domb,Derek S Green,William K Greenlee,Blondell Reynolds Brown,Andrew C Stober,David Oh,Terry Tracy,Al Taubenberger,Dennis M O Brien,Daniel Tinney,Kristin Combs,Sheila E Armstrong,John Staggs,All
Christine Donohue,16,"4,753","4,174",534,86,69,164,"4,135","3,623","3,473","3,147","2,983","1,219",645,662,387,369,217,581,224,136,All
David Wecht,,16,"4,139",495,56,61,156,"4,039","3,612","3,455","3,124","2,951","1,196",633,636,377,359,215,552,205,131,All
Kevin M Dougherty,,,58,113,54,40,92,"3,755","3,414","3,238","3,084","2,961",873,620,413,304,337,208,467,159,110,All
Judy Olson,,,,3,536,511,47,441,502,309,158,139,322,574,740,585,511,480,94,79,20,All
Anne Covey,,,,,1,451,29,113,176,56,60,46,65,446,439,448,402,402,35,40,8,All
Mike George,,,,,,2,33,75,133,38,51,28,49,436,458,465,429,418,28,29,4,All
Paul P Panepinto,,,,,,,0,149,151,106,109,91,107,82,72,75,68,43,81,65,38,All
Helen Gym,,,,,,,,11,"3,375","3,338","3,063","2,906",999,512,503,225,227,117,460,162,105,All
Allan Domb,,,,,,,,,18,"3,027","2,793","2,589",755,485,502,345,268,188,203,92,32,All
Derek S Green,,,,,,,,,,1,"2,893","2,778",684,270,351,135,176,82,285,63,42,All
William K Greenlee,,,,,,,,,,,4,"2,731",400,295,136,161,152,77,232,60,40,All
Blondell Reynolds Brown,,,,,,,,,,,,5,381,232,116,84,100,43,248,58,48,All
Andrew C Stober,,,,,,,,,,,,,10,140,404,119,91,47,343,158,91,All
David Oh,,,,,,,,,,,,,,9,548,584,592,503,79,56,18,All
Terry Tracy,,,,,,,,,,,,,,,0,590,519,546,63,54,10,All
Al Taubenberger,,,,,,,,,,,,,,,,1,550,530,56,55,11,All
Dennis M O Brien,,,,,,,,,,,,,,,,,0,517,45,33,5,All
Daniel Tinney,,,,,,,,,,,,,,,,,,0,16,21,4,All
Kristin Combs,,,,,,,,,,,,,,,,,,,0,183,129,All
Sheila E Armstrong,,,,,,,,,,,,,,,,,,,,1,80,All
John Staggs,,,,,,,,,,,,,,,,,,,,,0,All
Total,"5,210","5,090","4,884","1,178",639,617,301,"4,597","4,276","3,793","3,462","3,304","1,380","1,309","1,232",963,904,725,657,295,165,All
,Justice Of The Supreme Court,,,,,,,Council At Large,,,,,,,,,,,,,,1
,David Wecht,Christine Donohue,Kevin M Dougherty,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,Helen Gym,Allan Domb,Derek S Green,William K Greenlee,Blondell Reynolds Brown,Terry Tracy,Dennis M O Brien,David Oh,Al Taubenberger,Andrew C Stober,Daniel Tinney,Kristin Combs,Sheila E Armstrong,John Staggs,1
David Wecht,1,267,231,28,9,3,7,235,201,203,191,173,40,37,30,25,50,19,23,10,7,1
Christine Donohue,,0,231,33,8,5,5,235,194,199,191,169,43,37,31,28,51,19,24,11,7,1
Kevin M Dougherty,,,7,11,2,5,4,212,187,184,189,171,26,32,32,21,35,19,19,10,5,1
Judy Olson,,,,1,23,27,0,31,32,17,8,12,47,31,31,31,11,31,4,2,2,1
Mike George,,,,,0,18,0,8,8,4,3,4,22,25,21,24,0,23,1,0,0,1
Anne Covey,,,,,,0,0,7,12,2,4,3,21,24,23,23,1,24,0,1,1,1
Paul P Panepinto,,,,,,,0,5,5,4,4,2,1,4,2,0,4,1,2,1,1,1
Helen Gym,,,,,,,,0,189,195,189,172,35,30,24,17,45,14,16,6,4,1
Allan Domb,,,,,,,,,2,167,156,143,35,24,20,20,30,18,9,4,2,1
Derek S Green,,,,,,,,,,0,167,163,21,21,15,5,33,7,10,6,2,1
William K Greenlee,,,,,,,,,,,0,161,10,20,13,11,21,5,13,6,2,1
Blondell Reynolds Brown,,,,,,,,,,,,0,12,13,14,5,20,4,9,2,0,1
Terry Tracy,,,,,,,,,,,,,0,32,32,35,17,36,2,1,1,1
Dennis M O Brien,,,,,,,,,,,,,,0,35,32,4,34,4,1,1,1
David Oh,,,,,,,,,,,,,,,0,33,2,35,2,0,1,1
Al Taubenberger,,,,,,,,,,,,,,,,0,2,36,0,1,1,1
Andrew C Stober,,,,,,,,,,,,,,,,,0,1,13,4,5,1
Daniel Tinney,,,,,,,,,,,,,,,,,,0,1,2,1,1
Kristin Combs,,,,,,,,,,,,,,,,,,,0,8,8,1
Sheila E Armstrong,,,,,,,,,,,,,,,,,,,,1,6,1
John Staggs,,,,,,,,,,,,,,,,,,,,,0,1
Total,291,289,282,67,33,32,10,265,241,221,212,193,72,69,62,56,55,53,25,14,9,1
,Justice Of The Supreme Court,,,,,,,Council At Large,,,,,,,,,,,,,,2
,David Wecht,Christine Donohue,Kevin M Dougherty,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,Allan Domb,Helen Gym,Derek S Green,William K Greenlee,Terry Tracy,Blondell Reynolds Brown,Andrew C Stober,David Oh,Al Taubenberger,Dennis M O Brien,Daniel Tinney,Kristin Combs,Sheila E Armstrong,John Staggs,2
David Wecht,1,152,124,34,4,3,8,128,122,114,78,52,73,58,26,19,13,6,11,6,2,2
Christine Donohue,,0,121,27,3,1,7,118,118,111,77,46,71,54,22,16,10,8,9,4,1,2
Kevin M Dougherty,,,1,6,2,0,3,99,100,94,72,30,70,35,21,12,10,5,8,5,1,2
Judy Olson,,,,0,28,25,3,39,27,21,5,46,1,23,30,31,21,19,5,4,1,2
Mike George,,,,,0,24,1,9,5,2,2,23,0,2,26,27,22,19,3,3,0,2
Anne Covey,,,,,,0,1,7,7,1,2,21,0,2,23,24,18,17,1,1,0,2
Paul P Panepinto,,,,,,,0,11,6,2,6,5,3,4,4,5,2,1,1,3,0,2
Allan Domb,,,,,,,,1,100,91,64,50,58,50,25,22,7,7,6,6,1,2
Helen Gym,,,,,,,,,0,102,76,39,67,41,20,13,4,3,8,2,1,2
Derek S Green,,,,,,,,,,0,67,34,68,39,11,4,8,3,8,3,1,2
William K Greenlee,,,,,,,,,,,0,7,61,6,10,6,5,3,2,2,0,2
Terry Tracy,,,,,,,,,,,,0,3,42,25,34,21,26,2,2,1,2
Blondell Reynolds Brown,,,,,,,,,,,,,0,9,7,3,2,1,3,2,0,2
Andrew C Stober,,,,,,,,,,,,,,1,6,8,3,3,5,2,2,2
David Oh,,,,,,,,,,,,,,,0,33,26,20,3,3,0,2
Al Taubenberger,,,,,,,,,,,,,,,,0,22,23,1,3,0,2
Dennis M O Brien,,,,,,,,,,,,,,,,,0,19,2,1,0,2
Daniel Tinney,,,,,,,,,,,,,,,,,,0,0,0,0,2
Kristin Combs,,,,,,,,,,,,,,,,,,,0,5,1,2
Sheila E Armstrong,,,,,,,,,,,,,,,,,,,,0,1,2
John Staggs,,,,,,,,,,,,,,,,,,,,,0,2
Total,176,167,142,65,35,28,12,151,137,122,86,80,77,64,55,49,34,27,13,9,2,2
,Justice Of The Supreme Court,,,,,,,Council At Large,,,,,,,,,,,,,,3
,David Wecht,Christine Donohue,Kevin M Dougherty,Judy Olson,Mike George,Paul P Panepinto,Anne Covey,Helen Gym,Allan Domb,Derek S Green,William K Greenlee,Blondell Reynolds Brown,Terry Tracy,Andrew C Stober,David Oh,Al Taubenberger,Dennis M O Brien,Daniel Tinney,Kristin Combs,Sheila E Armstrong,John Staggs,3
David Wecht,0,217,172,29,4,12,2,192,163,143,125,114,61,62,29,23,20,15,13,10,1,3
Christine Donohue,,1,174,31,4,10,3,191,163,144,125,113,60,62,27,19,22,11,14,10,1,3
Kevin M Dougherty,,,2,3,1,6,0,159,144,124,118,106,37,41,25,17,16,12,12,9,1,3
Judy Olson,,,,0,23,4,21,25,26,19,5,5,42,18,26,27,23,20,2,1,0,3
Mike George,,,,,1,7,21,2,9,1,2,1,24,3,21,26,21,19,0,0,0,3
Paul P Panepinto,,,,,,0,1,11,17,5,8,3,10,4,9,11,11,7,1,3,0,3
Anne Covey,,,,,,,0,2,8,1,1,0,18,1,16,19,17,15,0,0,0,3
Helen Gym,,,,,,,,0,157,142,127,117,47,56,19,14,15,4,10,6,1,3
Allan Domb,,,,,,,,,2,116,101,91,41,43,27,23,19,12,8,9,0,3
Derek S Green,,,,,,,,,,0,110,99,33,37,7,5,7,4,3,4,1,3
William K Greenlee,,,,,,,,,,,0,100,13,14,10,5,7,3,3,2,0,3
Blondell Reynolds Brown,,,,,,,,,,,,0,7,13,7,4,6,0,4,5,1,3
Terry Tracy,,,,,,,,,,,,,0,37,31,35,28,29,4,2,0,3
