col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,Council At Large,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,1
,Dennis M O Brien,Al Taubenberger,Daniel Tinney,David Oh,Allan Domb,Helen Gym,William K Greenlee,Terry Tracy,Derek S Green,Blondell Reynolds Brown,Kristin Combs,Andrew C Stober,Sheila E Armstrong,John Staggs,Stephanie M Sawyer,Tracy B Roman,Ken Powell,Michael Fanning,Vincent Furlong,Chris Mallios,Mia Roberts Perez,Abbe Fletman,Kai Scott,Daine Grey Jr,Lyris Younge,Scott Diclaudio,Rainy Papademetriou,1
Dennis M O Brien,11,52,43,51,20,15,20,33,11,5,1,0,2,0,32,32,28,27,41,29,25,26,20,19,22,22,17,1
Al Taubenberger,,1,44,43,18,11,13,37,6,3,2,0,3,1,25,24,21,22,40,21,17,19,15,16,12,13,13,1
Daniel Tinney,,,3,34,11,10,6,35,6,2,2,0,1,0,27,23,21,25,42,23,18,15,14,14,13,16,9,1
David Oh,,,,1,12,8,13,31,6,5,1,0,1,1,21,20,18,19,35,21,18,17,15,14,12,15,11,1
Allan Domb,,,,,0,35,35,7,28,22,2,2,1,0,35,34,35,33,12,32,32,32,30,31,30,29,30,1
Helen Gym,,,,,,1,32,9,26,22,3,2,1,0,37,32,33,32,8,29,31,31,28,31,30,28,28,1
William K Greenlee,,,,,,,0,4,31,26,2,1,0,1,33,35,34,33,5,32,31,34,31,31,31,28,31,1
Terry Tracy,,,,,,,,1,5,1,2,3,2,0,19,18,15,15,33,16,12,12,9,11,10,12,6,1
Derek S Green,,,,,,,,,0,22,3,2,0,0,28,29,27,27,5,28,28,29,26,26,27,24,24,1
Blondell Reynolds Brown,,,,,,,,,,0,1,0,0,0,22,22,23,20,3,21,23,21,20,20,21,19,20,1
Kristin Combs,,,,,,,,,,,0,1,1,0,4,3,4,4,1,3,3,4,4,4,3,2,2,1
Andrew C Stober,,,,,,,,,,,,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
Sheila E Armstrong,,,,,,,,,,,,,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,1
John Staggs,,,,,,,,,,,,,,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1
Stephanie M Sawyer,,,,,,,,,,,,,,,0,52,49,51,23,51,45,44,39,46,41,42,38,1
Tracy B Roman,,,,,,,,,,,,,,,,0,54,46,19,47,48,48,44,42,45,41,36,1
Ken Powell,,,,,,,,,,,,,,,,,1,46,19,45,46,47,44,41,44,39,37,1
Michael Fanning,,,,,,,,,,,,,,,,,,0,19,46,41,42,41,42,40,38,38,1
Vincent Furlong,,,,,,,,,,,,,,,,,,,0,19,13,13,11,13,12,16,10,1
Chris Mallios,,,,,,,,,,,,,,,,,,,,0,44,41,38,40,39,41,38,1
Mia Roberts Perez,,,,,,,,,,,,,,,,,,,,,0,44,41,37,41,38,34,1
Abbe Fletman,,,,,,,,,,,,,,,,,,,,,,0,44,37,43,35,35,1
Kai Scott,,,,,,,,,,,,,,,,,,,,,,,0,35,39,34,34,1
Daine Grey Jr,,,,,,,,,,,,,,,,,,,,,,,,0,36,35,34,1
Lyris Younge,,,,,,,,,,,,,,,,,,,,,,,,,0,36,34,1
Scott Diclaudio,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,1
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,89,73,68,60,54,53,51,48,40,28,6,4,3,1,63,62,60,57,57,54,53,52,47,46,45,43,39,1
,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,Council At Large,,,,,,,,,,,,,,2
,Tracy B Roman,Mia Roberts Perez,Ken Powell,Michael Fanning,Kai Scott,Lyris Younge,Stephanie M Sawyer,Abbe Fletman,Vincent Furlong,Scott Diclaudio,Daine Grey Jr,Chris Mallios,Rainy Papademetriou,Allan Domb,Dennis M O Brien,Helen Gym,Derek S Green,Al Taubenberger,Blondell Reynolds Brown,William K Greenlee,David Oh,Daniel Tinney,Terry Tracy,Andrew C Stober,Kristin Combs,Sheila E Armstrong,John Staggs,2
Tracy B Roman,0,91,83,69,77,80,74,77,28,68,69,68,64,71,28,71,63,21,63,62,21,20,13,3,1,1,1,2
Mia Roberts Perez,,0,84,70,78,82,75,77,27,67,69,68,65,72,26,71,62,22,64,62,20,19,13,3,1,1,1,2
Ken Powell,,,0,75,76,80,72,78,25,68,69,66,62,72,29,66,66,24,63,61,19,20,15,2,1,1,1,2
Michael Fanning,,,,0,66,67,74,67,26,68,68,68,62,61,31,58,51,27,52,50,21,24,18,2,1,1,1,2
Kai Scott,,,,,1,73,66,72,20,62,61,63,60,65,21,62,59,15,61,56,16,14,9,3,1,1,1,2
Lyris Younge,,,,,,0,70,73,22,63,65,63,59,66,23,63,58,19,59,58,17,15,12,2,1,1,1,2
Stephanie M Sawyer,,,,,,,0,67,26,69,74,69,65,58,29,59,49,23,51,50,23,21,16,3,1,1,1,2
Abbe Fletman,,,,,,,,0,22,62,63,61,59,63,24,59,56,19,56,55,18,18,14,2,1,1,1,2
Vincent Furlong,,,,,,,,,1,25,21,24,18,19,57,17,7,54,9,12,54,47,44,2,2,2,1,2
Scott Diclaudio,,,,,,,,,,0,66,66,62,55,26,55,45,21,47,47,21,18,13,2,1,1,1,2
Daine Grey Jr,,,,,,,,,,,0,63,60,52,24,55,49,19,49,49,17,17,14,2,1,1,1,2
Chris Mallios,,,,,,,,,,,,0,60,56,22,56,46,17,51,48,18,16,12,3,1,1,1,2
Rainy Papademetriou,,,,,,,,,,,,,0,56,17,54,47,15,49,44,16,13,7,2,0,0,0,2
Allan Domb,,,,,,,,,,,,,,1,17,69,62,14,66,63,15,11,4,2,0,0,0,2
Dennis M O Brien,,,,,,,,,,,,,,,6,14,9,59,9,9,54,53,45,1,1,1,1,2
Helen Gym,,,,,,,,,,,,,,,,0,60,10,62,60,10,10,6,2,0,0,0,2
Derek S Green,,,,,,,,,,,,,,,,,0,7,62,59,2,5,2,1,0,0,0,2
Al Taubenberger,,,,,,,,,,,,,,,,,,0,6,6,49,51,48,0,0,0,0,2
Blondell Reynolds Brown,,,,,,,,,,,,,,,,,,,0,62,7,3,3,2,0,0,0,2
William K Greenlee,,,,,,,,,,,,,,,,,,,,0,5,5,2,0,0,0,0,2
David Oh,,,,,,,,,,,,,,,,,,,,,2,45,42,1,0,0,0,2
Daniel Tinney,,,,,,,,,,,,,,,,,,,,,,1,45,0,1,1,0,2
Terry Tracy,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,2
Andrew C Stober,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,2
Kristin Combs,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,2
Sheila E Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
John Staggs,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,96,95,94,84,82,82,82,81,79,76,75,72,69,92,89,81,74,73,73,70,67,66,54,3,2,2,1,2
,Council At Large,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,3
,Dennis M O Brien,Al Taubenberger,Allan Domb,Daniel Tinney,Helen Gym,William K Greenlee,Derek S Green,David Oh,Terry Tracy,Blondell Reynolds Brown,Andrew C Stober,Sheila E Armstrong,John Staggs,Kristin Combs,Ken Powell,Michael Fanning,Tracy B Roman,Daine Grey Jr,Abbe Fletman,Kai Scott,Stephanie M Sawyer,Vincent Furlong,Chris Mallios,Mia Roberts Perez,Lyris Younge,Scott Diclaudio,Rainy Papademetriou,3
Dennis M O Brien,4,50,13,39,12,9,8,40,35,4,1,1,0,0,20,24,20,21,17,17,19,41,17,14,15,15,14,3
Al Taubenberger,,3,17,44,10,8,6,38,40,5,2,2,1,1,16,25,17,19,17,19,19,48,19,16,15,19,15,3
Allan Domb,,,1,12,44,45,43,6,6,38,1,0,0,0,46,43,46,44,44,46,44,16,43,45,44,42,39,3
Daniel Tinney,,,,2,8,8,7,31,39,4,2,0,1,1,15,22,17,19,15,15,17,44,17,11,15,14,14,3
Helen Gym,,,,,1,40,42,3,5,35,2,0,0,0,42,43,43,42,41,41,44,9,40,41,41,38,38,3
William K Greenlee,,,,,,0,43,5,5,39,1,2,0,0,46,43,47,46,46,48,44,10,43,45,44,40,40,3
Derek S Green,,,,,,,0,2,1,40,2,1,0,0,47,43,45,43,45,44,41,7,42,42,44,38,40,3
David Oh,,,,,,,,0,31,2,1,0,0,0,11,16,12,13,10,11,12,34,10,9,9,11,10,3
Terry Tracy,,,,,,,,,0,1,0,1,0,0,7,12,10,11,10,10,11,36,10,9,8,7,7,3
Blondell Reynolds Brown,,,,,,,,,,0,2,1,0,0,44,38,43,40,44,42,38,6,38,40,41,35,35,3
Andrew C Stober,,,,,,,,,,,0,0,1,1,3,3,3,3,3,3,3,1,3,2,3,4,3,3
Sheila E Armstrong,,,,,,,,,,,,1,0,0,2,2,1,2,2,2,0,0,2,2,1,1,1,3
John Staggs,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3
Kristin Combs,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3
Ken Powell,,,,,,,,,,,,,,,0,55,57,54,56,52,49,14,52,50,52,46,46,3
Michael Fanning,,,,,,,,,,,,,,,,0,54,57,53,52,53,21,55,48,52,50,49,3
Tracy B Roman,,,,,,,,,,,,,,,,,1,57,58,56,56,18,54,54,55,49,50,3
Daine Grey Jr,,,,,,,,,,,,,,,,,,0,54,55,57,19,56,51,53,49,50,3
Abbe Fletman,,,,,,,,,,,,,,,,,,,0,56,53,15,52,53,53,48,48,3
Kai Scott,,,,,,,,,,,,,,,,,,,,1,54,16,52,54,53,47,47,3
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,0,20,54,50,51,49,49,3
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,0,19,14,16,17,15,3
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,0,50,53,50,49,3
