col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,Council At Large,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,All
,Helen Gym,Derek S Green,Allan Domb,Blondell Reynolds Brown,William K Greenlee,Andrew C Stober,David Oh,Daniel Tinney,Kristin Combs,Dennis M O Brien,Terry Tracy,Al Taubenberger,Sheila E Armstrong,John Staggs,Mia Roberts Perez,Ken Powell,Kai Scott,Abbe Fletman,Tracy B Roman,Lyris Younge,Stephanie M Sawyer,Michael Fanning,Chris Mallios,Rainy Papademetriou,Daine Grey Jr,Scott Diclaudio,Vincent Furlong,All
Helen Gym,26,"1,205","1,148","1,159","1,133",305,139,64,242,77,112,58,82,66,"1,330","1,260","1,314","1,293","1,261","1,212","1,186","1,133","1,171","1,169","1,129","1,067",120,All
Derek S Green,,7,"1,084","1,121","1,078",176,91,44,131,58,67,31,41,27,"1,197","1,195","1,204","1,183","1,153","1,128","1,080","1,071","1,070","1,060","1,055","1,011",87,All
Allan Domb,,,19,"1,029","1,044",138,118,74,71,83,86,72,32,14,"1,115","1,112","1,118","1,108","1,087","1,061","1,011","1,012","1,003",998,975,959,128,All
Blondell Reynolds Brown,,,,8,"1,073",151,85,29,129,29,42,25,30,24,"1,151","1,133","1,151","1,130","1,103","1,094","1,034","1,015","1,021","1,022","1,005",972,65,All
William K Greenlee,,,,,8,111,102,45,95,59,39,38,27,14,"1,120","1,113","1,121","1,108","1,095","1,079","1,008","1,008","1,001","1,001",991,967,88,All
Andrew C Stober,,,,,,3,35,18,191,24,89,23,72,62,294,254,303,288,239,238,248,228,257,258,232,194,43,All
David Oh,,,,,,,7,175,31,199,156,183,18,12,178,171,166,163,167,152,169,165,158,156,149,143,209,All
Daniel Tinney,,,,,,,,20,15,191,171,201,9,6,93,99,86,92,99,91,102,109,94,86,93,90,204,All
Kristin Combs,,,,,,,,,1,13,34,12,111,83,246,219,242,239,222,218,217,209,215,216,207,186,35,All
Dennis M O Brien,,,,,,,,,,7,160,177,10,4,116,109,114,113,122,105,116,116,111,95,98,98,206,All
Terry Tracy,,,,,,,,,,,2,161,13,4,127,122,127,124,121,115,118,120,125,116,117,109,180,All
Al Taubenberger,,,,,,,,,,,,5,13,3,81,89,81,90,90,81,97,101,92,83,78,87,201,All
Sheila E Armstrong,,,,,,,,,,,,,0,55,103,89,101,94,88,86,94,92,89,92,91,76,28,All
John Staggs,,,,,,,,,,,,,,1,81,72,83,77,74,75,78,74,73,75,77,68,13,All
Mia Roberts Perez,,,,,,,,,,,,,,,16,"1,384","1,441","1,413","1,374","1,350","1,289","1,253","1,261","1,268","1,251","1,182",144,All
Ken Powell,,,,,,,,,,,,,,,,9,"1,404","1,394","1,358","1,348","1,266","1,264","1,257","1,232","1,236","1,192",141,All
Kai Scott,,,,,,,,,,,,,,,,,4,"1,450","1,376","1,368","1,285","1,266","1,296","1,276","1,264","1,188",142,All
Abbe Fletman,,,,,,,,,,,,,,,,,,4,"1,373","1,357","1,281","1,258","1,295","1,263","1,262","1,189",146,All
Tracy B Roman,,,,,,,,,,,,,,,,,,,12,"1,375","1,263","1,237","1,229","1,212","1,216","1,204",160,All
Lyris Younge,,,,,,,,,,,,,,,,,,,,5,"1,231","1,219","1,222","1,205","1,205","1,192",146,All
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,1,"1,275","1,275","1,260","1,275","1,206",160,All
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,12,"1,275","1,245","1,263","1,221",164,All
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,0,"1,257","1,258","1,208",156,All
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,,,2,"1,245","1,182",132,All
Daine Grey Jr,,,,,,,,,,,,,,,,,,,,,,,,,0,"1,192",139,All
Scott Diclaudio,,,,,,,,,,,,,,,,,,,,,,,,,,2,144,All
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,6,All
Total,"1,631","1,398","1,364","1,315","1,292",410,388,339,325,323,308,300,138,103,"1,611","1,556","1,554","1,529","1,512","1,431","1,403","1,387","1,363","1,352","1,324","1,267",382,All
,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,Council At Large,,,,,,,,,,,,,,1
,Abbe Fletman,Mia Roberts Perez,Kai Scott,Ken Powell,Lyris Younge,Tracy B Roman,Stephanie M Sawyer,Rainy Papademetriou,Chris Mallios,Michael Fanning,Scott Diclaudio,Daine Grey Jr,Vincent Furlong,Helen Gym,Blondell Reynolds Brown,Derek S Green,William K Greenlee,Allan Domb,Kristin Combs,Andrew C Stober,David Oh,Al Taubenberger,Terry Tracy,Daniel Tinney,Dennis M O Brien,Sheila E Armstrong,John Staggs,1
Abbe Fletman,1,148,151,150,147,148,130,130,132,129,126,128,11,134,123,117,114,109,37,32,22,11,15,8,8,13,12,1
Mia Roberts Perez,,0,151,145,146,147,132,130,127,128,125,128,12,135,123,121,114,108,39,34,23,9,15,7,8,15,13,1
