col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,District Council 6th District,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,All
,Bobby Henon,Ken Powell,Tracy B Roman,Mia Roberts Perez,Kai Scott,Abbe Fletman,Lyris Younge,Michael Fanning,Stephanie M Sawyer,Daine Grey Jr,Chris Mallios,Rainy Papademetriou,Scott Diclaudio,Vincent Furlong,All
Bobby Henon,34,319,307,300,304,293,289,261,257,248,244,240,239,69,All
Ken Powell,,6,293,281,285,280,283,248,244,242,243,234,238,43,All
Tracy B Roman,,,3,289,288,280,285,247,252,243,244,235,238,45,All
Mia Roberts Perez,,,,6,288,279,284,240,247,238,237,235,230,40,All
Kai Scott,,,,,3,284,290,245,245,244,242,240,232,42,All
Abbe Fletman,,,,,,0,282,246,249,244,241,239,237,39,All
Lyris Younge,,,,,,,0,240,244,242,242,236,232,39,All
Michael Fanning,,,,,,,,3,248,244,243,234,237,49,All
Stephanie M Sawyer,,,,,,,,,0,245,246,237,241,44,All
Daine Grey Jr,,,,,,,,,,0,240,235,229,40,All
Chris Mallios,,,,,,,,,,,1,236,236,40,All
Rainy Papademetriou,,,,,,,,,,,,1,227,36,All
Scott Diclaudio,,,,,,,,,,,,,1,37,All
Vincent Furlong,,,,,,,,,,,,,,46,All
Total,441,337,325,322,320,304,303,276,271,257,255,251,251,124,All
,District Council 6th District,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,17
,Bobby Henon,Ken Powell,Kai Scott,Tracy B Roman,Mia Roberts Perez,Lyris Younge,Abbe Fletman,Stephanie M Sawyer,Michael Fanning,Chris Mallios,Daine Grey Jr,Rainy Papademetriou,Scott Diclaudio,Vincent Furlong,17
Bobby Henon,9,75,72,71,69,69,65,57,54,54,54,52,50,16,17
Ken Powell,,1,66,65,64,65,62,53,51,52,51,50,48,11,17
Kai Scott,,,0,69,69,69,64,56,53,54,55,53,49,13,17
Tracy B Roman,,,,0,67,68,63,57,53,55,53,51,49,14,17
Mia Roberts Perez,,,,,1,66,61,54,50,52,52,52,47,13,17
Lyris Younge,,,,,,0,63,55,52,54,53,51,48,12,17
Abbe Fletman,,,,,,,0,55,54,53,53,51,50,12,17
Stephanie M Sawyer,,,,,,,,0,56,55,55,53,51,16,17
Michael Fanning,,,,,,,,,1,51,53,49,49,11,17
Chris Mallios,,,,,,,,,,0,52,52,49,13,17
Daine Grey Jr,,,,,,,,,,,0,51,47,12,17
Rainy Papademetriou,,,,,,,,,,,,0,47,12,17
Scott Diclaudio,,,,,,,,,,,,,0,10,17
Vincent Furlong,,,,,,,,,,,,,,7,17
Total,102,78,74,74,72,71,67,61,58,57,56,54,52,26,17
,District Council 6th District,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,21
,Bobby Henon,Mia Roberts Perez,Ken Powell,Tracy B Roman,Abbe Fletman,Lyris Younge,Kai Scott,Michael Fanning,Stephanie M Sawyer,Chris Mallios,Daine Grey Jr,Rainy Papademetriou,Scott Diclaudio,Vincent Furlong,21
Bobby Henon,8,45,40,40,39,39,38,37,38,34,34,33,33,7,21
Mia Roberts Perez,,2,42,43,41,41,41,38,39,36,36,35,34,6,21
Ken Powell,,,2,40,41,41,40,38,37,36,36,34,34,4,21
Tracy B Roman,,,,1,39,39,39,36,37,35,35,34,33,3,21
Abbe Fletman,,,,,0,41,40,37,37,36,36,34,35,4,21
Lyris Younge,,,,,,0,40,37,36,36,36,34,34,4,21
Kai Scott,,,,,,,0,36,36,35,35,35,33,4,21
Michael Fanning,,,,,,,,1,37,36,36,34,34,4,21
Stephanie M Sawyer,,,,,,,,,0,36,36,35,35,4,21
Chris Mallios,,,,,,,,,,0,36,34,34,4,21
Daine Grey Jr,,,,,,,,,,,0,34,34,4,21
Rainy Papademetriou,,,,,,,,,,,,0,32,3,21
Scott Diclaudio,,,,,,,,,,,,,0,2,21
Vincent Furlong,,,,,,,,,,,,,,3,21
Total,58,50,45,44,42,42,41,40,40,36,36,35,35,10,21
,District Council 6th District,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,22
,Bobby Henon,Ken Powell,Tracy B Roman,Kai Scott,Mia Roberts Perez,Abbe Fletman,Lyris Younge,Michael Fanning,Rainy Papademetriou,Daine Grey Jr,Stephanie M Sawyer,Scott Diclaudio,Chris Mallios,Vincent Furlong,22
