col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,District Council 5th District,Council At Large,,,,,,,,,,,,,,All
,Darrell L Clarke,Helen Gym,Derek S Green,Allan Domb,Blondell Reynolds Brown,William K Greenlee,David Oh,Andrew C Stober,Terry Tracy,Dennis M O Brien,Al Taubenberger,Daniel Tinney,Kristin Combs,Sheila E Armstrong,John Staggs,All
Darrell L Clarke,773,"14,711","14,818","14,380","14,905","14,589","1,372","1,461",948,827,715,602,911,465,279,All
Helen Gym,,145,"13,980","13,904","13,514","13,750",788,"1,622",788,376,366,260,917,313,224,All
Derek S Green,,,131,"13,571","13,498","13,555",590,"1,042",607,306,228,206,513,178,102,All
Allan Domb,,,,212,"13,086","13,401",810,"1,044",766,447,514,354,345,182,81,All
Blondell Reynolds Brown,,,,,153,"13,626",655,699,258,215,177,135,473,175,112,All
William K Greenlee,,,,,,140,784,799,350,389,352,232,476,189,98,All
David Oh,,,,,,,66,198,928,"1,049",983,897,148,123,55,All
Andrew C Stober,,,,,,,,62,567,127,174,89,693,281,221,All
Terry Tracy,,,,,,,,,46,924,945,939,118,82,17,All
Dennis M O Brien,,,,,,,,,,33,944,947,65,52,18,All
Al Taubenberger,,,,,,,,,,,20,925,86,65,18,All
Daniel Tinney,,,,,,,,,,,,37,53,49,16,All
Kristin Combs,,,,,,,,,,,,,19,386,281,All
Sheila E Armstrong,,,,,,,,,,,,,,15,196,All
John Staggs,,,,,,,,,,,,,,,5,All
Total,"20,139","16,476","16,110","16,023","15,905","15,790","2,352","2,291","2,043","1,651","1,619","1,440","1,304",652,396,All
