col_1,col_2,col_3,col_4,division
,District Council 1st District,Sheriff,,1
,Mark F Squilla,Jewell Williams,Christopher Sawyer,1
Mark F Squilla,42,196,57,1
Jewell Williams,,14,0,1
Christopher Sawyer,,,44,1
Total,295,210,101,1
,District Council 1st District,Sheriff,,2
,Mark F Squilla,Jewell Williams,Christopher Sawyer,2
Mark F Squilla,28,84,35,2
Jewell Williams,,30,0,2
Christopher Sawyer,,,34,2
Total,147,114,69,2
,District Council 1st District,Sheriff,,3
,Mark F Squilla,Jewell Williams,Christopher Sawyer,3
Mark F Squilla,20,134,32,3
Jewell Williams,,23,0,3
Christopher Sawyer,,,42,3
Total,186,157,74,3
,District Council 1st District,Sheriff,,4
,Mark F Squilla,Jewell Williams,Christopher Sawyer,4
Mark F Squilla,17,136,49,4
Jewell Williams,,18,0,4
Christopher Sawyer,,,44,4
Total,202,154,93,4
,District Council 1st District,Sheriff,,5
,Mark F Squilla,Jewell Williams,Christopher Sawyer,5
Mark F Squilla,20,146,37,5
Jewell Williams,,13,0,5
Christopher Sawyer,,,33,5
Total,203,159,70,5
,District Council 1st District,Sheriff,,6
,Mark F Squilla,Jewell Williams,Christopher Sawyer,6
Mark F Squilla,12,151,37,6
Jewell Williams,,17,0,6
Christopher Sawyer,,,25,6
Total,200,168,62,6
,District Council 1st District,Sheriff,,7
,Mark F Squilla,Jewell Williams,Christopher Sawyer,7
Mark F Squilla,13,109,29,7
Jewell Williams,,8,0,7
Christopher Sawyer,,,17,7
Total,151,117,46,7
,District Council 1st District,Sheriff,,8
,Mark F Squilla,Jewell Williams,Christopher Sawyer,8
Mark F Squilla,28,160,36,8
Jewell Williams,,10,0,8
Christopher Sawyer,,,24,8
Total,224,170,60,8
,District Council 1st District,Sheriff,,9
,Mark F Squilla,Jewell Williams,Christopher Sawyer,9
Mark F Squilla,24,135,35,9
Jewell Williams,,13,0,9
Christopher Sawyer,,,27,9
Total,194,148,62,9
,District Council 1st District,Sheriff,,10
,Mark F Squilla,Jewell Williams,Christopher Sawyer,10
Mark F Squilla,8,56,19,10
Jewell Williams,,4,0,10
Christopher Sawyer,,,20,10
Total,83,60,39,10
,District Council 1st District,Sheriff,,11
,Mark F Squilla,Jewell Williams,Christopher Sawyer,11
Mark F Squilla,14,133,27,11
Jewell Williams,,13,0,11
Christopher Sawyer,,,25,11
Total,174,146,52,11
,District Council 1st District,Sheriff,,12
,Mark F Squilla,Jewell Williams,Christopher Sawyer,12
