col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,District Council 8th District,,Council At Large,,,,,,,,,,,,,,1
,Cindy Bass,Michael Galganski,Helen Gym,Derek S Green,William K Greenlee,Blondell Reynolds Brown,Allan Domb,Andrew C Stober,Kristin Combs,David Oh,Terry Tracy,Al Taubenberger,Dennis M O Brien,Daniel Tinney,Sheila E Armstrong,John Staggs,1
Cindy Bass,2,0,223,209,202,198,194,24,18,19,13,11,10,8,10,1,1
Michael Galganski,,0,3,3,3,0,3,3,3,3,4,3,3,4,0,1,1
Helen Gym,,,3,216,207,198,194,26,24,9,9,3,4,2,9,2,1
Derek S Green,,,,0,200,193,187,18,22,9,7,3,3,3,4,1,1
William K Greenlee,,,,,0,188,183,14,22,6,0,6,4,3,5,1,1
Blondell Reynolds Brown,,,,,,0,174,10,17,9,3,2,1,2,5,1,1
Allan Domb,,,,,,,1,16,4,9,7,6,5,2,5,0,1
Andrew C Stober,,,,,,,,1,4,1,9,1,3,1,5,1,1
Kristin Combs,,,,,,,,,0,1,2,1,1,1,4,1,1
David Oh,,,,,,,,,,1,15,14,13,13,1,0,1
Terry Tracy,,,,,,,,,,,0,13,15,13,0,0,1
Al Taubenberger,,,,,,,,,,,,0,13,13,1,0,1
Dennis M O Brien,,,,,,,,,,,,,0,12,0,0,1
Daniel Tinney,,,,,,,,,,,,,,0,0,0,1
Sheila E Armstrong,,,,,,,,,,,,,,,0,1,1
John Staggs,,,,,,,,,,,,,,,,1,1
Total,253,8,248,230,220,213,209,33,28,27,25,20,20,17,10,3,1
,District Council 8th District,,Council At Large,,,,,,,,,,,,,,2
,Cindy Bass,Michael Galganski,Helen Gym,Derek S Green,William K Greenlee,Allan Domb,Blondell Reynolds Brown,Andrew C Stober,Kristin Combs,David Oh,Terry Tracy,Al Taubenberger,Dennis M O Brien,Daniel Tinney,Sheila E Armstrong,John Staggs,2
Cindy Bass,7,0,215,201,196,181,183,44,42,34,22,12,13,10,5,2,2
Michael Galganski,,0,11,7,6,10,2,5,6,3,6,6,4,4,2,1,2
Helen Gym,,,0,200,182,180,162,51,43,22,22,6,12,8,5,4,2
Derek S Green,,,,0,173,165,160,35,32,17,20,7,9,5,2,1,2
William K Greenlee,,,,,1,158,162,23,33,19,7,6,10,5,3,0,2
