col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Justice Of The Supreme Court,,,,,,,Sheriff,,All
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Jewell Williams,Christopher Sawyer,All
Kevin M Dougherty,"20,381","144,382","142,635","4,997","2,921","2,447","2,492","141,827","19,302",All
Christine Donohue,,"2,237","145,813","7,104","1,632","1,437","2,546","125,348","16,827",All
David Wecht,,,"2,735","5,754","1,076","1,477","2,067","123,516","15,555",All
Judy Olson,,,,441,"16,489","15,581",912,"3,385","20,255",All
Anne Covey,,,,,182,"14,288",547,"1,483","15,796",All
Mike George,,,,,,316,622,"1,199","16,028",All
Paul P Panepinto,,,,,,,239,"2,108","2,409",All
Jewell Williams,,,,,,,,"1,606",0,All
Christopher Sawyer,,,,,,,,,483,All
Total,"200,177","162,612","159,722","27,590","19,518","19,441","5,559","156,018","41,070",All
