col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,division
,Justice Of The Supreme Court,,,,,,,Council At Large,,,,,,,,,,,,,,1
,Kevin M Dougherty,David Wecht,Christine Donohue,Anne Covey,Judy Olson,Mike George,Paul P Panepinto,Derek S Green,Blondell Reynolds Brown,William K Greenlee,Helen Gym,Allan Domb,David Oh,Dennis M O Brien,Daniel Tinney,Terry Tracy,Al Taubenberger,John Staggs,Kristin Combs,Sheila E Armstrong,Andrew C Stober,1
Kevin M Dougherty,3,83,83,1,1,1,2,84,79,82,76,78,12,5,2,3,2,0,0,0,0,1
David Wecht,,1,82,0,0,0,1,81,75,77,74,75,12,3,1,2,2,0,1,1,0,1
Christine Donohue,,,1,0,0,1,0,80,73,78,75,77,9,2,2,2,1,0,0,0,0,1
Anne Covey,,,,0,3,2,0,1,1,1,0,0,3,3,2,2,2,0,0,0,0,1
Judy Olson,,,,,0,2,0,1,1,1,0,0,3,3,2,2,2,0,0,0,0,1
Mike George,,,,,,0,0,0,1,1,0,1,2,2,3,3,2,0,0,0,0,1
Paul P Panepinto,,,,,,,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1
Derek S Green,,,,,,,,0,76,79,75,76,9,2,0,0,0,0,0,0,0,1
Blondell Reynolds Brown,,,,,,,,,0,74,71,71,8,2,1,1,0,0,1,1,0,1
William K Greenlee,,,,,,,,,,0,73,77,9,2,1,2,1,0,0,0,0,1
Helen Gym,,,,,,,,,,,0,75,6,2,0,0,0,0,0,0,0,1
Allan Domb,,,,,,,,,,,,0,6,1,1,1,0,0,0,0,0,1
David Oh,,,,,,,,,,,,,1,6,4,4,4,1,0,0,0,1
Dennis M O Brien,,,,,,,,,,,,,,0,3,4,4,0,0,0,0,1
Daniel Tinney,,,,,,,,,,,,,,,0,4,3,1,0,0,0,1
Terry Tracy,,,,,,,,,,,,,,,,0,4,0,0,0,0,1
Al Taubenberger,,,,,,,,,,,,,,,,,0,0,0,0,0,1
John Staggs,,,,,,,,,,,,,,,,,,0,0,0,0,1
Kristin Combs,,,,,,,,,,,,,,,,,,,0,1,0,1
Sheila E Armstrong,,,,,,,,,,,,,,,,,,,,0,0,1
Andrew C Stober,,,,,,,,,,,,,,,,,,,,,0,1
Total,99,92,88,3,3,3,2,90,84,84,81,80,18,7,5,5,4,1,1,1,0,1
,Justice Of The Supreme Court,,,,,,,Council At Large,,,,,,,,,,,,,,2
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,Blondell Reynolds Brown,Derek S Green,Allan Domb,Helen Gym,William K Greenlee,David Oh,Dennis M O Brien,Al Taubenberger,Daniel Tinney,Terry Tracy,Kristin Combs,Sheila E Armstrong,Andrew C Stober,John Staggs,2
Kevin M Dougherty,6,85,86,2,2,0,1,95,85,85,81,77,6,2,1,1,1,1,0,0,0,2
Christine Donohue,,1,87,1,2,0,1,86,78,78,76,78,3,4,2,1,2,1,1,0,0,2
David Wecht,,,0,2,1,0,0,85,77,79,75,76,3,4,2,1,2,1,1,0,0,2
Judy Olson,,,,0,5,4,0,1,3,2,2,2,4,5,5,4,5,0,0,0,0,2
Mike George,,,,,0,4,0,1,2,2,2,1,4,4,4,5,4,0,1,0,0,2
Anne Covey,,,,,,0,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,2
Paul P Panepinto,,,,,,,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2
Blondell Reynolds Brown,,,,,,,,1,80,80,78,79,5,3,1,0,1,1,0,0,0,2
Derek S Green,,,,,,,,,1,78,75,75,2,4,2,0,1,0,0,0,0,2
Allan Domb,,,,,,,,,,0,74,74,3,2,0,0,0,0,0,0,0,2
Helen Gym,,,,,,,,,,,0,74,5,1,1,0,1,1,0,0,0,2
William K Greenlee,,,,,,,,,,,,0,3,3,1,0,2,1,0,0,0,2
David Oh,,,,,,,,,,,,,0,4,4,4,4,0,0,0,0,2
Dennis M O Brien,,,,,,,,,,,,,,0,6,4,5,0,0,0,0,2
Al Taubenberger,,,,,,,,,,,,,,,0,4,5,0,0,0,0,2
Daniel Tinney,,,,,,,,,,,,,,,,0,4,0,1,0,0,2
Terry Tracy,,,,,,,,,,,,,,,,,0,1,0,0,0,2
Kristin Combs,,,,,,,,,,,,,,,,,,0,0,0,0,2
Sheila E Armstrong,,,,,,,,,,,,,,,,,,,0,0,0,2
Andrew C Stober,,,,,,,,,,,,,,,,,,,,0,0,2
John Staggs,,,,,,,,,,,,,,,,,,,,,0,2
Total,122,95,93,7,7,4,1,100,94,89,84,82,10,8,6,6,6,1,1,0,0,2
,Justice Of The Supreme Court,,,,,,,Council At Large,,,,,,,,,,,,,,3
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Derek S Green,Allan Domb,William K Greenlee,Blondell Reynolds Brown,Helen Gym,David Oh,Dennis M O Brien,Al Taubenberger,Daniel Tinney,Terry Tracy,Andrew C Stober,John Staggs,Kristin Combs,Sheila E Armstrong,3
Kevin M Dougherty,6,89,89,0,0,0,0,93,90,88,86,84,5,4,1,1,2,1,0,0,0,3
Christine Donohue,,2,89,2,2,0,0,84,85,80,78,80,6,6,3,2,3,1,0,0,0,3
David Wecht,,,2,0,0,0,0,85,84,81,78,78,5,4,1,1,2,1,0,0,0,3
Judy Olson,,,,0,6,4,0,0,1,0,0,1,5,6,7,6,4,0,0,0,0,3
Anne Covey,,,,,0,4,0,0,1,0,0,1,5,6,6,5,4,0,0,0,0,3
Mike George,,,,,,0,0,0,0,0,0,0,4,4,4,4,3,0,0,0,0,3
Paul P Panepinto,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Derek S Green,,,,,,,,0,89,87,84,85,4,4,1,1,2,1,0,0,0,3
Allan Domb,,,,,,,,,1,85,83,85,5,4,2,0,2,1,0,0,0,3
William K Greenlee,,,,,,,,,,0,83,81,4,3,1,1,0,0,0,0,0,3
Blondell Reynolds Brown,,,,,,,,,,,0,80,3,1,0,0,0,0,0,0,0,3
Helen Gym,,,,,,,,,,,,0,3,3,1,0,2,1,0,0,0,3
David Oh,,,,,,,,,,,,,0,6,5,5,4,0,0,0,0,3
Dennis M O Brien,,,,,,,,,,,,,,0,7,6,4,0,0,0,0,3
Al Taubenberger,,,,,,,,,,,,,,,0,6,4,0,0,0,0,3
Daniel Tinney,,,,,,,,,,,,,,,,0,4,0,0,0,0,3
Terry Tracy,,,,,,,,,,,,,,,,,0,1,0,0,0,3
Andrew C Stober,,,,,,,,,,,,,,,,,,0,0,0,0,3
John Staggs,,,,,,,,,,,,,,,,,,,0,0,0,3
Kristin Combs,,,,,,,,,,,,,,,,,,,,0,0,3
Sheila E Armstrong,,,,,,,,,,,,,,,,,,,,,0,3
Total,118,99,95,7,6,4,0,99,95,91,90,89,10,10,8,7,6,1,0,0,0,3
,Justice Of The Supreme Court,,,,,,,Council At Large,,,,,,,,,,,,,,4
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Derek S Green,Allan Domb,Blondell Reynolds Brown,Helen Gym,William K Greenlee,David Oh,Dennis M O Brien,Al Taubenberger,Terry Tracy,Daniel Tinney,Sheila E Armstrong,Andrew C Stober,John Staggs,Kristin Combs,4
Kevin M Dougherty,8,62,62,3,3,0,1,68,63,59,58,59,7,5,4,3,2,3,2,1,1,4
Christine Donohue,,0,62,2,2,0,1,60,62,55,58,54,5,4,4,2,2,2,1,0,0,4
David Wecht,,,0,2,0,0,2,62,61,54,57,54,3,2,2,1,1,3,2,1,1,4
Judy Olson,,,,0,8,6,1,2,2,2,2,2,8,7,6,5,4,1,1,1,1,4
Anne Covey,,,,,0,5,0,1,1,1,1,1,9,8,7,6,5,0,0,0,0,4
Mike George,,,,,,0,1,0,0,0,0,0,5,4,4,4,3,1,1,1,1,4
Paul P Panepinto,,,,,,,0,1,1,1,2,0,1,0,0,0,1,2,2,2,2,4
Derek S Green,,,,,,,,1,61,59,57,59,4,3,2,1,1,2,1,0,0,4
Allan Domb,,,,,,,,,0,56,60,57,3,2,3,1,1,2,0,0,0,4
Blondell Reynolds Brown,,,,,,,,,,0,56,57,2,2,0,0,1,0,1,0,0,4
Helen Gym,,,,,,,,,,,0,55,2,2,2,0,1,1,1,1,1,4
William K Greenlee,,,,,,,,,,,,0,2,1,0,0,0,1,0,0,0,4
David Oh,,,,,,,,,,,,,0,9,7,6,5,2,2,1,1,4
Dennis M O Brien,,,,,,,,,,,,,,0,8,6,5,0,1,0,0,4
Al Taubenberger,,,,,,,,,,,,,,,0,7,5,1,0,0,0,4
Terry Tracy,,,,,,,,,,,,,,,,0,5,1,0,0,0,4
Daniel Tinney,,,,,,,,,,,,,,,,,0,0,0,0,0,4
Sheila E Armstrong,,,,,,,,,,,,,,,,,,0,2,2,2,4
Andrew C Stober,,,,,,,,,,,,,,,,,,,0,2,2,4
John Staggs,,,,,,,,,,,,,,,,,,,,0,2,4
Kristin Combs,,,,,,,,,,,,,,,,,,,,,0,4
Total,87,67,67,11,10,6,3,73,67,62,62,60,14,10,9,7,6,4,3,2,2,4
,Justice Of The Supreme Court,,,,,,,Council At Large,,,,,,,,,,,,,,5
,Kevin M Dougherty,Christine Donohue,David Wecht,Anne Covey,Judy Olson,Mike George,Paul P Panepinto,Blondell Reynolds Brown,Derek S Green,Allan Domb,Helen Gym,William K Greenlee,David Oh,Al Taubenberger,Daniel Tinney,Terry Tracy,Dennis M O Brien,Sheila E Armstrong,Andrew C Stober,John Staggs,Kristin Combs,5
Kevin M Dougherty,4,67,64,2,1,0,0,63,66,64,63,62,5,3,2,2,1,1,0,0,0,5
Christine Donohue,,0,64,1,2,0,0,66,65,64,65,62,5,2,2,2,1,1,0,0,0,5
David Wecht,,,2,0,1,0,0,61,63,64,62,59,3,2,1,1,0,1,0,0,0,5
Anne Covey,,,,0,3,2,1,1,1,2,2,1,3,4,2,2,2,0,0,0,0,5
Judy Olson,,,,,0,2,1,1,1,1,1,2,3,3,3,3,3,0,0,0,0,5
Mike George,,,,,,0,0,0,0,0,0,0,1,2,1,1,1,0,0,0,0,5
Paul P Panepinto,,,,,,,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,5
Blondell Reynolds Brown,,,,,,,,1,62,62,62,60,3,1,1,1,0,1,0,0,0,5
Derek S Green,,,,,,,,,0,64,64,60,2,2,1,1,0,1,0,0,0,5
Allan Domb,,,,,,,,,,0,65,62,3,3,0,1,0,1,0,0,0,5
Helen Gym,,,,,,,,,,,0,61,2,1,1,1,0,1,0,0,0,5
William K Greenlee,,,,,,,,,,,,0,3,1,1,1,1,0,0,0,0,5
David Oh,,,,,,,,,,,,,0,4,4,3,3,0,0,0,0,5
Al Taubenberger,,,,,,,,,,,,,,0,2,2,2,0,0,0,0,5
Daniel Tinney,,,,,,,,,,,,,,,0,3,3,0,0,0,0,5
Terry Tracy,,,,,,,,,,,,,,,,0,3,0,0,0,0,5
Dennis M O Brien,,,,,,,,,,,,,,,,,0,0,0,0,0,5
Sheila E Armstrong,,,,,,,,,,,,,,,,,,0,0,0,0,5
Andrew C Stober,,,,,,,,,,,,,,,,,,,0,0,0,5
John Staggs,,,,,,,,,,,,,,,,,,,,0,0,5
Kristin Combs,,,,,,,,,,,,,,,,,,,,,0,5
Total,80,76,70,5,5,2,2,71,70,68,68,67,7,6,4,4,3,1,0,0,0,5
,Justice Of The Supreme Court,,,,,,,Council At Large,,,,,,,,,,,,,,6
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,Derek S Green,Blondell Reynolds Brown,Helen Gym,Allan Domb,William K Greenlee,David Oh,Terry Tracy,Al Taubenberger,Dennis M O Brien,Daniel Tinney,Andrew C Stober,Kristin Combs,Sheila E Armstrong,John Staggs,6
Kevin M Dougherty,12,195,192,3,4,2,3,194,196,192,183,182,16,10,11,10,4,4,3,0,1,6
Christine Donohue,,0,190,8,4,2,3,182,178,180,170,173,15,11,10,5,5,7,7,3,1,6
David Wecht,,,3,2,1,0,2,174,173,174,167,170,10,7,10,6,4,6,3,0,1,6
Judy Olson,,,,0,9,6,1,5,2,7,4,1,9,10,8,6,8,3,4,2,0,6
Mike George,,,,,0,6,1,5,1,2,3,2,8,8,8,9,9,0,1,1,0,6
Anne Covey,,,,,,0,0,1,1,2,2,1,8,8,5,7,5,0,1,1,0,6
Paul P Panepinto,,,,,,,0,2,2,5,3,2,1,0,2,2,1,1,2,0,0,6
Derek S Green,,,,,,,,0,178,181,180,173,7,7,6,5,2,6,2,0,0,6
Blondell Reynolds Brown,,,,,,,,,1,174,174,180,8,4,4,3,1,1,1,0,0,6
Helen Gym,,,,,,,,,,0,182,172,12,9,9,5,2,8,5,1,1,6
Allan Domb,,,,,,,,,,,0,172,9,7,5,4,1,4,0,0,0,6
William K Greenlee,,,,,,,,,,,,0,6,5,6,6,2,0,0,0,0,6
David Oh,,,,,,,,,,,,,0,12,11,12,10,2,3,1,1,6
Terry Tracy,,,,,,,,,,,,,,0,10,12,10,2,2,2,0,6
Al Taubenberger,,,,,,,,,,,,,,,0,13,11,1,2,1,1,6
Dennis M O Brien,,,,,,,,,,,,,,,,0,12,0,0,0,0,6
Daniel Tinney,,,,,,,,,,,,,,,,,0,1,2,1,0,6
Andrew C Stober,,,,,,,,,,,,,,,,,,0,2,0,0,6
Kristin Combs,,,,,,,,,,,,,,,,,,,0,2,1,6
Sheila E Armstrong,,,,,,,,,,,,,,,,,,,,0,0,6
John Staggs,,,,,,,,,,,,,,,,,,,,,0,6
Total,258,215,206,15,13,9,5,211,210,206,192,191,27,21,20,20,15,8,7,3,1,6
,Justice Of The Supreme Court,,,,,,,Council At Large,,,,,,,,,,,,,,7
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,William K Greenlee,Derek S Green,Blondell Reynolds Brown,Helen Gym,Allan Domb,David Oh,Dennis M O Brien,Al Taubenberger,Daniel Tinney,Terry Tracy,John Staggs,Andrew C Stober,Kristin Combs,Sheila E Armstrong,7
Kevin M Dougherty,8,121,114,2,2,1,0,117,111,111,113,106,12,5,2,2,1,3,2,1,1,7
Christine Donohue,,1,115,3,2,1,1,111,108,109,110,105,10,6,3,2,3,3,2,1,1,7
David Wecht,,,3,0,0,1,0,103,104,102,103,99,6,3,1,1,0,3,2,1,1,7
Judy Olson,,,,0,3,3,1,3,0,2,1,2,6,5,5,5,6,0,0,0,0,7
Anne Covey,,,,,0,2,0,2,1,2,1,1,4,3,3,2,3,0,0,0,0,7
Mike George,,,,,,0,0,1,1,1,1,1,4,4,2,3,2,0,0,0,0,7
Paul P Panepinto,,,,,,,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,7
William K Greenlee,,,,,,,,0,107,109,109,107,6,3,3,2,2,2,1,0,0,7
Derek S Green,,,,,,,,,1,106,106,103,3,3,0,0,0,1,1,0,0,7
Blondell Reynolds Brown,,,,,,,,,,0,107,100,9,3,1,0,2,0,0,0,0,7
Helen Gym,,,,,,,,,,,0,104,5,4,1,1,1,2,1,1,1,7
Allan Domb,,,,,,,,,,,,0,2,3,2,3,1,2,1,0,0,7
David Oh,,,,,,,,,,,,,0,6,4,4,5,1,0,0,0,7
Dennis M O Brien,,,,,,,,,,,,,,0,4,5,4,0,0,0,0,7
Al Taubenberger,,,,,,,,,,,,,,,0,5,5,0,0,0,0,7
Daniel Tinney,,,,,,,,,,,,,,,,0,4,0,0,0,0,7
Terry Tracy,,,,,,,,,,,,,,,,,0,0,0,0,0,7
John Staggs,,,,,,,,,,,,,,,,,,0,2,1,1,7
Andrew C Stober,,,,,,,,,,,,,,,,,,,0,1,1,7
Kristin Combs,,,,,,,,,,,,,,,,,,,,0,1,7
Sheila E Armstrong,,,,,,,,,,,,,,,,,,,,,0,7
Total,146,129,122,7,5,4,1,120,118,116,116,109,17,10,7,6,6,3,2,1,1,7
,Justice Of The Supreme Court,,,,,,,Council At Large,,,,,,,,,,,,,,8
