col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,division
,Justice Of The Supreme Court,,,,,,,Council At Large,,,,,,,,,,,,,,All
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,Allan Domb,Derek S Green,Helen Gym,William K Greenlee,David Oh,Dennis M O Brien,Blondell Reynolds Brown,Daniel Tinney,Al Taubenberger,Terry Tracy,Andrew C Stober,Kristin Combs,Sheila E Armstrong,John Staggs,All
Kevin M Dougherty,149,"1,097","1,019",146,80,68,28,994,901,876,896,370,398,785,326,339,255,47,44,25,12,All
Christine Donohue,,26,"1,023",111,34,33,21,848,793,828,780,245,252,713,204,217,194,49,46,27,12,All
David Wecht,,,21,71,17,27,11,814,759,773,751,199,220,679,178,190,162,47,35,16,8,All
Judy Olson,,,,2,530,485,8,103,76,87,66,523,491,49,530,506,536,24,16,14,7,All
Anne Covey,,,,,1,469,12,59,44,50,33,449,435,26,472,438,470,19,14,16,8,All
Mike George,,,,,,0,14,54,33,35,39,440,424,28,461,430,454,13,7,12,5,All
Paul P Panepinto,,,,,,,2,15,10,16,11,23,30,5,22,24,23,12,14,16,7,All
Allan Domb,,,,,,,,1,779,786,776,153,161,699,133,150,102,39,21,8,6,All
Derek S Green,,,,,,,,,0,762,766,89,113,724,87,79,79,19,16,9,5,All
Helen Gym,,,,,,,,,,2,737,100,109,694,82,82,103,35,32,18,5,All
William K Greenlee,,,,,,,,,,,0,116,131,712,78,96,55,20,15,6,3,All
David Oh,,,,,,,,,,,,4,610,73,563,572,557,16,20,12,5,All
Dennis M O Brien,,,,,,,,,,,,,4,55,611,616,565,23,15,15,5,All
Blondell Reynolds Brown,,,,,,,,,,,,,,1,49,51,39,13,6,4,1,All
Daniel Tinney,,,,,,,,,,,,,,,1,593,617,18,13,14,5,All
Al Taubenberger,,,,,,,,,,,,,,,,1,579,16,16,15,8,All
Terry Tracy,,,,,,,,,,,,,,,,,4,22,15,10,2,All
Andrew C Stober,,,,,,,,,,,,,,,,,,2,20,15,12,All
Kristin Combs,,,,,,,,,,,,,,,,,,,0,30,16,All
Sheila E Armstrong,,,,,,,,,,,,,,,,,,,,0,14,All
John Staggs,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,883","1,300","1,177",736,610,585,62,"1,133","1,002",992,966,884,883,855,854,838,793,81,68,48,23,All
,Justice Of The Supreme Court,,,,,,,Council At Large,,,,,,,,,,,,,,1
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Anne Covey,Mike George,Paul P Panepinto,David Oh,Daniel Tinney,Al Taubenberger,Terry Tracy,Dennis M O Brien,Helen Gym,Allan Domb,Derek S Green,William K Greenlee,Blondell Reynolds Brown,Kristin Combs,Sheila E Armstrong,Andrew C Stober,John Staggs,1
Kevin M Dougherty,10,64,56,8,6,5,4,27,24,27,17,23,45,46,42,43,36,4,2,0,0,1
Christine Donohue,,2,57,7,1,3,3,19,17,16,12,18,44,44,43,41,35,4,1,1,1,1
David Wecht,,,0,7,0,0,1,12,12,13,9,13,40,42,39,39,31,4,0,1,1,1
Judy Olson,,,,0,43,37,1,45,46,39,46,38,6,4,5,5,4,1,0,1,0,1
