col_1,col_2,col_3,col_4,col_5,division
,District Council 3rd District,City Commissioners,,,1
,Jannie L Blackwell,Anthony Clark,Lisa M Deeley,Al Schmidt,1
Jannie L Blackwell,18,81,66,2,1
Anthony Clark,,1,62,1,1
Lisa M Deeley,,,0,1,1
Al Schmidt,,,,1,1
Total,105,84,68,3,1
,District Council 3rd District,City Commissioners,,,2
,Jannie L Blackwell,Anthony Clark,Lisa M Deeley,Al Schmidt,2
Jannie L Blackwell,13,114,102,0,2
Anthony Clark,,2,96,0,2
Lisa M Deeley,,,2,0,2
Al Schmidt,,,,0,2
Total,133,116,104,0,2
,District Council 3rd District,City Commissioners,,,3
,Jannie L Blackwell,Anthony Clark,Lisa M Deeley,Al Schmidt,3
Jannie L Blackwell,6,56,48,0,3
Anthony Clark,,4,46,0,3
Lisa M Deeley,,,0,0,3
Al Schmidt,,,,1,3
Total,66,62,50,1,3
,District Council 3rd District,City Commissioners,,,4
,Jannie L Blackwell,Anthony Clark,Lisa M Deeley,Al Schmidt,4
Jannie L Blackwell,6,91,76,0,4
Anthony Clark,,2,74,0,4
Lisa M Deeley,,,1,0,4
Al Schmidt,,,,0,4
Total,99,93,77,0,4
,District Council 3rd District,City Commissioners,,,5
,Jannie L Blackwell,Anthony Clark,Lisa M Deeley,Al Schmidt,5
Jannie L Blackwell,9,93,81,2,5
Anthony Clark,,2,78,1,5
Lisa M Deeley,,,0,1,5
Al Schmidt,,,,1,5
Total,107,97,83,3,5
,District Council 3rd District,City Commissioners,,,6
,Jannie L Blackwell,Anthony Clark,Lisa M Deeley,Al Schmidt,6
Jannie L Blackwell,13,135,117,3,6
Anthony Clark,,6,112,0,6
Lisa M Deeley,,,1,3,6
Al Schmidt,,,,2,6
Total,161,149,126,5,6
,District Council 3rd District,City Commissioners,,,7
,Jannie L Blackwell,Anthony Clark,Lisa M Deeley,Al Schmidt,7
Jannie L Blackwell,10,118,105,4,7
Anthony Clark,,1,100,2,7
Lisa M Deeley,,,2,0,7
Al Schmidt,,,,2,7
Total,139,123,111,6,7
,District Council 3rd District,City Commissioners,,,8
,Jannie L Blackwell,Anthony Clark,Lisa M Deeley,Al Schmidt,8
Jannie L Blackwell,5,57,52,3,8
Anthony Clark,,3,50,0,8
Lisa M Deeley,,,0,1,8
Al Schmidt,,,,0,8
Total,66,60,52,3,8
,District Council 3rd District,City Commissioners,,,9
,Jannie L Blackwell,Anthony Clark,Lisa M Deeley,Al Schmidt,9
Jannie L Blackwell,11,94,73,2,9
Anthony Clark,,4,69,2,9
Lisa M Deeley,,,2,0,9
Al Schmidt,,,,2,9
Total,111,100,77,4,9
,District Council 3rd District,City Commissioners,,,10
,Jannie L Blackwell,Anthony Clark,Lisa M Deeley,Al Schmidt,10
Jannie L Blackwell,6,73,64,2,10
Anthony Clark,,1,67,1,10
Lisa M Deeley,,,2,0,10
Al Schmidt,,,,0,10
Total,81,78,70,2,10
,District Council 3rd District,City Commissioners,,,11
,Jannie L Blackwell,Anthony Clark,Lisa M Deeley,Al Schmidt,11
Jannie L Blackwell,6,126,112,1,11
Anthony Clark,,3,107,0,11
Lisa M Deeley,,,2,0,11
Al Schmidt,,,,0,11
Total,141,132,117,1,11
,District Council 3rd District,City Commissioners,,,12
,Jannie L Blackwell,Anthony Clark,Lisa M Deeley,Al Schmidt,12
Jannie L Blackwell,6,88,82,0,12
Anthony Clark,,1,80,0,12
Lisa M Deeley,,,0,0,12
Al Schmidt,,,,0,12
Total,97,90,83,0,12
,District Council 3rd District,City Commissioners,,,13
,Jannie L Blackwell,Anthony Clark,Lisa M Deeley,Al Schmidt,13
Jannie L Blackwell,6,95,78,3,13
Anthony Clark,,2,78,2,13
Lisa M Deeley,,,5,1,13
Al Schmidt,,,,3,13
Total,103,99,85,6,13
,District Council 3rd District,City Commissioners,,,14
,Jannie L Blackwell,Anthony Clark,Lisa M Deeley,Al Schmidt,14
Jannie L Blackwell,7,98,79,1,14
Anthony Clark,,5,78,0,14
Lisa M Deeley,,,1,2,14
Al Schmidt,,,,1,14
Total,111,108,86,3,14
,District Council 3rd District,City Commissioners,,,15
,Jannie L Blackwell,Anthony Clark,Lisa M Deeley,Al Schmidt,15
Jannie L Blackwell,11,106,94,4,15
Anthony Clark,,3,88,3,15
Lisa M Deeley,,,2,0,15
Al Schmidt,,,,1,15
Total,126,111,98,5,15
,District Council 3rd District,City Commissioners,,,16
,Jannie L Blackwell,Lisa M Deeley,Anthony Clark,Al Schmidt,16
Jannie L Blackwell,10,79,79,2,16
Lisa M Deeley,,2,76,1,16
Anthony Clark,,,1,0,16
Al Schmidt,,,,1,16
Total,94,82,81,3,16
,District Council 3rd District,City Commissioners,,,17
,Jannie L Blackwell,Anthony Clark,Lisa M Deeley,Al Schmidt,17
Jannie L Blackwell,6,96,91,0,17
Anthony Clark,,0,91,1,17
Lisa M Deeley,,,0,0,17
Al Schmidt,,,,2,17
Total,102,97,91,3,17
,District Council 3rd District,City Commissioners,,,18
,Jannie L Blackwell,Anthony Clark,Lisa M Deeley,Al Schmidt,18
Jannie L Blackwell,10,90,59,1,18
Anthony Clark,,0,56,0,18
Lisa M Deeley,,,2,0,18
Al Schmidt,,,,1,18
Total,104,90,61,2,18
,District Council 3rd District,City Commissioners,,,19
,Jannie L Blackwell,Anthony Clark,Lisa M Deeley,Al Schmidt,19
Jannie L Blackwell,12,99,89,1,19
Anthony Clark,,3,82,0,19
Lisa M Deeley,,,2,0,19
Al Schmidt,,,,2,19
Total,121,104,93,3,19
,District Council 3rd District,City Commissioners,,,All
,Jannie L Blackwell,Anthony Clark,Lisa M Deeley,Al Schmidt,All
Jannie L Blackwell,171,"1,789","1,547",31,All
Anthony Clark,,44,"1,490",13,All
Lisa M Deeley,,,26,10,All
Al Schmidt,,,,20,All
Total,"2,067","1,874","1,614",53,All
