col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,division
,Mayor,,,,,Council At Large,,,,,,,,,,,,,,1
,Jim Kenney,Melissa Murray Bailey,Osborne Hart,Boris Kindij,James Foster,Helen Gym,Blondell Reynolds Brown,Derek S Green,William K Greenlee,Allan Domb,Kristin Combs,Andrew C Stober,David Oh,Al Taubenberger,Terry Tracy,Daniel Tinney,Dennis M O Brien,Sheila E Armstrong,John Staggs,1
Jim Kenney,12,0,0,0,0,142,128,125,119,116,36,33,21,14,15,13,10,12,11,1
Melissa Murray Bailey,,0,0,0,0,8,3,3,3,5,3,6,14,14,12,11,9,2,2,1
Osborne Hart,,,0,0,0,5,3,3,2,0,5,1,3,0,1,0,0,2,1,1
Boris Kindij,,,,0,0,1,0,1,1,0,1,2,1,0,0,0,0,0,0,1
James Foster,,,,,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
Helen Gym,,,,,,0,121,114,111,110,37,34,15,3,12,1,4,11,10,1
Blondell Reynolds Brown,,,,,,,0,109,115,105,21,18,15,3,6,2,3,3,3,1
Derek S Green,,,,,,,,0,103,98,18,15,11,3,7,2,5,4,2,1
William K Greenlee,,,,,,,,,0,102,15,12,14,4,3,4,3,1,1,1
Allan Domb,,,,,,,,,,0,7,11,12,5,7,3,4,1,1,1
Kristin Combs,,,,,,,,,,,0,25,5,1,6,0,1,16,13,1
Andrew C Stober,,,,,,,,,,,,0,6,3,11,1,2,8,10,1
David Oh,,,,,,,,,,,,,1,16,14,12,15,3,3,1
Al Taubenberger,,,,,,,,,,,,,,0,16,19,12,0,0,1
Terry Tracy,,,,,,,,,,,,,,,0,11,10,2,1,1
Daniel Tinney,,,,,,,,,,,,,,,,0,14,0,0,1
Dennis M O Brien,,,,,,,,,,,,,,,,,0,0,0,1
Sheila E Armstrong,,,,,,,,,,,,,,,,,,0,11,1
John Staggs,,,,,,,,,,,,,,,,,,,0,1
Total,202,23,6,2,2,162,139,133,129,123,47,42,42,29,28,25,20,16,14,1
,Mayor,,,,,Council At Large,,,,,,,,,,,,,,2
,Jim Kenney,Melissa Murray Bailey,Osborne Hart,James Foster,Boris Kindij,Helen Gym,Allan Domb,Derek S Green,William K Greenlee,Blondell Reynolds Brown,Andrew C Stober,David Oh,Dennis M O Brien,Kristin Combs,Terry Tracy,Daniel Tinney,Al Taubenberger,John Staggs,Sheila E Armstrong,2
Jim Kenney,15,0,0,0,0,139,101,106,99,98,54,24,22,28,15,11,9,10,10,2
Melissa Murray Bailey,,0,0,0,0,9,7,4,4,1,1,16,20,1,18,16,15,0,0,2
Osborne Hart,,,0,0,0,4,1,2,0,0,3,2,0,3,1,0,1,4,1,2
James Foster,,,,0,0,2,1,0,0,0,1,0,0,2,0,0,1,1,2,2
Boris Kindij,,,,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2
Helen Gym,,,,,,0,98,104,94,95,49,16,15,28,14,8,8,11,10,2
Allan Domb,,,,,,,0,82,79,70,19,16,14,7,14,6,9,1,1,2
Derek S Green,,,,,,,,0,84,83,31,7,10,14,7,4,2,3,3,2
William K Greenlee,,,,,,,,,0,78,19,12,11,8,3,3,4,1,1,2
Blondell Reynolds Brown,,,,,,,,,,0,25,10,2,11,0,3,2,5,3,2
Andrew C Stober,,,,,,,,,,,0,7,4,25,10,0,1,11,8,2
David Oh,,,,,,,,,,,,0,22,3,19,18,18,2,0,2
Dennis M O Brien,,,,,,,,,,,,,0,1,22,21,19,0,1,2
Kristin Combs,,,,,,,,,,,,,,0,2,0,1,10,11,2
Terry Tracy,,,,,,,,,,,,,,,0,16,16,0,0,2
Daniel Tinney,,,,,,,,,,,,,,,,0,16,0,0,2
Al Taubenberger,,,,,,,,,,,,,,,,,0,0,0,2
John Staggs,,,,,,,,,,,,,,,,,,0,7,2
Sheila E Armstrong,,,,,,,,,,,,,,,,,,,0,2
Total,192,30,5,4,1,159,114,113,107,103,61,43,43,36,35,28,27,15,14,2
,Council At Large,,,,,,,,,,,,,,Mayor,,,,,3
,Helen Gym,Derek S Green,Blondell Reynolds Brown,William K Greenlee,Allan Domb,David Oh,Dennis M O Brien,Al Taubenberger,Daniel Tinney,Terry Tracy,Andrew C Stober,John Staggs,Kristin Combs,Sheila E Armstrong,Jim Kenney,Melissa Murray Bailey,Boris Kindij,James Foster,Osborne Hart,3
Helen Gym,1,58,57,57,56,1,1,0,0,0,0,0,0,0,58,1,0,0,0,3
Derek S Green,,0,57,57,56,1,0,0,0,0,0,0,0,0,57,0,0,0,0,3
Blondell Reynolds Brown,,,0,57,56,1,0,0,0,0,0,0,0,0,56,0,0,0,0,3
William K Greenlee,,,,0,56,1,0,0,0,0,0,0,0,0,56,0,0,0,0,3
Allan Domb,,,,,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,3
David Oh,,,,,,0,1,1,1,1,0,0,0,0,1,1,0,0,0,3
Dennis M O Brien,,,,,,,0,1,1,1,0,0,0,0,1,1,0,0,0,3
Al Taubenberger,,,,,,,,0,1,1,0,0,0,0,0,1,0,0,0,3
Daniel Tinney,,,,,,,,,0,1,0,0,0,0,0,1,0,0,0,3
Terry Tracy,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,3
Andrew C Stober,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3
