col_1,col_2,col_3,col_4,col_5,division
,District Council 3rd District,Judge Of The Municipal Court,,,1
,Jannie L Blackwell,Christine Hope,Sharon Williams Losier,Joffie C Pittman,1
Jannie L Blackwell,15,76,75,68,1
Christine Hope,,2,64,66,1
Sharon Williams Losier,,,0,65,1
Joffie C Pittman,,,,0,1
Total,105,80,76,70,1
,District Council 3rd District,Judge Of The Municipal Court,,,2
,Jannie L Blackwell,Christine Hope,Sharon Williams Losier,Joffie C Pittman,2
Jannie L Blackwell,15,105,103,94,2
Christine Hope,,1,92,91,2
Sharon Williams Losier,,,0,93,2
Joffie C Pittman,,,,1,2
Total,133,107,104,95,2
,District Council 3rd District,Judge Of The Municipal Court,,,3
,Jannie L Blackwell,Christine Hope,Sharon Williams Losier,Joffie C Pittman,3
Jannie L Blackwell,7,51,51,50,3
Christine Hope,,1,50,49,3
Sharon Williams Losier,,,1,48,3
Joffie C Pittman,,,,0,3
Total,66,55,55,53,3
,District Council 3rd District,Judge Of The Municipal Court,,,4
,Jannie L Blackwell,Sharon Williams Losier,Christine Hope,Joffie C Pittman,4
Jannie L Blackwell,11,80,81,79,4
Sharon Williams Losier,,1,76,77,4
Christine Hope,,,0,75,4
Joffie C Pittman,,,,0,4
Total,99,83,82,80,4
,District Council 3rd District,Judge Of The Municipal Court,,,5
,Jannie L Blackwell,Christine Hope,Sharon Williams Losier,Joffie C Pittman,5
Jannie L Blackwell,11,86,83,81,5
Christine Hope,,3,76,79,5
Sharon Williams Losier,,,0,76,5
Joffie C Pittman,,,,0,5
Total,107,90,83,82,5
,District Council 3rd District,Judge Of The Municipal Court,,,6
,Jannie L Blackwell,Christine Hope,Sharon Williams Losier,Joffie C Pittman,6
Jannie L Blackwell,18,120,115,113,6
Christine Hope,,4,108,113,6
Sharon Williams Losier,,,1,110,6
Joffie C Pittman,,,,1,6
Total,161,134,126,125,6
,District Council 3rd District,Judge Of The Municipal Court,,,7
,Jannie L Blackwell,Christine Hope,Sharon Williams Losier,Joffie C Pittman,7
Jannie L Blackwell,18,109,108,101,7
Christine Hope,,4,102,101,7
Sharon Williams Losier,,,0,103,7
Joffie C Pittman,,,,1,7
Total,139,117,112,106,7
,District Council 3rd District,Judge Of The Municipal Court,,,8
,Jannie L Blackwell,Christine Hope,Sharon Williams Losier,Joffie C Pittman,8
Jannie L Blackwell,5,55,54,53,8
Christine Hope,,4,51,51,8
Sharon Williams Losier,,,1,51,8
Joffie C Pittman,,,,0,8
Total,66,60,56,54,8
,District Council 3rd District,Judge Of The Municipal Court,,,9
,Jannie L Blackwell,Sharon Williams Losier,Christine Hope,Joffie C Pittman,9
Jannie L Blackwell,12,82,80,70,9
Sharon Williams Losier,,2,70,72,9
Christine Hope,,,2,67,9
Joffie C Pittman,,,,0,9
Total,111,90,85,76,9
,District Council 3rd District,Judge Of The Municipal Court,,,10
,Jannie L Blackwell,Sharon Williams Losier,Joffie C Pittman,Christine Hope,10
Jannie L Blackwell,4,70,68,68,10
Sharon Williams Losier,,1,71,68,10
Joffie C Pittman,,,1,70,10
Christine Hope,,,,0,10
Total,81,77,76,74,10
,District Council 3rd District,Judge Of The Municipal Court,,,11
,Jannie L Blackwell,Christine Hope,Sharon Williams Losier,Joffie C Pittman,11
Jannie L Blackwell,12,121,120,113,11
Christine Hope,,2,114,112,11
Sharon Williams Losier,,,0,116,11
Joffie C Pittman,,,,2,11
Total,141,124,124,119,11
,District Council 3rd District,Judge Of The Municipal Court,,,12
,Jannie L Blackwell,Sharon Williams Losier,Christine Hope,Joffie C Pittman,12
Jannie L Blackwell,6,87,85,81,12
Sharon Williams Losier,,0,82,82,12
Christine Hope,,,0,80,12
Joffie C Pittman,,,,0,12
Total,97,88,86,82,12
,District Council 3rd District,Judge Of The Municipal Court,,,13
,Jannie L Blackwell,Christine Hope,Sharon Williams Losier,Joffie C Pittman,13
Jannie L Blackwell,7,85,86,83,13
