col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,1
,Mia Roberts Perez,Ken Powell,Tracy B Roman,Kai Scott,Abbe Fletman,Lyris Younge,Stephanie M Sawyer,Daine Grey Jr,Michael Fanning,Scott Diclaudio,Chris Mallios,Rainy Papademetriou,Vincent Furlong,1
Mia Roberts Perez,6,41,42,41,40,38,34,34,32,32,32,32,1,1
Ken Powell,,2,42,41,41,39,34,34,33,33,32,32,3,1
Tracy B Roman,,,2,42,41,39,34,34,32,32,32,32,1,1
Kai Scott,,,,2,41,39,33,33,32,32,32,32,1,1
Abbe Fletman,,,,,0,39,33,33,32,32,32,32,1,1
Lyris Younge,,,,,,1,32,32,31,31,31,31,0,1
Stephanie M Sawyer,,,,,,,1,34,32,32,32,32,1,1
Daine Grey Jr,,,,,,,,0,32,32,32,32,1,1
Michael Fanning,,,,,,,,,0,33,32,32,2,1
Scott Diclaudio,,,,,,,,,,0,32,32,2,1
Chris Mallios,,,,,,,,,,,0,32,1,1
Rainy Papademetriou,,,,,,,,,,,,0,1,1
Vincent Furlong,,,,,,,,,,,,,1,1
Total,48,46,45,44,41,40,35,34,33,33,32,32,4,1
,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,2
,Mia Roberts Perez,Tracy B Roman,Kai Scott,Ken Powell,Abbe Fletman,Lyris Younge,Stephanie M Sawyer,Michael Fanning,Scott Diclaudio,Chris Mallios,Rainy Papademetriou,Daine Grey Jr,Vincent Furlong,2
Mia Roberts Perez,4,37,40,39,38,38,34,33,33,33,31,31,4,2
Tracy B Roman,,4,37,37,37,38,33,31,33,32,30,30,3,2
Kai Scott,,,1,39,39,39,33,33,32,32,31,31,4,2
Ken Powell,,,,1,40,39,33,32,32,32,31,30,4,2
Abbe Fletman,,,,,0,40,33,32,32,32,32,31,3,2
Lyris Younge,,,,,,0,32,32,32,32,31,31,3,2
Stephanie M Sawyer,,,,,,,1,33,34,33,32,31,4,2
Michael Fanning,,,,,,,,0,32,32,31,31,4,2
Scott Diclaudio,,,,,,,,,0,33,31,31,4,2
Chris Mallios,,,,,,,,,,0,31,31,3,2
Rainy Papademetriou,,,,,,,,,,,0,30,2,2
Daine Grey Jr,,,,,,,,,,,,0,2,2
Vincent Furlong,,,,,,,,,,,,,7,2
Total,45,45,43,43,41,41,38,34,34,33,32,31,12,2
,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,3
,Tracy B Roman,Ken Powell,Kai Scott,Abbe Fletman,Lyris Younge,Mia Roberts Perez,Michael Fanning,Scott Diclaudio,Daine Grey Jr,Stephanie M Sawyer,Chris Mallios,Rainy Papademetriou,Vincent Furlong,3
Tracy B Roman,4,30,30,30,30,28,28,26,27,27,25,26,1,3
Ken Powell,,2,29,29,29,29,27,27,26,26,25,26,1,3
Kai Scott,,,0,30,31,29,26,26,26,26,26,26,0,3
Abbe Fletman,,,,1,30,28,26,26,26,26,25,26,0,3
Lyris Younge,,,,,0,28,26,26,26,26,26,26,0,3
Mia Roberts Perez,,,,,,1,26,25,25,25,24,25,0,3
Michael Fanning,,,,,,,0,27,28,28,26,27,1,3
Scott Diclaudio,,,,,,,,1,27,27,26,27,1,3
Daine Grey Jr,,,,,,,,,0,28,26,27,0,3
Stephanie M Sawyer,,,,,,,,,,0,26,27,0,3
Chris Mallios,,,,,,,,,,,0,26,0,3
Rainy Papademetriou,,,,,,,,,,,,0,0,3
Vincent Furlong,,,,,,,,,,,,,3,3
Total,37,34,32,31,31,31,30,29,28,28,27,27,5,3
,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,4
