col_1,col_2,col_3,col_4,col_5,col_6,division
,City Commissioners,,,Sheriff,,1
,Lisa M Deeley,Anthony Clark,Al Schmidt,Jewell Williams,Christopher Sawyer,1
Lisa M Deeley,17,169,29,187,48,1
Anthony Clark,,4,6,156,28,1
Al Schmidt,,,4,11,62,1
Jewell Williams,,,,7,0,1
Christopher Sawyer,,,,,5,1
Total,263,197,79,210,101,1
,City Commissioners,,,Sheriff,,2
,Lisa M Deeley,Anthony Clark,Al Schmidt,Jewell Williams,Christopher Sawyer,2
Lisa M Deeley,7,83,17,102,22,2
Anthony Clark,,1,9,80,13,2
Al Schmidt,,,4,11,49,2
Jewell Williams,,,,1,0,2
Christopher Sawyer,,,,,8,2
Total,135,98,68,114,69,2
,City Commissioners,,,Sheriff,,3
,Lisa M Deeley,Anthony Clark,Al Schmidt,Jewell Williams,Christopher Sawyer,3
Lisa M Deeley,15,94,16,134,26,3
Anthony Clark,,2,7,94,15,3
Al Schmidt,,,2,11,52,3
Jewell Williams,,,,5,0,3
Christopher Sawyer,,,,,4,3
Total,182,116,67,157,74,3
,City Commissioners,,,Sheriff,,4
,Lisa M Deeley,Anthony Clark,Al Schmidt,Jewell Williams,Christopher Sawyer,4
Lisa M Deeley,9,115,34,140,47,4
Anthony Clark,,1,8,99,24,4
Al Schmidt,,,1,6,69,4
Jewell Williams,,,,8,0,4
Christopher Sawyer,,,,,3,4
Total,204,130,78,154,93,4
,City Commissioners,,,Sheriff,,5
,Lisa M Deeley,Anthony Clark,Al Schmidt,Jewell Williams,Christopher Sawyer,5
Lisa M Deeley,7,94,24,138,34,5
Anthony Clark,,4,5,96,14,5
Al Schmidt,,,0,10,42,5
Jewell Williams,,,,6,0,5
Christopher Sawyer,,,,,9,5
Total,182,117,52,159,70,5
,City Commissioners,,,Sheriff,,6
,Lisa M Deeley,Anthony Clark,Al Schmidt,Jewell Williams,Christopher Sawyer,6
Lisa M Deeley,4,138,22,161,30,6
Anthony Clark,,2,4,124,19,6
Al Schmidt,,,2,7,33,6
Jewell Williams,,,,3,0,6
Christopher Sawyer,,,,,11,6
Total,200,148,46,168,62,6
,City Commissioners,,,Sheriff,,7
,Lisa M Deeley,Anthony Clark,Al Schmidt,Jewell Williams,Christopher Sawyer,7
Lisa M Deeley,3,102,13,106,25,7
Anthony Clark,,1,4,91,17,7
Al Schmidt,,,2,6,27,7
Jewell Williams,,,,2,0,7
Christopher Sawyer,,,,,2,7
Total,140,114,36,117,46,7
,City Commissioners,,,Sheriff,,8
,Lisa M Deeley,Anthony Clark,Al Schmidt,Jewell Williams,Christopher Sawyer,8
Lisa M Deeley,9,119,17,150,28,8
Anthony Clark,,1,9,115,15,8
Al Schmidt,,,1,7,39,8
Jewell Williams,,,,10,0,8
Christopher Sawyer,,,,,4,8
Total,193,137,49,170,60,8
,City Commissioners,,,Sheriff,,9
,Lisa M Deeley,Anthony Clark,Al Schmidt,Jewell Williams,Christopher Sawyer,9
Lisa M Deeley,4,121,27,134,29,9
Anthony Clark,,2,5,117,13,9
Al Schmidt,,,6,9,48,9
Jewell Williams,,,,5,0,9
Christopher Sawyer,,,,,2,9
Total,173,136,65,148,62,9
,City Commissioners,,,Sheriff,,10
,Lisa M Deeley,Anthony Clark,Al Schmidt,Jewell Williams,Christopher Sawyer,10
Lisa M Deeley,3,45,12,55,11,10
Anthony Clark,,1,6,44,6,10
Al Schmidt,,,3,4,34,10
Jewell Williams,,,,1,0,10
Christopher Sawyer,,,,,3,10
Total,73,54,42,60,39,10
,City Commissioners,,,Sheriff,,11
,Lisa M Deeley,Anthony Clark,Al Schmidt,Jewell Williams,Christopher Sawyer,11
Lisa M Deeley,6,99,21,128,19,11
Anthony Clark,,1,4,102,10,11
Al Schmidt,,,0,12,32,11
