col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,District Council 3rd District,Council At Large,,,,,,,,,,,,,,All
,Jannie L Blackwell,Helen Gym,Derek S Green,Blondell Reynolds Brown,William K Greenlee,Allan Domb,Andrew C Stober,Kristin Combs,Terry Tracy,David Oh,Al Taubenberger,Dennis M O Brien,Daniel Tinney,John Staggs,Sheila E Armstrong,All
Jannie L Blackwell,55,"1,184","1,065","1,096","1,019",957,231,213,79,90,60,64,36,62,61,All
Helen Gym,,18,"1,097","1,065","1,063",984,324,254,72,62,35,40,14,63,57,All
Derek S Green,,,7,993,978,942,176,136,52,43,19,27,9,25,23,All
Blondell Reynolds Brown,,,,9,983,896,139,138,23,51,16,27,12,29,28,All
William K Greenlee,,,,,2,903,144,129,21,38,18,27,5,30,16,All
Allan Domb,,,,,,7,119,70,43,30,22,22,10,17,15,All
Andrew C Stober,,,,,,,14,165,59,19,21,15,3,49,52,All
Kristin Combs,,,,,,,,2,16,18,10,7,3,70,63,All
Terry Tracy,,,,,,,,,1,77,93,78,72,2,10,All
David Oh,,,,,,,,,,4,77,80,67,4,7,All
Al Taubenberger,,,,,,,,,,,3,78,72,2,7,All
Dennis M O Brien,,,,,,,,,,,,1,72,0,3,All
Daniel Tinney,,,,,,,,,,,,,1,2,2,All
John Staggs,,,,,,,,,,,,,,0,30,All
Sheila E Armstrong,,,,,,,,,,,,,,,0,All
Total,"1,483","1,446","1,234","1,216","1,150","1,072",389,307,175,161,137,130,92,88,84,All
,Council At Large,,,,,,,,,,,,,,District Council 3rd District,1
,Helen Gym,Derek S Green,Blondell Reynolds Brown,William K Greenlee,Allan Domb,Andrew C Stober,Kristin Combs,Al Taubenberger,Dennis M O Brien,Terry Tracy,David Oh,Daniel Tinney,John Staggs,Sheila E Armstrong,Jannie L Blackwell,1
Helen Gym,1,39,30,33,27,25,10,6,6,5,2,0,3,3,41,1
Derek S Green,,0,32,33,29,11,6,2,1,3,0,0,2,0,35,1
Blondell Reynolds Brown,,,0,28,22,6,3,3,1,0,1,1,1,0,29,1
William K Greenlee,,,,0,22,9,4,0,0,0,0,0,2,0,30,1
Allan Domb,,,,,0,4,1,1,0,3,0,0,1,0,25,1
Andrew C Stober,,,,,,3,9,2,3,4,0,0,2,2,14,1
Kristin Combs,,,,,,,0,0,0,1,0,0,2,1,7,1
