col_1,col_2,col_3,division
,Register Of Wills,,1
,Ronald R Donatucci,Ross Feinberg,1
Ronald R Donatucci,133,0,1
Ross Feinberg,,2,1
Total,133,2,1
,Register Of Wills,,2
,Ronald R Donatucci,Ross Feinberg,2
Ronald R Donatucci,90,0,2
Ross Feinberg,,9,2
Total,90,9,2
,Register Of Wills,,3
,Ronald R Donatucci,Ross Feinberg,3
Ronald R Donatucci,95,0,3
Ross Feinberg,,5,3
Total,95,5,3
,Register Of Wills,,4
,Ronald R Donatucci,Ross Feinberg,4
Ronald R Donatucci,149,0,4
Ross Feinberg,,7,4
Total,149,7,4
,Register Of Wills,,5
,Ronald R Donatucci,Ross Feinberg,5
Ronald R Donatucci,110,0,5
Ross Feinberg,,15,5
Total,110,15,5
,Register Of Wills,,6
,Ronald R Donatucci,Ross Feinberg,6
Ronald R Donatucci,126,0,6
Ross Feinberg,,0,6
Total,126,0,6
,Register Of Wills,,7
,Ronald R Donatucci,Ross Feinberg,7
Ronald R Donatucci,79,0,7
Ross Feinberg,,4,7
Total,79,4,7
,Register Of Wills,,8
,Ronald R Donatucci,Ross Feinberg,8
Ronald R Donatucci,90,0,8
Ross Feinberg,,3,8
Total,90,3,8
,Register Of Wills,,9
,Ronald R Donatucci,Ross Feinberg,9
Ronald R Donatucci,98,0,9
Ross Feinberg,,1,9
Total,98,1,9
,Register Of Wills,,10
,Ronald R Donatucci,Ross Feinberg,10
Ronald R Donatucci,83,0,10
Ross Feinberg,,4,10
Total,83,4,10
,Register Of Wills,,11
,Ronald R Donatucci,Ross Feinberg,11
Ronald R Donatucci,80,0,11
Ross Feinberg,,3,11
Total,80,3,11
,Register Of Wills,,12
,Ronald R Donatucci,Ross Feinberg,12
Ronald R Donatucci,74,0,12
Ross Feinberg,,3,12
Total,74,3,12
,Register Of Wills,,13
,Ronald R Donatucci,Ross Feinberg,13
Ronald R Donatucci,97,0,13
Ross Feinberg,,2,13
Total,97,2,13
,Register Of Wills,,14
,Ronald R Donatucci,Ross Feinberg,14
Ronald R Donatucci,148,0,14
Ross Feinberg,,3,14
Total,148,3,14
,Register Of Wills,,15
,Ronald R Donatucci,Ross Feinberg,15
Ronald R Donatucci,95,0,15
Ross Feinberg,,3,15
Total,95,3,15
,Register Of Wills,,16
,Ronald R Donatucci,Ross Feinberg,16
Ronald R Donatucci,108,0,16
Ross Feinberg,,2,16
Total,108,2,16
,Register Of Wills,,17
,Ronald R Donatucci,Ross Feinberg,17
Ronald R Donatucci,120,0,17
Ross Feinberg,,2,17
Total,120,2,17
,Register Of Wills,,18
,Ronald R Donatucci,Ross Feinberg,18
Ronald R Donatucci,198,0,18
Ross Feinberg,,4,18
Total,198,4,18
,Register Of Wills,,19
,Ronald R Donatucci,Ross Feinberg,19
Ronald R Donatucci,110,0,19
Ross Feinberg,,3,19
Total,110,3,19
,Register Of Wills,,20
,Ronald R Donatucci,Ross Feinberg,20
Ronald R Donatucci,99,0,20
Ross Feinberg,,5,20
Total,99,5,20
,Register Of Wills,,21
,Ronald R Donatucci,Ross Feinberg,21
Ronald R Donatucci,83,0,21
Ross Feinberg,,5,21
Total,83,5,21
,Register Of Wills,,22
,Ronald R Donatucci,Ross Feinberg,22
Ronald R Donatucci,134,0,22
Ross Feinberg,,5,22
Total,134,5,22
,Register Of Wills,,23
,Ronald R Donatucci,Ross Feinberg,23
Ronald R Donatucci,89,0,23
Ross Feinberg,,2,23
Total,89,2,23
,Register Of Wills,,24
,Ronald R Donatucci,Ross Feinberg,24
Ronald R Donatucci,54,0,24
Ross Feinberg,,0,24
Total,54,0,24
,Register Of Wills,,25
,Ronald R Donatucci,Ross Feinberg,25
Ronald R Donatucci,87,0,25
Ross Feinberg,,0,25
Total,87,0,25
,Register Of Wills,,All
,Ronald R Donatucci,Ross Feinberg,All
Ronald R Donatucci,"2,629",0,All
Ross Feinberg,,92,All
Total,"2,629",92,All
