col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,District Council 2nd District,Council At Large,,,,,,,,,,,,,,All
,Kenyatta Johnson,Helen Gym,Allan Domb,Derek S Green,Blondell Reynolds Brown,William K Greenlee,Andrew C Stober,David Oh,Terry Tracy,Kristin Combs,Al Taubenberger,Dennis M O Brien,Daniel Tinney,Sheila E Armstrong,John Staggs,All
Kenyatta Johnson,24,475,410,417,428,409,110,72,43,62,31,31,24,25,15,All
Helen Gym,,5,413,418,401,409,141,53,54,75,21,17,10,29,14,All
Allan Domb,,,8,369,355,361,73,40,36,28,22,14,8,14,4,All
Derek S Green,,,,2,373,376,72,29,24,32,8,12,7,9,5,All
Blondell Reynolds Brown,,,,,2,379,70,33,24,33,7,12,5,11,4,All
William K Greenlee,,,,,,0,60,31,18,32,14,8,7,7,5,All
Andrew C Stober,,,,,,,5,20,53,63,12,9,4,26,11,All
David Oh,,,,,,,,7,37,15,42,43,32,9,2,All
Terry Tracy,,,,,,,,,1,11,41,34,34,8,1,All
Kristin Combs,,,,,,,,,,0,7,4,2,29,17,All
Al Taubenberger,,,,,,,,,,,0,34,31,5,2,All
Dennis M O Brien,,,,,,,,,,,,1,30,2,0,All
Daniel Tinney,,,,,,,,,,,,,0,3,0,All
Sheila E Armstrong,,,,,,,,,,,,,,0,11,All
John Staggs,,,,,,,,,,,,,,,1,All
Total,631,584,492,476,473,461,184,120,106,96,69,63,47,44,22,All
,District Council 2nd District,Council At Large,,,,,,,,,,,,,,9
,Kenyatta Johnson,Helen Gym,William K Greenlee,Blondell Reynolds Brown,Allan Domb,Derek S Green,Andrew C Stober,David Oh,Kristin Combs,Terry Tracy,Al Taubenberger,Dennis M O Brien,Sheila E Armstrong,Daniel Tinney,John Staggs,9
Kenyatta Johnson,11,94,86,88,79,81,14,13,15,4,5,2,6,3,1,9
Helen Gym,,0,87,83,84,81,17,10,14,5,6,0,5,0,1,9
William K Greenlee,,,0,82,75,74,7,5,8,2,4,1,1,0,0,9
Blondell Reynolds Brown,,,,0,70,75,6,6,9,2,3,1,3,0,0,9
Allan Domb,,,,,2,70,8,6,5,5,6,0,2,0,0,9
Derek S Green,,,,,,1,6,6,6,2,2,1,4,0,0,9
Andrew C Stober,,,,,,,2,3,12,6,2,1,5,0,2,9
