col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,division
,Justice Of The Supreme Court,,,,,,,Council At Large,,,,,,,,,,,,,,1
,Kevin M Dougherty,Christine Donohue,David Wecht,Judy Olson,Mike George,Paul P Panepinto,Anne Covey,Blondell Reynolds Brown,Derek S Green,Helen Gym,William K Greenlee,Allan Domb,Kristin Combs,David Oh,Dennis M O Brien,Andrew C Stober,John Staggs,Al Taubenberger,Daniel Tinney,Sheila E Armstrong,Terry Tracy,1
Kevin M Dougherty,3,80,78,0,1,0,0,78,75,75,76,68,4,3,4,2,2,1,1,1,2,1
Christine Donohue,,0,83,2,0,2,0,75,74,78,74,69,7,2,4,4,3,2,1,2,1,1
David Wecht,,,0,2,2,2,0,72,76,80,76,71,7,3,5,4,3,2,2,2,1,1
Judy Olson,,,,0,1,0,0,1,1,1,1,1,1,2,1,1,0,1,0,0,0,1
Mike George,,,,,0,0,0,0,1,0,1,1,0,2,1,0,0,0,1,0,0,1
Paul P Panepinto,,,,,,0,0,1,1,2,1,0,2,0,0,1,1,0,0,1,0,1
Anne Covey,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blondell Reynolds Brown,,,,,,,,1,75,73,77,69,4,2,0,1,0,0,0,0,0,1
Derek S Green,,,,,,,,,1,75,77,74,4,3,2,1,0,1,0,0,0,1
Helen Gym,,,,,,,,,,0,76,70,6,1,1,3,3,0,1,2,1,1
William K Greenlee,,,,,,,,,,,0,72,4,2,2,1,0,0,1,0,1,1
Allan Domb,,,,,,,,,,,,0,0,3,2,0,0,1,0,0,0,1
Kristin Combs,,,,,,,,,,,,,0,1,1,2,2,1,0,2,0,1
David Oh,,,,,,,,,,,,,,0,3,1,0,2,0,0,0,1
Dennis M O Brien,,,,,,,,,,,,,,,0,1,0,2,1,0,1,1
Andrew C Stober,,,,,,,,,,,,,,,,0,2,1,0,1,0,1
John Staggs,,,,,,,,,,,,,,,,,0,0,0,2,0,1
Al Taubenberger,,,,,,,,,,,,,,,,,,0,0,0,0,1
Daniel Tinney,,,,,,,,,,,,,,,,,,,0,0,1,1
Sheila E Armstrong,,,,,,,,,,,,,,,,,,,,0,0,1
Terry Tracy,,,,,,,,,,,,,,,,,,,,,0,1
Total,98,88,88,3,3,2,0,88,84,83,83,75,7,6,5,4,3,2,2,2,2,1
,Justice Of The Supreme Court,,,,,,,Council At Large,,,,,,,,,,,,,,2
,Kevin M Dougherty,David Wecht,Christine Donohue,Judy Olson,Mike George,Anne Covey,Paul P Panepinto,Blondell Reynolds Brown,Derek S Green,Helen Gym,Allan Domb,William K Greenlee,Andrew C Stober,Kristin Combs,David Oh,Dennis M O Brien,Terry Tracy,Al Taubenberger,Sheila E Armstrong,Daniel Tinney,John Staggs,2
Kevin M Dougherty,4,125,124,1,1,1,1,128,119,114,116,110,10,12,8,3,2,3,2,2,2,2
David Wecht,,0,122,2,1,2,1,117,113,113,110,107,11,12,8,2,1,2,3,0,2,2
Christine Donohue,,,1,4,2,0,0,114,108,112,105,106,10,14,6,3,2,3,3,1,2,2
Judy Olson,,,,0,1,0,0,2,3,5,2,3,1,2,1,1,1,0,1,0,0,2
Mike George,,,,,0,1,0,1,2,2,1,1,0,1,2,2,1,1,0,1,0,2
Anne Covey,,,,,,0,0,1,2,2,1,1,0,0,2,1,0,0,0,0,0,2
Paul P Panepinto,,,,,,,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,2
Blondell Reynolds Brown,,,,,,,,0,112,107,108,104,7,8,7,0,2,1,1,0,0,2
Derek S Green,,,,,,,,,0,109,107,106,7,8,7,2,1,1,1,0,0,2
Helen Gym,,,,,,,,,,0,104,106,9,14,7,3,2,1,3,0,2,2
Allan Domb,,,,,,,,,,,0,103,6,4,6,2,1,1,1,0,1,2
William K Greenlee,,,,,,,,,,,,0,3,8,5,2,0,2,2,0,2,2
Andrew C Stober,,,,,,,,,,,,,2,4,0,0,2,0,0,0,0,2
Kristin Combs,,,,,,,,,,,,,,0,0,0,0,0,3,0,2,2
David Oh,,,,,,,,,,,,,,,1,3,2,2,0,1,0,2
Dennis M O Brien,,,,,,,,,,,,,,,,0,1,2,0,1,0,2
Terry Tracy,,,,,,,,,,,,,,,,,0,1,0,1,0,2
Al Taubenberger,,,,,,,,,,,,,,,,,,0,0,1,0,2
Sheila E Armstrong,,,,,,,,,,,,,,,,,,,0,0,1,2
Daniel Tinney,,,,,,,,,,,,,,,,,,,,0,0,2
John Staggs,,,,,,,,,,,,,,,,,,,,,0,2
Total,159,136,133,5,3,2,1,138,127,124,123,114,16,16,11,4,4,3,3,2,2,2
,Justice Of The Supreme Court,,,,,,,Council At Large,,,,,,,,,,,,,,3
,Kevin M Dougherty,David Wecht,Christine Donohue,Judy Olson,Mike George,Paul P Panepinto,Anne Covey,Helen Gym,Blondell Reynolds Brown,Derek S Green,Allan Domb,William K Greenlee,Andrew C Stober,David Oh,Kristin Combs,Dennis M O Brien,Terry Tracy,Daniel Tinney,Sheila E Armstrong,Al Taubenberger,John Staggs,3
Kevin M Dougherty,3,83,79,0,0,1,0,80,77,74,71,68,6,4,5,2,2,0,2,0,0,3
David Wecht,,0,79,1,0,0,0,74,73,70,65,69,5,4,4,3,2,1,1,0,0,3
Christine Donohue,,,0,1,0,1,0,72,66,65,61,65,6,2,5,2,2,0,2,0,0,3
Judy Olson,,,,0,1,0,0,1,0,0,1,1,1,1,0,2,1,1,0,1,0,3
Mike George,,,,,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,3
Paul P Panepinto,,,,,,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,3
Anne Covey,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Helen Gym,,,,,,,,0,73,70,67,65,6,3,6,2,2,1,2,0,0,3
Blondell Reynolds Brown,,,,,,,,,0,68,67,67,3,3,2,0,1,1,1,0,0,3
Derek S Green,,,,,,,,,,0,65,64,3,2,2,2,2,0,1,0,0,3
Allan Domb,,,,,,,,,,,0,62,3,1,1,1,0,1,2,0,0,3
William K Greenlee,,,,,,,,,,,,0,2,1,0,2,1,0,0,0,0,3
Andrew C Stober,,,,,,,,,,,,,0,0,3,1,0,0,1,0,0,3
David Oh,,,,,,,,,,,,,,0,0,1,2,2,0,1,0,3
Kristin Combs,,,,,,,,,,,,,,,0,0,0,0,1,0,0,3
Dennis M O Brien,,,,,,,,,,,,,,,,0,2,1,0,1,0,3
Terry Tracy,,,,,,,,,,,,,,,,,0,1,0,1,0,3
Daniel Tinney,,,,,,,,,,,,,,,,,,0,0,1,0,3
Sheila E Armstrong,,,,,,,,,,,,,,,,,,,0,0,0,3
Al Taubenberger,,,,,,,,,,,,,,,,,,,,0,0,3
John Staggs,,,,,,,,,,,,,,,,,,,,,0,3
Total,105,89,84,2,2,1,0,88,83,76,75,73,7,6,6,4,3,2,2,1,0,3
