col_1,col_2,col_3,col_4,division
,District Council 2nd District,Sheriff,,All
,Kenyatta Johnson,Jewell Williams,Christopher Sawyer,All
Kenyatta Johnson,311,"1,738",117,All
Jewell Williams,,114,0,All
Christopher Sawyer,,,161,All
Total,"2,166","1,852",278,All
,District Council 2nd District,Sheriff,,1
,Kenyatta Johnson,Jewell Williams,Christopher Sawyer,1
Kenyatta Johnson,7,54,1,1
Jewell Williams,,5,0,1
Christopher Sawyer,,,7,1
Total,62,59,8,1
,District Council 2nd District,Sheriff,,2
,Kenyatta Johnson,Jewell Williams,Christopher Sawyer,2
Kenyatta Johnson,19,97,0,2
Jewell Williams,,7,0,2
Christopher Sawyer,,,6,2
Total,116,104,6,2
,District Council 2nd District,Sheriff,,3
,Kenyatta Johnson,Jewell Williams,Christopher Sawyer,3
Kenyatta Johnson,23,113,1,3
Jewell Williams,,9,0,3
Christopher Sawyer,,,3,3
Total,137,122,4,3
,District Council 2nd District,Sheriff,,4
,Kenyatta Johnson,Jewell Williams,Christopher Sawyer,4
Kenyatta Johnson,15,94,3,4
Jewell Williams,,7,0,4
Christopher Sawyer,,,1,4
Total,112,101,4,4
,District Council 2nd District,Sheriff,,5
,Kenyatta Johnson,Jewell Williams,Christopher Sawyer,5
Kenyatta Johnson,16,65,4,5
Jewell Williams,,6,0,5
Christopher Sawyer,,,10,5
Total,85,71,14,5
,District Council 2nd District,Sheriff,,6
,Kenyatta Johnson,Jewell Williams,Christopher Sawyer,6
Kenyatta Johnson,14,101,2,6
Jewell Williams,,6,0,6
Christopher Sawyer,,,2,6
Total,117,107,4,6
,District Council 2nd District,Sheriff,,7
,Kenyatta Johnson,Jewell Williams,Christopher Sawyer,7
Kenyatta Johnson,20,72,4,7
Jewell Williams,,9,0,7
Christopher Sawyer,,,13,7
Total,96,81,17,7
,District Council 2nd District,Sheriff,,8
,Kenyatta Johnson,Jewell Williams,Christopher Sawyer,8
Kenyatta Johnson,17,114,8,8
Jewell Williams,,5,0,8
Christopher Sawyer,,,1,8
Total,139,119,9,8
,District Council 2nd District,Sheriff,,9
,Kenyatta Johnson,Jewell Williams,Christopher Sawyer,9
Kenyatta Johnson,19,75,4,9
Jewell Williams,,3,0,9
Christopher Sawyer,,,3,9
Total,98,78,7,9
,District Council 2nd District,Sheriff,,10
,Kenyatta Johnson,Jewell Williams,Christopher Sawyer,10
Kenyatta Johnson,8,33,2,10
Jewell Williams,,6,0,10
Christopher Sawyer,,,10,10
Total,43,39,12,10
,District Council 2nd District,Sheriff,,11
,Kenyatta Johnson,Jewell Williams,Christopher Sawyer,11
Kenyatta Johnson,4,32,1,11
Jewell Williams,,3,0,11
Christopher Sawyer,,,1,11
Total,37,35,2,11
,District Council 2nd District,Sheriff,,12
,Kenyatta Johnson,Jewell Williams,Christopher Sawyer,12
Kenyatta Johnson,22,79,8,12
Jewell Williams,,6,0,12
Christopher Sawyer,,,9,12
Total,109,85,17,12
,District Council 2nd District,Sheriff,,13
,Kenyatta Johnson,Jewell Williams,Christopher Sawyer,13
Kenyatta Johnson,9,61,10,13
Jewell Williams,,4,0,13
Christopher Sawyer,,,18,13
Total,80,65,28,13
,District Council 2nd District,Sheriff,,14
,Kenyatta Johnson,Jewell Williams,Christopher Sawyer,14
Kenyatta Johnson,5,46,7,14
Jewell Williams,,2,0,14
Christopher Sawyer,,,12,14
Total,58,48,19,14
,District Council 2nd District,Sheriff,,15
,Kenyatta Johnson,Jewell Williams,Christopher Sawyer,15
Kenyatta Johnson,19,85,5,15
Jewell Williams,,2,0,15
Christopher Sawyer,,,5,15
Total,109,87,10,15
,District Council 2nd District,Sheriff,,16
,Kenyatta Johnson,Jewell Williams,Christopher Sawyer,16
Kenyatta Johnson,11,70,16,16
Jewell Williams,,5,0,16
Christopher Sawyer,,,7,16
Total,97,75,23,16
,District Council 2nd District,Sheriff,,17
,Kenyatta Johnson,Jewell Williams,Christopher Sawyer,17
Kenyatta Johnson,9,80,2,17
Jewell Williams,,5,0,17
Christopher Sawyer,,,7,17
Total,91,85,9,17
,District Council 2nd District,Sheriff,,18
,Kenyatta Johnson,Jewell Williams,Christopher Sawyer,18
Kenyatta Johnson,11,56,10,18
Jewell Williams,,3,0,18
Christopher Sawyer,,,11,18
Total,77,59,21,18
,District Council 2nd District,Sheriff,,19
,Kenyatta Johnson,Jewell Williams,Christopher Sawyer,19
Kenyatta Johnson,10,27,7,19
Jewell Williams,,5,0,19
Christopher Sawyer,,,11,19
Total,44,32,18,19
,District Council 2nd District,Sheriff,,20
,Kenyatta Johnson,Jewell Williams,Christopher Sawyer,20
Kenyatta Johnson,12,50,13,20
Jewell Williams,,1,0,20
Christopher Sawyer,,,11,20
Total,75,51,24,20
,District Council 2nd District,Sheriff,,21
,Kenyatta Johnson,Jewell Williams,Christopher Sawyer,21
Kenyatta Johnson,22,204,2,21
Jewell Williams,,8,0,21
Christopher Sawyer,,,1,21
Total,228,212,3,21
,District Council 2nd District,Sheriff,,22
,Kenyatta Johnson,Jewell Williams,Christopher Sawyer,22
Kenyatta Johnson,7,27,5,22
Jewell Williams,,2,0,22
Christopher Sawyer,,,12,22
Total,39,29,17,22
,District Council 2nd District,Sheriff,,23
,Kenyatta Johnson,Jewell Williams,Christopher Sawyer,23
Kenyatta Johnson,12,103,2,23
Jewell Williams,,5,0,23
Christopher Sawyer,,,0,23
Total,117,108,2,23
