col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,District Council 8th District,,Council At Large,,,,,,,,,,,,,,All
,Cindy Bass,Michael Galganski,Blondell Reynolds Brown,Derek S Green,William K Greenlee,Allan Domb,Helen Gym,David Oh,Terry Tracy,Daniel Tinney,Dennis M O Brien,Al Taubenberger,Sheila E Armstrong,Kristin Combs,Andrew C Stober,John Staggs,All
Cindy Bass,113,0,"3,187","3,144","2,977","2,918","2,907",144,58,31,33,30,24,21,14,4,All
Michael Galganski,,2,16,17,17,18,20,12,7,8,6,6,7,7,3,3,All
Blondell Reynolds Brown,,,38,"2,948","2,951","2,847","2,858",104,38,20,14,12,16,13,6,2,All
Derek S Green,,,,42,"2,909","2,856","2,859",79,38,14,24,11,15,11,7,3,All
William K Greenlee,,,,,23,"2,839","2,830",86,33,13,19,14,16,10,1,2,All
Allan Domb,,,,,,29,"2,792",65,25,10,15,15,12,6,9,1,All
Helen Gym,,,,,,,6,78,37,21,20,9,13,19,9,2,All
David Oh,,,,,,,,73,53,46,43,37,15,12,4,4,All
Terry Tracy,,,,,,,,,1,44,36,34,2,2,8,2,All
Daniel Tinney,,,,,,,,,,3,37,33,0,5,1,0,All
Dennis M O Brien,,,,,,,,,,,0,29,4,2,6,2,All
Al Taubenberger,,,,,,,,,,,,0,4,5,3,0,All
Sheila E Armstrong,,,,,,,,,,,,,3,14,8,7,All
Kristin Combs,,,,,,,,,,,,,,2,8,4,All
Andrew C Stober,,,,,,,,,,,,,,,0,6,All
John Staggs,,,,,,,,,,,,,,,,1,All
Total,"3,777",36,"3,352","3,307","3,118","3,058","3,024",267,97,73,67,55,39,34,22,10,All
,District Council 8th District,,Council At Large,,,,,,,,,,,,,,1
,Cindy Bass,Michael Galganski,Blondell Reynolds Brown,Derek S Green,William K Greenlee,Allan Domb,Helen Gym,Al Taubenberger,David Oh,Daniel Tinney,Dennis M O Brien,Kristin Combs,Terry Tracy,Andrew C Stober,Sheila E Armstrong,John Staggs,1
Cindy Bass,2,0,111,102,99,96,97,5,6,1,1,3,3,1,1,0,1
Michael Galganski,,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1
Blondell Reynolds Brown,,,0,98,100,95,96,4,6,1,1,1,2,1,0,0,1
Derek S Green,,,,1,95,93,93,2,2,0,1,0,1,0,0,0,1
William K Greenlee,,,,,1,92,92,3,5,0,1,1,3,0,0,0,1
Allan Domb,,,,,,1,89,2,3,1,0,0,0,0,0,0,1
Helen Gym,,,,,,,0,2,1,0,1,2,3,1,0,0,1
Al Taubenberger,,,,,,,,0,3,4,3,2,2,1,0,0,1
David Oh,,,,,,,,,0,2,1,1,2,1,1,1,1
Daniel Tinney,,,,,,,,,,0,3,0,1,0,0,0,1
Dennis M O Brien,,,,,,,,,,,0,0,1,0,0,0,1
Kristin Combs,,,,,,,,,,,,0,1,2,2,1,1
Terry Tracy,,,,,,,,,,,,,0,0,0,0,1
Andrew C Stober,,,,,,,,,,,,,,0,1,1,1
Sheila E Armstrong,,,,,,,,,,,,,,,0,1,1
John Staggs,,,,,,,,,,,,,,,,0,1
Total,129,1,115,109,104,101,100,8,8,4,4,4,4,2,2,1,1
,District Council 8th District,,Council At Large,,,,,,,,,,,,,,2
,Cindy Bass,Michael Galganski,Blondell Reynolds Brown,Derek S Green,Allan Domb,Helen Gym,William K Greenlee,Daniel Tinney,David Oh,Dennis M O Brien,Terry Tracy,Al Taubenberger,Andrew C Stober,John Staggs,Kristin Combs,Sheila E Armstrong,2
Cindy Bass,6,0,121,115,112,110,108,1,1,1,1,0,0,0,0,0,2
Michael Galganski,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Blondell Reynolds Brown,,,1,111,109,106,107,1,1,1,1,0,0,0,0,0,2
Derek S Green,,,,1,106,104,106,1,1,1,1,0,0,0,0,0,2
Allan Domb,,,,,2,105,104,1,1,0,0,0,0,0,0,0,2
Helen Gym,,,,,,0,102,0,0,0,0,0,0,0,0,0,2
William K Greenlee,,,,,,,2,1,1,0,0,0,0,0,0,0,2
Daniel Tinney,,,,,,,,0,0,0,0,0,0,0,0,0,2
David Oh,,,,,,,,,0,0,0,0,0,0,0,0,2
Dennis M O Brien,,,,,,,,,,0,1,0,0,0,0,0,2
Terry Tracy,,,,,,,,,,,0,0,0,0,0,0,2
Al Taubenberger,,,,,,,,,,,,0,0,0,0,0,2
Andrew C Stober,,,,,,,,,,,,,0,0,0,0,2
John Staggs,,,,,,,,,,,,,,0,0,0,2
Kristin Combs,,,,,,,,,,,,,,,0,0,2
Sheila E Armstrong,,,,,,,,,,,,,,,,0,2
Total,137,0,123,117,114,110,110,1,1,1,1,0,0,0,0,0,2
,District Council 8th District,,Council At Large,,,,,,,,,,,,,,3
,Cindy Bass,Michael Galganski,Derek S Green,Blondell Reynolds Brown,William K Greenlee,Helen Gym,Allan Domb,David Oh,Terry Tracy,Andrew C Stober,Dennis M O Brien,Kristin Combs,Sheila E Armstrong,Al Taubenberger,Daniel Tinney,John Staggs,3
Cindy Bass,10,0,132,129,121,120,119,5,3,1,1,1,1,0,0,0,3
Michael Galganski,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Derek S Green,,,1,119,115,114,114,3,3,0,1,0,0,0,0,0,3
Blondell Reynolds Brown,,,,1,117,115,114,5,3,1,1,1,1,0,0,0,3
William K Greenlee,,,,,2,110,111,3,3,0,1,0,0,0,0,0,3
Helen Gym,,,,,,0,110,2,3,2,2,1,1,0,0,0,3
Allan Domb,,,,,,,1,4,2,1,1,0,0,0,0,0,3
David Oh,,,,,,,,0,0,0,0,0,0,0,0,0,3
Terry Tracy,,,,,,,,,0,1,1,0,0,0,0,0,3
Andrew C Stober,,,,,,,,,,0,1,1,1,0,0,0,3
Dennis M O Brien,,,,,,,,,,,0,0,0,0,0,0,3
Kristin Combs,,,,,,,,,,,,0,1,0,0,0,3
Sheila E Armstrong,,,,,,,,,,,,,0,0,0,0,3
Al Taubenberger,,,,,,,,,,,,,,0,0,0,3
Daniel Tinney,,,,,,,,,,,,,,,0,0,3
John Staggs,,,,,,,,,,,,,,,,0,3
Total,158,0,135,132,123,122,121,5,4,2,2,1,1,0,0,0,3
,District Council 8th District,,Council At Large,,,,,,,,,,,,,,4
,Cindy Bass,Michael Galganski,Blondell Reynolds Brown,Allan Domb,Derek S Green,Helen Gym,William K Greenlee,David Oh,Terry Tracy,Daniel Tinney,Al Taubenberger,Dennis M O Brien,Andrew C Stober,John Staggs,Kristin Combs,Sheila E Armstrong,4
Cindy Bass,3,0,143,139,138,132,136,9,6,3,3,3,0,0,0,0,4
Michael Galganski,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Blondell Reynolds Brown,,,4,131,132,130,136,6,2,0,0,1,0,0,0,0,4
Allan Domb,,,,1,130,130,132,6,2,1,1,0,0,0,0,0,4
Derek S Green,,,,,1,126,134,4,1,0,0,1,0,0,0,0,4
Helen Gym,,,,,,1,127,8,2,1,1,0,0,0,0,0,4
William K Greenlee,,,,,,,1,6,2,0,0,1,0,0,0,0,4
David Oh,,,,,,,,68,6,4,3,4,0,0,0,0,4
Terry Tracy,,,,,,,,,0,4,4,3,0,0,0,0,4
Daniel Tinney,,,,,,,,,,0,4,3,0,0,0,0,4
Al Taubenberger,,,,,,,,,,,0,3,0,0,0,0,4
Dennis M O Brien,,,,,,,,,,,,0,0,0,0,0,4
Andrew C Stober,,,,,,,,,,,,,0,0,0,0,4
John Staggs,,,,,,,,,,,,,,0,0,0,4
Kristin Combs,,,,,,,,,,,,,,,0,0,4
Sheila E Armstrong,,,,,,,,,,,,,,,,0,4
Total,161,0,151,142,141,141,140,87,7,5,4,4,0,0,0,0,4
,District Council 8th District,,Council At Large,,,,,,,,,,,,,,5
,Cindy Bass,Michael Galganski,Derek S Green,Blondell Reynolds Brown,William K Greenlee,Allan Domb,Helen Gym,David Oh,Kristin Combs,Sheila E Armstrong,Terry Tracy,Al Taubenberger,Andrew C Stober,Daniel Tinney,John Staggs,Dennis M O Brien,5
Cindy Bass,2,0,119,118,111,109,108,3,1,1,2,1,0,0,0,0,5
Michael Galganski,,1,1,1,1,2,1,0,1,1,0,0,1,0,1,0,5
Derek S Green,,,1,111,110,108,109,2,0,0,2,0,0,0,0,0,5
Blondell Reynolds Brown,,,,0,110,108,107,2,0,0,2,0,0,0,0,0,5
William K Greenlee,,,,,2,107,108,3,1,1,1,1,0,0,0,0,5
Allan Domb,,,,,,0,108,0,1,1,0,0,1,0,1,0,5
Helen Gym,,,,,,,0,1,0,0,0,0,0,0,0,0,5
David Oh,,,,,,,,1,1,1,1,1,0,0,0,0,5
Kristin Combs,,,,,,,,,0,2,0,1,1,0,1,0,5
Sheila E Armstrong,,,,,,,,,,0,0,1,1,0,1,0,5
Terry Tracy,,,,,,,,,,,0,0,0,0,0,0,5
Al Taubenberger,,,,,,,,,,,,0,0,0,0,0,5
Andrew C Stober,,,,,,,,,,,,,0,0,1,0,5
Daniel Tinney,,,,,,,,,,,,,,1,0,0,5
John Staggs,,,,,,,,,,,,,,,0,0,5
Dennis M O Brien,,,,,,,,,,,,,,,,0,5
Total,140,3,125,122,117,115,112,4,2,2,2,1,1,1,1,0,5
,District Council 8th District,,Council At Large,,,,,,,,,,,,,,6
